Dissolved_Oxygen,salinities,,,,,,,,,
8,4.5,,,,,,,,,
7.9,4.5,,,,,,,,,
8.4,4.5,,,,,,,,,
6.4,4.5,,,,,,,,,
9.6,4.5,,,,,,,,,
7.9,4.5,,,,,,,,,
6.8,4.5,,,,,,,,,
8.8,4.5,,,,,,,,,
8,4.5,,,,,,,,,
8.3,4.5,,,,,,,,,
8,4.5,,,,,,,,,
10,4.5,,,,,,,,,
9.8,4.5,,,,,,,,,
6.5,4.5,,,,,,,,,
6.8,4.5,,,,,,,,,
8.3,4.2,,,,,,,,,
9.7,4.2,,,,,,,,,
7.4,4.2,,,,,,,,,
6.8,4.2,,,,,,,,,
5.8,4.2,,,,,,,,,
10.8,4.2,,,,,,,,,
7.1,4.2,,,,,,,,,
11.4,4.2,,,,,,,,,
10,4.2,,,,,,,,,
8.2,4.2,,,,,,,,,
5.9,4.2,,,,,,,,,
9.4,4.2,,,,,,,,,
7.4,4.2,,,,,,,,,
9.2,4.2,,,,,,,,,
6.8,4.2,,,,,,,,,
7.6,3.8,,,,,,,,,
8.8,3.8,,,,,,,,,
8.1,3.8,,,,,,,,,
12.1,3.8,,,,,,,,,
6.4,3.8,,,,,,,,,
10,3.8,,,,,,,,,
11.8,3.8,,,,,,,,,
7.4,3.8,,,,,,,,,
13,3.8,,,,,,,,,
7.3,3.8,,,,,,,,,
17.2,3.8,,,,,,,,,
10,3.8,,,,,,,,,
10,3.8,,,,,,,,,
7.8,3.8,,,,,,,,,
5.8,3.8,,,,,,,,,
7.5,4.2,,,,,,,,,
7.5,4.2,,,,,,,,,
7.8,4.2,,,,,,,,,
7,4.2,,,,,,,,,
12.6,4.2,,,,,,,,,
9.6,4.2,,,,,,,,,
13.1,4.2,,,,,,,,,
15,4.2,,,,,,,,,
12,4.2,,,,,,,,,
11.2,4.2,,,,,,,,,
8.6,4.2,,,,,,,,,
9.8,4.2,,,,,,,,,
6.5,4.2,,,,,,,,,
9.8,4.2,,,,,,,,,
13.8,4.2,,,,,,,,,
10,4.5,,,,,,,,,
11.6,4.5,,,,,,,,,
10,4.5,,,,,,,,,
12,4.5,,,,,,,,,
8.7,4.5,,,,,,,,,
10,4.5,,,,,,,,,
7.5,4.5,,,,,,,,,
11.2,4.5,,,,,,,,,
6.5,4.5,,,,,,,,,
11,4.5,,,,,,,,,
10.2,4.5,,,,,,,,,
13,4.5,,,,,,,,,
9.6,4.5,,,,,,,,,
12.4,4.5,,,,,,,,,
10,4.5,,,,,,,,,
11.2,4.2,,,,,,,,,
8,4.2,,,,,,,,,
8,4.2,,,,,,,,,
10.4,4.2,,,,,,,,,
10.7,4.2,,,,,,,,,
9.1,4.2,,,,,,,,,
9.1,4.2,,,,,,,,,
9.1,4.2,,,,,,,,,
11.4,4.2,,,,,,,,,
9.6,4.2,,,,,,,,,
9,4.2,,,,,,,,,
10.5,4.2,,,,,,,,,
11,4.2,,,,,,,,,
10.8,4.2,,,,,,,,,
9.3,4.2,,,,,,,,,
10.1,5.7,,,,,,,,,
11.7,5.7,,,,,,,,,
9.3,5.7,,,,,,,,,
11,5.7,,,,,,,,,
10.8,5.7,,,,,,,,,
7.6,5.7,,,,,,,,,
8.6,5.7,,,,,,,,,
11,5.7,,,,,,,,,
8.6,5.7,,,,,,,,,
11.2,5.7,,,,,,,,,
9.3,5.7,,,,,,,,,
10.5,5.7,,,,,,,,,
9.2,5.7,,,,,,,,,
9.8,5.7,,,,,,,,,
10.4,5.7,,,,,,,,,
9.6,6.1,,,,,,,,,
9.6,6.1,,,,,,,,,
9.4,6.1,,,,,,,,,
10.5,6.1,,,,,,,,,
10.7,6.1,,,,,,,,,
10,6.1,,,,,,,,,
8,6.1,,,,,,,,,
11.5,6.1,,,,,,,,,
8.2,6.1,,,,,,,,,
10,6.1,,,,,,,,,
8,6.1,,,,,,,,,
8,6.1,,,,,,,,,
6.4,6.1,,,,,,,,,
8,6.1,,,,,,,,,
9.2,6.1,,,,,,,,,
9.8,6.4,,,,,,,,,
9,6.4,,,,,,,,,
10.5,6.4,,,,,,,,,
7.9,6.4,,,,,,,,,
8.8,6.4,,,,,,,,,
8.2,6.4,,,,,,,,,
9.5,6.4,,,,,,,,,
13.4,6.4,,,,,,,,,
11.1,6.4,,,,,,,,,
10.2,6.4,,,,,,,,,
12.3,6.4,,,,,,,,,
10.4,6.4,,,,,,,,,
11.7,6.4,,,,,,,,,
9.9,6.4,,,,,,,,,
9.5,6.4,,,,,,,,,
9.3,4.9,,,,,,,,,
1.6,4.9,,,,,,,,,
12.3,4.9,,,,,,,,,
8.1,4.9,,,,,,,,,
11.2,4.9,,,,,,,,,
9,4.9,,,,,,,,,
10.3,4.9,,,,,,,,,
10.6,4.9,,,,,,,,,
10.3,4.9,,,,,,,,,
8.9,4.9,,,,,,,,,
10.8,4.9,,,,,,,,,
10.3,4.9,,,,,,,,,
9.4,4.9,,,,,,,,,
10.2,4.9,,,,,,,,,
9.3,4.9,,,,,,,,,
9.9,5.3,,,,,,,,,
10.7,5.3,,,,,,,,,
9.2,5.3,,,,,,,,,
13.1,5.3,,,,,,,,,
11.6,5.3,,,,,,,,,
13.1,5.3,,,,,,,,,
9.5,5.3,,,,,,,,,
11,5.3,,,,,,,,,
12,5.3,,,,,,,,,
11.6,5.3,,,,,,,,,
8.8,5.3,,,,,,,,,
11.5,5.3,,,,,,,,,
10.2,5.3,,,,,,,,,
10.2,5.3,,,,,,,,,
9.6,5.3,,,,,,,,,
9.5,4.9,,,,,,,,,
11,4.9,,,,,,,,,
13.6,4.9,,,,,,,,,
9.8,4.9,,,,,,,,,
10.1,4.9,,,,,,,,,
9.5,4.9,,,,,,,,,
9.5,4.9,,,,,,,,,
11.6,4.9,,,,,,,,,
8.5,4.9,,,,,,,,,
11.7,4.9,,,,,,,,,
9.6,4.9,,,,,,,,,
10.5,4.9,,,,,,,,,
14,4.9,,,,,,,,,
8,4.9,,,,,,,,,
8,4.9,,,,,,,,,
15,4.2,,,,,,,,,
14,4.2,,,,,,,,,
13.9,4.2,,,,,,,,,
15,4.2,,,,,,,,,
12.5,4.2,,,,,,,,,
14,4.2,,,,,,,,,
8,4.2,,,,,,,,,
10,3.8,,,,,,,,,
15,4.2,,,,,,,,,
15,4.2,,,,,,,,,
10,4.2,,,,,,,,,
14,4.2,,,,,,,,,
15,4.2,,,,,,,,,
14,4.2,,,,,,,,,
5,4.2,,,,,,,,,
9,4.2,,,,,,,,,
10,4.2,,,,,,,,,
10,4.2,,,,,,,,,
10,4.2,,,,,,,,,
10,4.2,,,,,,,,,
15,4.2,,,,,,,,,
10,4.2,,,,,,,,,
15,4.2,,,,,,,,,
6,4.2,,,,,,,,,
14,4.2,,,,,,,,,
14,4.2,,,,,,,,,
15,4.2,,,,,,,,,
15,4.2,,,,,,,,,
7.8,4.2,,,,,,,,,
9,4.2,,,,,,,,,
10,3.8,,,,,,,,,
7,3.8,,,,,,,,,
15,3.8,,,,,,,,,
10,3.8,,,,,,,,,
15,3.8,,,,,,,,,
13.2,3.8,,,,,,,,,
7,3.8,,,,,,,,,
14,3.8,,,,,,,,,
10,3.8,,,,,,,,,
15,3.8,,,,,,,,,
10,3.8,,,,,,,,,
14.5,3.8,,,,,,,,,
14,3.8,,,,,,,,,
10,3.8,,,,,,,,,
15,3.8,,,,,,,,,
10,5.7,,,,,,,,,
10,5.7,,,,,,,,,
15,5.7,,,,,,,,,
7,5.7,,,,,,,,,
9,5.7,,,,,,,,,
7.5,5.7,,,,,,,,,
10.4,5.7,,,,,,,,,
6.9,5.7,,,,,,,,,
4.6,5.7,,,,,,,,,
6.8,5.7,,,,,,,,,
12.7,5.7,,,,,,,,,
5.8,5.7,,,,,,,,,
6.6,5.7,,,,,,,,,
11.1,5.7,,,,,,,,,
8.4,5.7,,,,,,,,,
6.5,5.3,,,,,,,,,
9.2,5.3,,,,,,,,,
12.2,5.3,,,,,,,,,
5.3,5.3,,,,,,,,,
7.7,5.3,,,,,,,,,
7.7,5.3,,,,,,,,,
8.4,5.3,,,,,,,,,
11.7,5.3,,,,,,,,,
7.4,5.3,,,,,,,,,
8.5,5.3,,,,,,,,,
11.7,5.3,,,,,,,,,
8.5,5.3,,,,,,,,,
6.1,5.3,,,,,,,,,
9.3,5.3,,,,,,,,,
10.2,5.3,,,,,,,,,
11.1,5.3,,,,,,,,,
6.9,5.3,,,,,,,,,
10.5,5.3,,,,,,,,,
4.6,5.3,,,,,,,,,
9.9,5.3,,,,,,,,,
11.6,5.3,,,,,,,,,
10,5.3,,,,,,,,,
11.9,5.3,,,,,,,,,
8.4,5.3,,,,,,,,,
6.4,5.3,,,,,,,,,
7.4,5.3,,,,,,,,,
8.7,5.3,,,,,,,,,
7.2,5.3,,,,,,,,,
5.9,5.3,,,,,,,,,
10.5,5.3,,,,,,,,,
13.4,4.9,,,,,,,,,
10,4.9,,,,,,,,,
12.6,4.9,,,,,,,,,
10.1,4.9,,,,,,,,,
10.3,4.9,,,,,,,,,
9.9,4.9,,,,,,,,,
6,4.9,,,,,,,,,
6,4.9,,,,,,,,,
12.1,4.9,,,,,,,,,
9.6,4.9,,,,,,,,,
8.5,4.9,,,,,,,,,
8.3,4.9,,,,,,,,,
10,4.9,,,,,,,,,
7.3,4.9,,,,,,,,,
10,4.9,,,,,,,,,
10,5.3,,,,,,,,,
10,5.3,,,,,,,,,
11.5,5.3,,,,,,,,,
8.5,5.3,,,,,,,,,
5.3,5.3,,,,,,,,,
7.5,5.3,,,,,,,,,
12,5.3,,,,,,,,,
10.5,5.3,,,,,,,,,
10.1,5.3,,,,,,,,,
7.9,5.3,,,,,,,,,
8.8,5.3,,,,,,,,,
10,5.3,,,,,,,,,
10,5.3,,,,,,,,,
9.4,5.3,,,,,,,,,
9.8,5.3,,,,,,,,,
10.8,5.7,,,,,,,,,
8.1,5.7,,,,,,,,,
10,5.7,,,,,,,,,
8.5,5.7,,,,,,,,,
8.4,5.7,,,,,,,,,
8.5,5.7,,,,,,,,,
8,5.7,,,,,,,,,
6.5,5.7,,,,,,,,,
10,5.7,,,,,,,,,
10,5.7,,,,,,,,,
10,5.7,,,,,,,,,
11.5,5.7,,,,,,,,,
8,5.7,,,,,,,,,
8.2,5.7,,,,,,,,,
8.2,5.7,,,,,,,,,
9.3,5.3,,,,,,,,,
11,5.3,,,,,,,,,
8.8,5.3,,,,,,,,,
6.5,5.3,,,,,,,,,
10,5.3,,,,,,,,,
8.6,5.3,,,,,,,,,
6.5,5.3,,,,,,,,,
9.8,5.3,,,,,,,,,
10,5.3,,,,,,,,,
10,5.3,,,,,,,,,
10.3,5.3,,,,,,,,,
7.6,5.3,,,,,,,,,
11,5.3,,,,,,,,,
9.5,5.3,,,,,,,,,
8.5,5.3,,,,,,,,,
11.8,4.9,,,,,,,,,
12,4.9,,,,,,,,,
9.5,4.9,,,,,,,,,
15,4.9,,,,,,,,,
12.3,4.9,,,,,,,,,
7.3,4.9,,,,,,,,,
14.2,4.9,,,,,,,,,
9.6,4.9,,,,,,,,,
13,4.9,,,,,,,,,
12.3,4.9,,,,,,,,,
10.5,4.9,,,,,,,,,
13,4.9,,,,,,,,,
12,4.9,,,,,,,,,
12.3,4.9,,,,,,,,,
12.4,4.9,,,,,,,,,
5.2,4.5,,,,,,,,,
8.6,4.5,,,,,,,,,
5,4.5,,,,,,,,,
9,4.5,,,,,,,,,
9,4.5,,,,,,,,,
12,4.5,,,,,,,,,
2.8,4.5,,,,,,,,,
5.8,4.5,,,,,,,,,
4,4.5,,,,,,,,,
5.5,4.5,,,,,,,,,
3,4.5,,,,,,,,,
4,4.5,,,,,,,,,
6,4.5,,,,,,,,,
3,4.5,,,,,,,,,
4,4.5,,,,,,,,,
2,6.1,,,,,,,,,
4.5,4.2,,,,,,,,,
3.5,3.8,,,,,,,,,
2,,,,,,,,,,
2.5,3.4,,,,,,,,,
3,5.9,,,,,,,,,
3,2,,,,,,,,,
3.4,26.4,,,,,,,,,
8.6,16.5,,,,,,,,,
8.5,14,,,,,,,,,
9.9,4.4,,,,,,,,,
3,0,,,,,,,,,
14.2,3.2,,,,,,,,,
7,3.2,,,,,,,,,
6.8,7.5,,,,,,,,,
9.1,14,,,,,,,,,
9.6,16.5,,,,,,,,,
6.5,7.2,,,,,,,,,
10,18.8,,,,,,,,,
15,36,,,,,,,,,
14,,,,,,,,,,
8.7,,,,,,,,,,
7,,,,,,,,,,
6.7,35,,,,,,,,,
6.8,18.2,,,,,,,,,
10,22.9,,,,,,,,,
9.7,25.4,,,,,,,,,
4.8,22.5,,,,,,,,,
9.4,17.9,,,,,,,,,
9.7,11.7,,,,,,,,,
11.6,24.4,,,,,,,,,
4.8,19.1,,,,,,,,,
10,17.5,,,,,,,,,
9.9,18.2,,,,,,,,,
8.3,,,,,,,,,,
9.6,16.6,,,,,,,,,
6,11.5,,,,,,,,,
10.6,,,,,,,,,,
11.4,,,,,,,,,,
5.7,,,,,,,,,,
0.2,,,,,,,,,,
3.9,,,,,,,,,,
8.3,,,,,,,,,,
5.6,,,,,,,,,,
2.1,18.2,,,,,,,,,
9.2,14.9,,,,,,,,,
8,19.1,,,,,,,,,
11,19.1,,,,,,,,,
9,12.3,,,,,,,,,
8.2,19.3,,,,,,,,,
8.9,9.2,,,,,,,,,
8.8,0.2,,,,,,,,,
9.1,2.9,,,,,,,,,
7.6,12.6,,,,,,,,,
9,12.2,,,,,,,,,
7.5,13.1,,,,,,,,,
8.9,14.7,,,,,,,,,
9.5,11.8,,,,,,,,,
10,18.4,,,,,,,,,
10,14.9,,,,,,,,,
10,13.2,,,,,,,,,
7,23.3,,,,,,,,,
15,13.7,,,,,,,,,
7.5,23,,,,,,,,,
9.5,16.5,,,,,,,,,
12,23.5,,,,,,,,,
10,18.2,,,,,,,,,
9,29.1,,,,,,,,,
8,13.6,,,,,,,,,
10,8.3,,,,,,,,,
8,14.3,,,,,,,,,
9,10.1,,,,,,,,,
15,4.8,,,,,,,,,
9,20.9,,,,,,,,,
10,,,,,,,,,,
9.4,15.3,,,,,,,,,
11.5,,,,,,,,,,
7.2,,,,,,,,,,
8.8,,,,,,,,,,
10.8,,,,,,,,,,
11.7,,,,,,,,,,
15,,,,,,,,,,
8,,,,,,,,,,
11.5,,,,,,,,,,
7.7,,,,,,,,,,
9.2,,,,,,,,,,
9.8,22.5,,,,,,,,,
11.3,25.1,,,,,,,,,
10.6,28.2,,,,,,,,,
7.4,26.5,,,,,,,,,
11,25.2,,,,,,,,,
10,,,,,,,,,,
13.3,,,,,,,,,,
12.1,,,,,,,,,,
7.9,,,,,,,,,,
10,,,,,,,,,,
11.2,,,,,,,,,,
7.2,,,,,,,,,,
7.5,,,,,,,,,,
7.8,,,,,,,,,,
8.1,,,,,,,,,,
9.4,,,,,,,,,,
10.5,,,,,,,,,,
13.4,,,,,,,,,,
10.5,,,,,,,,,,
7.2,,,,,,,,,,
11,,,,,,,,,,
12,,,,,,,,,,
12.2,,,,,,,,,,
10.4,,,,,,,,,,
13.9,,,,,,,,,,
9.2,,,,,,,,,,
13.9,,,,,,,,,,
10.8,,,,,,,,,,
8.5,,,,,,,,,,
11.2,,,,,,,,,,
8.2,8,,,,,,,,,
10.1,18.9,,,,,,,,,
10.1,7.5,,,,,,,,,
7.7,19,,,,,,,,,
11.7,22.5,,,,,,,,,
9.8,21.6,,,,,,,,,
8.9,25.9,,,,,,,,,
9.8,32.5,,,,,,,,,
10.2,32.5,,,,,,,,,
9,32.5,,,,,,,,,
10,36,,,,,,,,,
10,34.9,,,,,,,,,
10,,,,,,,,,,
12,0.1,,,,,,,,,
13,0.2,,,,,,,,,
11,0.1,,,,,,,,,
10,0.2,,,,,,,,,
9,0.1,,,,,,,,,
10,0.1,,,,,,,,,
10,0.1,,,,,,,,,
11,0,,,,,,,,,
10,0,,,,,,,,,
10,0,,,,,,,,,
12,43,,,,,,,,,
8,35,,,,,,,,,
9,35,,,,,,,,,
11,3.4,,,,,,,,,
12,41,,,,,,,,,
9,34,,,,,,,,,
12,4.3,,,,,,,,,
6,4.3,,,,,,,,,
12,36,,,,,,,,,
11,4.2,,,,,,,,,
10,4.2,,,,,,,,,
9,4,,,,,,,,,
9,4,,,,,,,,,
4,31.1,,,,,,,,,
11,37.3,,,,,,,,,
7,36.1,,,,,,,,,
9,34.3,,,,,,,,,
10,,,,,,,,,,
11,,,,,,,,,,
11,,,,,,,,,,
11,,,,,,,,,,
12,,,,,,,,,,
12,,,,,,,,,,
7,,,,,,,,,,
11,,,,,,,,,,
12,,,,,,,,,,
11,,,,,,,,,,
9,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
9,,,,,,,,,,
9,,,,,,,,,,
9,,,,,,,,,,
11,,,,,,,,,,
7,,,,,,,,,,
12,,,,,,,,,,
15,,,,,,,,,,
7.2,,,,,,,,,,
6,,,,,,,,,,
6,,,,,,,,,,
8,,,,,,,,,,
3.5,,,,,,,,,,
2,,,,,,,,,,
12.8,,,,,,,,,,
5,,,,,,,,,,
8.8,,,,,,,,,,
4,,,,,,,,,,
3,,,,,,,,,,
8.4,,,,,,,,,,
10,,,,,,,,,,
6.4,,,,,,,,,,
9,,,,,,,,,,
5.4,,,,,,,,,,
9.1,,,,,,,,,,
3.5,,,,,,,,,,
7.4,,,,,,,,,,
9.3,,,,,,,,,,
13.6,,,,,,,,,,
2.7,,,,,,,,,,
6.1,,,,,,,,,,
2.7,,,,,,,,,,
7.3,,,,,,,,,,
11.2,,,,,,,,,,
8.1,,,,,,,,,,
9.6,,,,,,,,,,
9.5,,,,,,,,,,
5.2,,,,,,,,,,
2,,,,,,,,,,
3.8,,,,,,,,,,
7,,,,,,,,,,
2,,,,,,,,,,
5.5,,,,,,,,,,
3,,,,,,,,,,
2,,,,,,,,,,
3,,,,,,,,,,
1,,,,,,,,,,
2,,,,,,,,,,
2,,,,,,,,,,
3,,,,,,,,,,
3,,,,,,,,,,
3,,,,,,,,,,
8,,,,,,,,,,
2,,,,,,,,,,
7,,,,,,,,,,
2.5,,,,,,,,,,
5.5,,,,,,,,,,
4.3,,,,,,,,,,
3,,,,,,,,,,
5,,,,,,,,,,
3.5,,,,,,,,,,
3,,,,,,,,,,
10,,,,,,,,,,
5,,,,,,,,,,
2,,,,,,,,,,
2,,,,,,,,,,
6,33.7,,,,,,,,,
2.2,,,,,,,,,,
4.5,29.3,,,,,,,,,
2.5,,,,,,,,,,
2,30.7,,,,,,,,,
6,30.3,,,,,,,,,
4,,,,,,,,,,
11,,,,,,,,,,
3,35,,,,,,,,,
5,34,,,,,,,,,
2.6,,,,,,,,,,
6,32,,,,,,,,,
3,33.3,,,,,,,,,
2.6,30,,,,,,,,,
7,31.3,,,,,,,,,
5,,,,,,,,,,
2.5,22.3,,,,,,,,,
3,32.3,,,,,,,,,
4,,,,,,,,,,
2,32.7,,,,,,,,,
2,,,,,,,,,,
5,,,,,,,,,,
12,,,,,,,,,,
13,29.5,,,,,,,,,
14,,,,,,,,,,
9,,,,,,,,,,
10,24,,,,,,,,,
10,30,,,,,,,,,
10,25,,,,,,,,,
12,30,,,,,,,,,
10,32,,,,,,,,,
11,0.7,,,,,,,,,
9,,,,,,,,,,
10,30.5,,,,,,,,,
11,,,,,,,,,,
11,,,,,,,,,,
12,,,,,,,,,,
12,30.7,,,,,,,,,
13,42,,,,,,,,,
11,42.6,,,,,,,,,
7,42,,,,,,,,,
11,42.8,,,,,,,,,
9,42,,,,,,,,,
12,42.6,,,,,,,,,
8,42.6,,,,,,,,,
10,4.4,,,,,,,,,
5,3.4,,,,,,,,,
10,6.9,,,,,,,,,
10,3.3,,,,,,,,,
9,4.3,,,,,,,,,
11,7.2,,,,,,,,,
11,9.3,,,,,,,,,
10,8.7,,,,,,,,,
11,11.5,,,,,,,,,
11,27.6,,,,,,,,,
9,30.5,,,,,,,,,
12,36,,,,,,,,,
14,12.9,,,,,,,,,
14,17.1,,,,,,,,,
10,13.8,,,,,,,,,
12,6.8,,,,,,,,,
12,28.6,,,,,,,,,
12,42.3,,,,,,,,,
11,43.1,,,,,,,,,
10,43.3,,,,,,,,,
12,43.1,,,,,,,,,
8,43.3,,,,,,,,,
10,43.6,,,,,,,,,
9,43.2,,,,,,,,,
14,43.2,,,,,,,,,
15,,,,,,,,,,
14,,,,,,,,,,
8.1,,,,,,,,,,
8,,,,,,,,,,
7.7,,,,,,,,,,
11.3,,,,,,,,,,
9.1,,,,,,,,,,
11,,,,,,,,,,
8.9,2.6,,,,,,,,,
5.7,30,,,,,,,,,
8,0.9,,,,,,,,,
6.6,0.8,,,,,,,,,
10.5,0.8,,,,,,,,,
8.5,0.9,,,,,,,,,
8,0.8,,,,,,,,,
8.4,0.9,,,,,,,,,
6.8,0.8,,,,,,,,,
9,0.6,,,,,,,,,
8.3,0.9,,,,,,,,,
7,0.8,,,,,,,,,
7.9,0.7,,,,,,,,,
7.2,0.7,,,,,,,,,
9,0.9,,,,,,,,,
7.8,0.9,,,,,,,,,
7.8,0.7,,,,,,,,,
7.8,0.8,,,,,,,,,
6.8,0.9,,,,,,,,,
8,0.6,,,,,,,,,
7.5,0.7,,,,,,,,,
7,0.9,,,,,,,,,
6.8,0.5,,,,,,,,,
7.2,0.5,,,,,,,,,
6.1,0.5,,,,,,,,,
6.8,0.5,,,,,,,,,
8.1,0.5,,,,,,,,,
7.3,0.9,,,,,,,,,
9.2,0.8,,,,,,,,,
8.2,0.7,,,,,,,,,
9,0.9,,,,,,,,,
6.9,0.9,,,,,,,,,
8.1,,,,,,,,,,
7,,,,,,,,,,
6.2,,,,,,,,,,
7.5,,,,,,,,,,
8.2,,,,,,,,,,
7.8,,,,,,,,,,
2.7,,,,,,,,,,
6,,,,,,,,,,
4,,,,,,,,,,
7.7,,,,,,,,,,
0,,,,,,,,,,
4,,,,,,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
0,,,,,,,,,,
7,,,,,,,,,,
9,,,,,,,,,,
6,,,,,,,,,,
9,,,,,,,,,,
9.5,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
11,,,,,,,,,,
8.5,,,,,,,,,,
8.3,,,,,,,,,,
10,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
12.5,,,,,,,,,,
9,,,,,,,,,,
7.5,,,,,,,,,,
7.5,,,,,,,,,,
7,,,,,,,,,,
6,,,,,,,,,,
9,,,,,,,,,,
8.5,,,,,,,,,,
9.5,,,,,,,,,,
6.5,,,,,,,,,,
6.5,,,,,,,,,,
8.5,,,,,,,,,,
8.8,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
8.1,,,,,,,,,,
7.7,,,,,,,,,,
7.7,,,,,,,,,,
9.2,,,,,,,,,,
11,,,,,,,,,,
7,,,,,,,,,,
10,,,,,,,,,,
7.5,,,,,,,,,,
7.7,,,,,,,,,,
10,,,,,,,,,,
7.5,,,,,,,,,,
7.4,,,,,,,,,,
10.6,,,,,,,,,,
9,,,,,,,,,,
8.9,,,,,,,,,,
9.1,,,,,,,,,,
10,,,,,,,,,,
8,,,,,,,,,,
10.2,,,,,,,,,,
8,,,,,,,,,,
7.4,,,,,,,,,,
10.7,,,,,,,,,,
9.2,,,,,,,,,,
7.2,,,,,,,,,,
10,,,,,,,,,,
10,,,,,,,,,,
0,,,,,,,,,,
10.6,,,,,,,,,,
8.1,,,,,,,,,,
7.8,,,,,,,,,,
11.9,,,,,,,,,,
10,,,,,,,,,,
7.8,,,,,,,,,,
8.2,,,,,,,,,,
9.4,,,,,,,,,,
6.6,,,,,,,,,,
10,,,,,,,,,,
5.2,,,,,,,,,,
11,,,,,,,,,,
7.5,,,,,,,,,,
8.9,,,,,,,,,,
7,,,,,,,,,,
8.9,,,,,,,,,,
8,,,,,,,,,,
8.6,,,,,,,,,,
10,,,,,,,,,,
5.1,,,,,,,,,,
11.2,,,,,,,,,,
6.4,,,,,,,,,,
12.2,,,,,,,,,,
11,,,,,,,,,,
3.4,,,,,,,,,,
3.8,,,,,,,,,,
5.8,,,,,,,,,,
4.4,,,,,,,,,,
5.2,,,,,,,,,,
4.3,,,,,,,,,,
14,,,,,,,,,,
13.2,,,,,,,,,,
8.2,,,,,,,,,,
11.2,,,,,,,,,,
9.8,,,,,,,,,,
11.8,,,,,,,,,,
13.2,,,,,,,,,,
7.5,,,,,,,,,,
13,,,,,,,,,,
11.8,,,,,,,,,,
7.5,,,,,,,,,,
14,,,,,,,,,,
7,,,,,,,,,,
9.5,,,,,,,,,,
12.2,,,,,,,,,,
11.3,,,,,,,,,,
11.4,,,,,,,,,,
8.8,,,,,,,,,,
12.5,,,,,,,,,,
11.2,,,,,,,,,,
10.8,,,,,,,,,,
12.4,,,,,,,,,,
9.8,,,,,,,,,,
11.6,,,,,,,,,,
14,,,,,,,,,,
7,,,,,,,,,,
6.8,,,,,,,,,,
11.4,,,,,,,,,,
11.8,,,,,,,,,,
9.9,,,,,,,,,,
10,,,,,,,,,,
12,,,,,,,,,,
9.6,,,,,,,,,,
10.5,,,,,,,,,,
12,,,,,,,,,,
11,,,,,,,,,,
9.4,,,,,,,,,,
13.4,,,,,,,,,,
10.7,,,,,,,,,,
7.8,,,,,,,,,,
9.8,,,,,,,,,,
10,,,,,,,,,,
12.5,,,,,,,,,,
9,,,,,,,,,,
12.2,,,,,,,,,,
12,,,,,,,,,,
8.6,,,,,,,,,,
11.5,,,,,,,,,,
13.4,,,,,,,,,,
10.5,,,,,,,,,,
2.4,,,,,,,,,,
4.6,,,,,,,,,,
4,,,,,,,,,,
9.9,,,,,,,,,,
5.6,,,,,,,,,,
5.2,,,,,,,,,,
8.2,,,,,,,,,,
8.1,,,,,,,,,,
5.2,,,,,,,,,,
10,,,,,,,,,,
7.2,,,,,,,,,,
7.2,,,,,,,,,,
8,,,,,,,,,,
10,,,,,,,,,,
4.8,,,,,,,,,,
7.1,,,,,,,,,,
10,,,,,,,,,,
7.5,,,,,,,,,,
8.1,,,,,,,,,,
7.4,,,,,,,,,,
5.2,,,,,,,,,,
7,,,,,,,,,,
5.8,,,,,,,,,,
10.6,,,,,,,,,,
10.4,,,,,,,,,,
12.8,,,,,,,,,,
12.9,,,,,,,,,,
12.8,,,,,,,,,,
11.9,,,,,,,,,,
11.4,,,,,,,,,,
10.2,,,,,,,,,,
10,,,,,,,,,,
10,,,,,,,,,,
13.1,,,,,,,,,,
13.2,,,,,,,,,,
14.1,,,,,,,,,,
8.5,,,,,,,,,,
14.3,,,,,,,,,,
10,,,,,,,,,,
12.8,,,,,,,,,,
5,,,,,,,,,,
10,,,,,,,,,,
12.6,,,,,,,,,,
5.7,,,,,,,,,,
5.7,,,,,,,,,,
5.7,,,,,,,,,,
7.2,,,,,,,,,,
6.6,,,,,,,,,,
8.4,,,,,,,,,,
7.4,,,,,,,,,,
8,,,,,,,,,,
5.6,,,,,,,,,,
7.2,,,,,,,,,,
6.2,,,,,,,,,,
6.6,,,,,,,,,,
7.2,,,,,,,,,,
8.8,,,,,,,,,,
9.2,,,,,,,,,,
8.4,,,,,,,,,,
7.4,,,,,,,,,,
6.4,,,,,,,,,,
7.6,,,,,,,,,,
8.2,,,,,,,,,,
6.2,,,,,,,,,,
7.8,,,,,,,,,,
9,,,,,,,,,,
7.4,,,,,,,,,,
8,,,,,,,,,,
7.8,,,,,,,,,,
7.2,,,,,,,,,,
7.4,,,,,,,,,,
7.4,,,,,,,,,,
7,,,,,,,,,,
7,,,,,,,,,,
5.3,,,,,,,,,,
8.8,,,,,,,,,,
8.4,,,,,,,,,,
8.8,,,,,,,,,,
8.4,,,,,,,,,,
6.4,,,,,,,,,,
8.8,,,,,,,,,,
9.2,,,,,,,,,,
7,,,,,,,,,,
8.8,,,,,,,,,,
9.6,,,,,,,,,,
7.2,,,,,,,,,,
