Dissolved_Oxygen,salinities,Aquatic_Environment
7.5,4.2,unknown
7.4,3.8,unknown
16.5,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
14.5,4.2,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
1.6,36.8,unknown
19.4,37.2,unknown
16.8,37.6,unknown
14.7,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
0.8,37.2,unknown
1.9,37.2,unknown
18.8,37.6,unknown
11.7,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
18,37.2,unknown
10.7,37.6,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
1.4,36.8,unknown
2.6,37.2,unknown
3.4,37.6,unknown
3,36.8,unknown
9.1,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
14,4.2,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
20,3.8,unknown
10.8,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
16.3,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
10.8,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
19.4,3.4,unknown
16.5,3.8,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
16.1,4.2,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
11.7,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
5.7,3.4,unknown
13.1,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
13.3,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
14.9,3.8,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
17.9,4.2,unknown
9.1,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12.2,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
13.2,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
4.8,37.2,unknown
17.5,37.6,unknown
1.6,37.2,unknown
17.2,36.8,unknown
0.1,37.2,unknown
1,37.6,unknown
10.5,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
7.1,37.2,unknown
8.9,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
16.4,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
0.1,36.8,unknown
12.5,37.6,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
4.8,36.8,unknown
2.7,37.2,unknown
12.3,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
6.1,3.2,unknown
19,3.8,unknown
15.3,4.2,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
16.8,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
8.5,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11.7,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
2.4,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
18.9,3.8,unknown
6.4,3.8,unknown
2,4.2,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
8.3,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
7.4,3.8,unknown
13.8,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
6.5,3.8,unknown
7.1,37.2,unknown
11.8,37.6,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
6.9,36.8,unknown
8.9,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
1.4,37.6,unknown
1.9,37.2,unknown
1.1,37.6,unknown
13.2,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
1.5,36.8,unknown
0.8,36.8,unknown
16.5,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
13.7,37.6,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
16,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
13.1,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
6.8,3.4,unknown
14.4,3.8,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
0.9,4.2,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
1.1,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
6.1,3.8,unknown
8.1,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
14.8,3.8,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
13.2,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
1.3,3.8,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
8.1,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
6.1,3.8,unknown
15.5,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
7.9,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8.2,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
2,3.8,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
6.8,3.4,unknown
1.3,37.2,unknown
6.4,36.8,unknown
12,37.6,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
13.3,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
11.7,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
15.5,37.6,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
19,37.2,unknown
3.3,36.8,unknown
8.5,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
19.8,37.6,unknown
1.8,37.2,unknown
4.7,36.8,unknown
3.4,37.2,unknown
1.6,36.8,unknown
16.4,37.6,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
15.1,3.8,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
4.6,3.4,unknown
13.9,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
3.5,3.8,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
17.8,3.4,unknown
2.7,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
14,3.8,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
11.2,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
7.1,3.4,unknown
5.5,3.8,unknown
9.1,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9.9,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
13.7,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12.4,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
18.1,37.2,unknown
5.6,37.6,unknown
9.5,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
13.5,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
8.1,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
19.3,37.6,unknown
8.2,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
12.9,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
13.1,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
12.5,37.6,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
16.5,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
7.4,3.8,unknown
16.9,37.6,unknown
7.7,37.2,unknown
9.7,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
3.2,37.2,unknown
16.8,37.6,unknown
6.2,3.4,unknown
14,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
12.2,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
18.2,4.2,unknown
2.5,3.8,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
15,3.8,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
6.3,4.2,unknown
6.7,3.8,unknown
9,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
5.2,4.2,unknown
2.2,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
0.8,3.8,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
2.5,4.2,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
5.5,3.4,unknown
17.9,3.4,unknown
4.7,3.8,unknown
17.1,3.4,unknown
16.2,3.8,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
5,4.2,unknown
13.1,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
6.6,4.2,unknown
2,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
16.3,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
8.3,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8.5,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
2.5,3.8,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
14.2,3.8,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
12.8,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11.7,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12.2,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11.9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
2.6,37.2,unknown
15.2,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
9.5,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
7.7,37.6,unknown
11.2,37.6,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
2.1,36.8,unknown
14.6,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
18.4,37.6,unknown
0.2,36.8,unknown
7.5,36.8,unknown
10.5,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
0.6,37.6,unknown
14,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
9.8,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
4.8,37.6,unknown
11.9,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
6.1,37.2,unknown
17.5,37.6,unknown
14.3,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
9.7,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
17,37.6,unknown
16.5,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
5.1,37.2,unknown
9.3,37.6,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
5.8,36.8,unknown
18,36.8,unknown
20,37.2,unknown
9.2,37.6,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
1.6,36.8,unknown
0.6,37.2,unknown
3.3,37.6,unknown
12.7,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
0.3,3.8,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
17.9,4.2,unknown
16.4,4.5,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
8.2,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
13.8,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
19.1,4.2,unknown
5.8,4.5,unknown
4.2,3.8,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
9.6,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
6.8,4.2,unknown
3.7,4.5,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
12.5,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
16.7,3.8,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
9.4,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
3.7,4.5,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
10.3,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
19.7,3.8,unknown
14.8,4.2,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
4,4.5,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
16.2,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
4.7,3.8,unknown
19.7,4.2,unknown
4.5,4.5,unknown
8.7,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11.5,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
18.6,3.4,unknown
4.2,3.8,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
4.2,4.2,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
6.7,4.5,unknown
6,36.8,unknown
3.1,37.2,unknown
8,37.6,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
1.4,36.8,unknown
8.2,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
18.2,37.6,unknown
18.4,36.8,unknown
5.5,37.2,unknown
19.7,37.6,unknown
2.1,36.8,unknown
1.2,37.2,unknown
15.5,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
18.1,37.6,unknown
17.2,36.8,unknown
3.8,37.2,unknown
18.7,37.6,unknown
18.1,36.8,unknown
15.1,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
10.8,37.6,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
10.6,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
16,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
17.5,37.6,unknown
9.3,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
10.8,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
10.4,37.6,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
19.9,36.8,unknown
16.1,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
0,37.6,unknown
3.5,36.8,unknown
13.3,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
1.6,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
12.6,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
4.9,4.2,unknown
18.1,3.4,unknown
12.1,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
18.2,3.4,unknown
6.8,3.8,unknown
13.1,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9.5,4.5,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11.3,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
17.2,3.8,unknown
4,4.2,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
12.8,4.5,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
5.5,3.4,unknown
11.3,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12.1,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9.1,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
5.2,4.5,unknown
3.5,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
17.2,3.8,unknown
13.4,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
15.6,4.2,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
11.2,4.5,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
11.1,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12.9,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
0.3,4.2,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
14.3,4.5,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
9.7,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
2.8,3.8,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
19.3,36.8,unknown
6.6,36.8,unknown
13.4,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
11.8,37.6,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
5.6,36.8,unknown
10.3,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
19.3,36.8,unknown
14.8,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
9.8,37.6,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
13.1,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
18.4,37.2,unknown
4.9,55.2,"Low Oxygen, Hypersaline Lagoon (Fish: Brine Shrimp, Saltwater Tilapia)"
14.8,37.6,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
11,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
13.6,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
13.2,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
11.1,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
4,37.6,unknown
17.1,37.6,unknown
10.7,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
18,37.6,unknown
16.5,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
17.2,37.2,unknown
1.6,37.6,unknown
11.2,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
18.8,37.2,unknown
4.7,37.6,unknown
1.3,36.8,unknown
8.5,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
9.6,37.6,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
4.7,37.2,unknown
17.1,4.2,unknown
9,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
0.8,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
1.6,3.8,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
10.7,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8.4,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12.7,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
1.9,4.2,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
15.3,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
0.5,3.8,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
16.1,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
18,3.8,unknown
17.9,4.2,unknown
17.6,3.4,unknown
17.8,3.4,unknown
5.1,3.8,unknown
8.1,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
2.3,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
12.1,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
0.4,4.2,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
3.5,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
10.2,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10.8,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
3.2,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
0.2,3.8,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
17.5,4.2,unknown
17.8,3.4,unknown
6,3.8,unknown
16.1,4.2,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
17,3.4,unknown
13.7,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
3.8,36.8,unknown
11,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
12.6,37.6,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
13.8,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
3.9,37.2,unknown
19,37.6,unknown
4.6,36.8,unknown
9.5,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
7.6,37.6,unknown
6.6,36.8,unknown
19.4,37.2,unknown
13.1,37.6,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
15.4,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
14,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
1.5,37.6,unknown
7.4,36.8,unknown
2.7,37.2,unknown
18.6,37.6,unknown
18.1,36.8,unknown
3.4,36.8,unknown
19.9,37.2,unknown
5,37.2,unknown
3.5,37.6,unknown
15.2,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
14.9,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
11,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
5.4,37.2,unknown
6.6,37.6,unknown
2.7,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
8.2,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
18.1,4.2,unknown
3.4,3.4,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
4.6,3.8,unknown
14.9,4.2,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
17.3,3.4,unknown
8.5,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
10.9,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
4.7,3.4,unknown
5,3.8,unknown
0.1,4.2,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
9.9,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
9.5,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
13.8,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
15.7,3.4,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
18.5,3.4,unknown
10.3,3.8,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
8.2,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
6.7,3.4,unknown
17.2,3.8,unknown
14.2,4.2,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
11.3,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
16.5,3.8,"High Oxygen, Freshwater River (Fish: Trout, Perch, Guppy)"
2.7,4.2,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
5.4,3.4,unknown
1.7,3.8,"Very Low Oxygen, Freshwater Pond (Fish: Carp, Catfish, Goldfish)"
9.4,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
12.1,3.4,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
18.3,3.8,unknown
11.8,4.2,"Moderate Oxygen, Low Salinity Lake (Fish: Goldfish, Carp, Catfish)"
19.1,3.4,unknown
14.3,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
18.4,37.2,unknown
16.1,37.6,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
1.2,36.8,unknown
5.9,37.2,unknown
13.5,37.6,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
12.2,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
10.2,37.2,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
12.3,37.6,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
11.1,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
17,37.2,unknown
17.9,37.6,unknown
16.3,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
17.4,37.2,unknown
16.5,37.6,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
12.2,36.8,"Moderate Oxygen, High Salinity Sea (Fish: Snapper, Tuna, Mackerel)"
