air_temp,aerosols
26.5,3.315688663
26.4,2.423648561
23.4,3.133611036
25.8,1.933982566
23.9,2.348918778
27,2.673278953
29.4,2.913587726
23.2,3.216058729
23.7,2.998441371
23.3,2.447841904
30.2,1.957056323
23.8,2.912995886
23.4,1.196592361
22.7,3.250939647
22.2,2.985031761
30.8,1.317039005
26.4,1.286089443
26.8,3.081366762
23.1,1.177366027
29.1,0.152652361
27.6,0.700922405
23.5,1.586734456
22.3,0.739151531
22.9,3.205699337
28.5,0.039952135
27.2,2.688398464
23.4,0.026405365
22.8,1.434669682
23.9,0.922937735
28,2.734198079
26.4,2.407153242
24.2,0.935269202
23.8,1.264681466
26.7,2.413447616
23.9,1.116871458
29.3,0.490941144
25.3,1.633922116
26.9,2.902341866
24.4,2.105990092
24.6,2.625237921
25.1,3.047560857
27.1,0.736830262
24,2.236361856
30.4,2.678669467
24.1,2.659536402
30.9,2.021932387
26.4,1.732332681
31.3,1.79406299
31.3,1.066143639
30.9,1.40704575
31.4,1.569092164
31.4,3.096546859
31.2,1.267893188
23.9,0.206376694
26.5,1.127097649
23.9,2.649317482
31.5,3.403316715
31.6,1.64846671
24.7,3.009336388
31.1,2.550614114
23.9,1.060314359
24,2.742334465
25.6,3.627866839
25.9,0.071510444
24.2,1.546531624
30.7,2.372190867
26.5,2.294898911
25.2,1.050057206
24.8,3.465650013
24.2,0.750103136
31.9,1.400946247
26.3,1.993723903
26.6,2.326774624
24.6,1.648883808
31.3,0.359235382
29.8,3.62626631
24.2,3.598839646
24.2,2.359636376
23.8,1.813571743
25.9,2.593678022
31.9,1.516955253
26.2,0.111482349
26.1,2.726530983
24.9,0.255177484
25.8,0.224625333
31.8,1.063277748
24.6,0.691687957
28.7,1.429546267
31.5,2.169831225
31.9,3.090147168
24.6,2.68711181
26.3,3.184351366
23.8,0.454409907
31.3,3.593269672
25.2,2.793228715
26.8,1.409345393
25.4,0.319701862
25.4,3.064648859
25.8,1.259355752
25.2,2.172536574
30.9,1.461523702
27,2.132081989
27.1,1.565818979
24.9,1.46804051
24.8,3.539958098
31.4,0.369016542
24.1,1.801275923
27.5,2.970271507
31.9,3.345998227
26.6,0.548870236
26.7,3.515977138
24.1,1.557446031
25.3,2.105103268
27.3,1.365388447
25.2,0.280922464
23.8,1.314897234
30.3,3.189510494
25.2,0.927757836
25.7,2.106540218
30.7,0.369517769
24.5,0.21499663
28.1,1.46092087
25.2,0.293982769
26.4,1.101243233
30.7,2.209712686
24.4,0.178932408
24.7,1.838966813
23.8,2.958747416
30.9,2.840213451
25.2,0.945206212
29.9,0.935727319
25.7,2.743343349
25.7,2.740537386
28.4,3.570155162
32.2,2.748235027
25.7,0.951361749
27.6,2.06749253
32.5,2.783926225
25.6,0.677721304
32.3,0.511130723
33.6,0.920747075
35.1,1.291496698
34.1,2.370882441
25.3,2.65975827
24.7,2.943272401
35.3,3.448743108
33.1,1.666972023
24.4,2.161656704
24.6,3.534683932
25.7,2.736613962
27.1,3.467914589
34.7,2.753609061
29.3,0.471876907
25.1,1.327811117
34.3,0.78304901
32.4,2.93431275
28.7,3.1194349
34.6,3.370785128
25.2,2.987479265
31.1,0.419555129
35.3,1.204346039
25.9,0.439595058
26,1.364243757
34.7,3.052509981
26.3,1.399222165
24.4,0.386302946
29.7,1.743126518
31.5,3.611360913
26.1,1.987619406
25.7,2.861475646
31.2,1.795827302
34.7,3.616881105
25.7,3.126225548
24.4,1.021857825
24.6,1.022437594
25.7,2.015814755
31.9,1.095856419
34.9,3.611127762
24.8,1.454956896
24.5,0.51592357
27.5,3.480951968
35.3,0.539099035
30.6,0.675782232
25.2,3.147021972
24.4,1.004311356
34.4,1.768997398
27.3,3.636051967
34.2,2.108152351
24.7,0.674206594
34.2,2.561642995
28.1,1.895916084
26.8,2.928075925
25.9,1.014382957
25.7,1.581547445
27.8,0.713352116
29.2,3.503120001
33.9,1.553495427
33.1,1.825370748
25.5,0.841485145
30.6,1.564972719
25.6,1.733588693
25.6,3.306126894
25.4,2.332937305
28.8,0.86902508
24.6,1.541629495
24.4,2.348310653
26.2,0.299502101
33.6,3.516181631
26.6,1.182595474
25.7,2.022972462
34.8,0.053137408
24.9,3.605729502
26.8,2.582827173
25.6,1.987944591
25.6,0.059941237
27.2,3.316703105
28.2,3.028328715
31.7,3.204482568
34.4,3.198519632
24.9,0.218716759
24.9,0.600094231
32.1,3.301769163
30.9,3.390468722
26.5,0.051620189
27.8,2.740648573
35.1,2.325380355
34.3,1.468579301
27.8,2.78443433
25,2.129870799
26.6,1.958305883
27.9,3.266791194
29.7,0.46413624
28.2,1.505123896
30.8,3.279824255
30.9,3.602809004
24.6,0.427837369
25.9,1.416707755
25.9,3.245108697
29.2,2.633136189
26.2,2.849039187
24.3,2.918569601
29.3,0.695310243
24.5,1.098827756
29.1,0.950222731
24.3,1.11132122
29,2.585513928
25.7,0.250627749
31.6,2.680725897
28.2,0.521756399
24.3,1.826796759
24.4,1.399295995
30.1,0.849541513
30.7,1.293065856
26.9,3.614695563
25.4,2.046574199
24.4,1.725170341
24.3,2.358744242
25.2,0.633206671
27.7,0.835190958
26.3,2.652152406
27.3,0.490743072
24.4,0.736986255
28.6,1.532912647
25.2,3.627617466
27.3,3.423679819
26.6,2.869785546
24.4,2.937153226
28.2,2.70831535
28.8,0.314996048
24.4,1.471329552
30.2,0.928534778
31.4,1.034660673
25.2,1.551882676
24.9,1.125801324
31.4,1.278327865
27.4,0.350810657
24.4,0.046885544
24.2,0.929941539
26.3,2.954705545
24.8,3.235165192
28,2.224236605
28.7,1.891470442
28.4,0.100289366
29.2,3.385897659
24.3,1.741159395
29.9,1.055038669
24.2,2.240720966
29.6,1.78085054
24.2,2.61174011
26.9,3.103324694
25.4,3.063643323
27.8,2.934160989
30.4,3.601633812
27.6,3.393803978
25.6,3.375610317
27.1,3.371786585
25.2,3.241501003
27.4,0.636986864
30.3,2.518007839
27.9,3.298612408
26.3,0.710192715
25.8,0.975833033
28.9,1.10010559
26.8,2.711955864
31.6,2.671729758
29.2,0.743096129
31.3,0.779212573
24.3,1.26143917
24.4,2.678948806
31.8,2.973036592
28.5,2.689263843
25.7,1.524470266
29.3,2.926976283
26.7,0.638923355
31.4,1.837876672
26.3,2.326453462
28.4,1.313008183
24.4,1.917519249
29.3,0.499438088
29.1,1.82104076
28.7,1.168990028
24.1,0.158332048
31.6,1.390950401
27,1.247477767
28.5,1.001418226
24.8,1.143049618
24.9,0.31056778
24.7,2.357933926
23.4,0.698662071
27,2.715717953
24.8,0.313429516
27.7,3.214052103
27.8,3.618227586
23.3,3.037052769
29.4,0.427694255
27.6,2.384013495
23.2,1.287376341
24.5,3.621190309
22.3,0.880139015
24.6,0.458112377
24.2,1.751015735
29.8,0.867030943
23,2.251674025
26.9,2.697762213
27.3,2.661078016
24.3,0.866386364
27.5,1.562016451
22.6,0.268884577
27.6,0.660274976
22.3,1.589418763
24.8,1.804161825
22.7,1.066196022
24.8,1.514437818
25.4,3.243361071
25.8,2.501878284
30.1,2.713908989
24.1,1.856600769
30.4,2.040428896
24.7,1.008819416
24.8,2.735428263
27.3,2.40133473
22.7,1.166507939
22.8,1.349504401
24.6,2.341851483
25.6,1.747760374
26.4,2.299470778
30.7,2.047380065
27.2,2.673105687
22.7,0.231371538
24.9,1.792942051
24.4,3.299426048
25.2,1.169065234
23.1,2.015275734
24.5,1.248744724
22.9,1.394861922
25.1,1.288413071
24.7,1.487723687
24.6,0.37379131
29.2,0.636169743
22.9,1.972347833
24.9,1.017558597
27.6,2.398837783
22.8,3.288803705
25.1,3.611939621
25,0.115699748
27.7,3.44573487
24.7,1.544179529
22.8,2.648342314
24.9,2.437495863
24.9,2.487321807
22.7,3.468834785
24.8,0.929367531
27.7,3.519923367
24.9,0.594237184
29.6,2.645654962
24.8,3.450950171
24.8,2.759332107
23.2,0.114089602
25.9,2.518270601
22.7,2.607039883
22.7,1.700299236
25,2.720380902
23.6,0.964846593
30.1,3.103118105
22.8,0.315704772
24.9,2.549134606
26.3,2.82038556
22.9,3.161456318
26.7,1.428195596
25.1,1.203806775
28.3,0.253547012
22.9,2.858857461
27.4,0.27829584
24.2,1.988129775
28,0.99952198
22.9,3.099505313
23.3,1.677598936
25.4,3.55415908
24.9,3.364392746
21.8,0.786245106
22.6,0.52789765
23.9,0.612294726
22.6,3.238079201
22.8,2.151316585
22.4,0.022527926
22.5,2.564622316
22.3,1.161766148
22.7,1.813187827
21.8,2.112566971
22.4,1.02066796
22,2.061182648
22.3,1.769809503
23,3.552764625
22,3.587906943
21.7,0.265109763
22.4,0.054314876
22.7,2.811882717
23,0.776249516
21.7,1.872853522
22.7,2.545805791
22.7,1.17501718
22.4,1.854647196
23.2,0.815615374
25.1,1.059394648
24.9,2.264219855
22.4,3.626154082
22.4,3.541647486
22.4,1.449478103
22.3,2.515029538
22.2,1.169339171
22.6,2.197785468
23.1,1.113744915
21.9,0.173628521
23.4,3.282275893
22.2,0.757179366
22.7,2.778832929
23.8,2.707667736
24.4,1.764603159
22.6,0.886640961
22.4,0.850225556
24.3,0.282448025
22.1,0.293703336
22.6,2.079686915
22.6,2.116924758
22.6,3.615494231
22.5,1.148651485
22.6,2.042571058
22.6,3.364023401
22.3,2.833197777
21.8,3.461993856
24.7,1.247487313
22.3,2.463903796
22.8,2.413852055
22.3,0.985291972
21.8,0.51603099
22.7,0.632853998
21.7,2.034145849
24.5,0.025514933
22.7,1.842967904
24.8,2.319867707
22.7,0.640657856
22.7,1.30394154
22.8,1.86725846
22.7,3.586609123
23.6,1.668493074
23.3,3.535059899
21.6,0.596403832
25.1,2.814996997
22.8,1.288723253
21.6,0.537638885
22.6,1.493470944
23.3,1.07272674
22.7,1.330961217
23.6,1.216850151
22.6,0.138813576
22.4,0.152442897
25,1.112713727
22,1.024984155
21.8,0.867135766
22.7,2.512536988
24.2,2.975427887
22.3,0.976861533
23.8,2.265082441
21.7,1.614984373
22.6,2.343416035
22.4,1.069655535
23.6,2.505805409
21.6,2.31725516
22.4,2.547269126
22.6,1.099867719
21.8,2.729729164
22.8,2.229311451
22.7,0.555454004
22.7,1.629171067
24.6,1.324373964
21.2,0.818138456
21.5,1.402980484
20.9,0.046039887
21.6,0.095023942
20.9,3.340270412
21.8,1.373781673
21.2,3.181645671
21.3,0.366585933
22.2,2.627184929
22.3,0.549840941
21.1,0.877893348
23.4,1.377905758
21.2,1.249071445
21.5,2.083727904
23.1,1.939852972
21.7,1.514216926
21.1,0.815413285
23.4,3.559918425
21.2,2.400593049
22.1,2.544460968
21.2,0.197177979
24.1,3.15453034
21.2,3.513411517
23.7,1.897406273
23.6,1.875123961
23.7,2.689980346
21.7,2.36367037
22.2,3.007804965
20.9,1.335910279
22.2,2.903836154
21.8,2.409712796
22.2,3.520963484
21.4,2.814023788
20.9,2.981166635
22.2,0.022713977
22.7,3.07352425
21.9,2.181120756
21.3,3.292969284
21.2,1.212665379
21.3,0.803052188
21.8,2.93203041
22.2,0.409553136
21.2,2.630765745
21.2,0.773639125
23.7,2.239916516
24.1,0.761755655
23.1,0.993385767
22.4,3.094654224
21.7,3.498978785
21.2,2.649194477
22.7,1.406859131
21.2,1.858452438
22.1,1.461862686
22.1,2.771975231
21.1,3.631403809
21.2,1.670772096
23.6,0.562663233
21.2,0.83994969
21.3,3.343773677
22.2,0.394158128
21.6,2.157234999
23.5,3.175564135
21,0.565139348
21.6,1.530849668
21.2,1.312108321
20.8,0.515800482
21.7,1.113845793
20.9,0.511515825
21.8,1.540620867
21.3,1.392857446
20.9,2.733666332
23.2,3.048233041
21.4,2.747434082
21.2,1.741269604
22.1,1.619021156
21.3,3.541423206
21,2.754620205
21.2,2.028234189
22.2,3.437588872
20.9,0.126970267
21.2,0.078559277
21.8,2.629727922
20.8,3.068803418
21.6,3.153450256
20.8,1.957541334
21.2,0.61095284
24,0.402578736
21.2,3.153320963
21.8,0.424776568
22.9,3.205821661
20.9,3.301429483
24,0.889379752
21.2,2.735212198
21.2,0.456837779
22.1,1.936592524
21.1,0.250036759
21.8,2.196034819
22.2,1.223058827
20.7,1.600362418
21,2.477964845
25.5,1.416527177
23.3,2.253152763
20.7,1.08355082
25.4,0.368449643
20.2,1.456700888
20.8,3.132625551
24.9,2.133787136
20.7,1.968205816
20.7,1.080500842
25.9,1.688628491
20.7,0.427293057
25.9,0.715351446
22.2,1.798301855
20.6,3.097991874
22.7,0.954312817
24.1,0.246162727
22.2,1.126654871
20.9,1.193203456
24.2,2.06055547
22.1,0.892978467
24.3,2.385245494
21.9,0.33366688
22.4,1.876108495
20.8,3.130472085
21.4,0.184131182
20.6,0.693244246
20.7,3.214967301
25.8,1.741125242
21,1.481692917
25.6,1.961431865
20.3,1.529417786
23.1,1.311354012
25.6,1.055033399
21.2,1.310965539
20.9,3.547843188
24.6,0.218095374
21.6,2.327273801
20.7,1.766280121
21.7,2.920936993
22.1,0.148037332
21.8,2.897318656
20.3,0.329211068
23.2,1.551281019
25.6,1.625487174
22.9,1.295798283
24.9,0.283387202
26.2,0.692474583
21,2.470827267
20.5,1.201182194
20.7,3.398112487
25.6,1.739482649
22,2.242027759
22.1,0.310128697
22.3,2.854536517
20.7,0.81430565
24.4,2.892107341
21.9,3.354734975
21,3.588138708
21.9,1.424415141
21.6,3.01848667
20.3,1.728645773
22.4,2.096261679
21.8,2.339001538
24.1,1.800159693
21.3,2.554562898
24.3,1.108589958
21.5,0.413666541
20.8,0.128208032
22.1,0.655453947
21.3,1.476735614
22.2,0.070974988
21.1,1.005959122
26.2,1.027646338
22.1,1.924919894
26.1,3.409741148
23.8,1.246190125
20.7,1.580009492
22.2,0.736028829
24.3,2.837978471
22.1,1.064738929
24.2,1.382385659
20.7,1.968292967
20.6,0.933448721
22.8,1.777455466
20.4,0.590459611
22.2,3.285312321
21.8,2.647738713
26.1,3.474258103
21.7,1.821265132
20.9,2.366871311
23.9,0.35321449
22,0.977707234
24.3,0.322142609
25.9,2.055556133
21.7,0.845070676
26,2.127048612
23.7,2.063034879
22.2,0.889078544
21.4,1.066760374
22.2,0.171237223
21.3,1.797398257
20.8,1.008070284
24.1,1.383385999
22.8,2.058200306
20.7,2.689326029
21,0.249161153
22.9,1.861833555
22.2,1.218288632
21.7,2.642467133
22.3,2.34360655
25.6,2.245920086
23.7,0.259760774
21.6,1.590806817
21.5,1.922737911
23.2,0.638616003
24.3,1.2733181
22,2.270019774
23.3,0.195716677
20.9,0.869456639
21.8,3.483668373
25.8,0.740734381
25.7,0.934538303
22.8,0.949088856
24.6,1.842824819
21.1,1.210795565
23.1,0.859169002
21.9,0.148788161
25.9,0.604142176
20.6,3.278948038
22.7,2.113842642
21.8,0.183404741
22.8,3.347377806
21.2,0.706667619
20.6,2.27919706
22.4,2.990962818
21.9,1.454612072
21,0.439987548
23.4,3.136871229
23.2,2.088568239
20.6,0.195142013
21.2,1.234524514
21.3,2.811232379
23.8,1.758542842
22.1,2.887124557
21.8,2.493045094
25.8,0.617692594
26.1,2.395868568
23.3,1.777447869
21.9,1.049798396
20.8,1.909407929
23.1,2.276257608
20.7,0.442406193
23.5,2.555496701
21.2,0.033385786
24.7,1.395569103
22.9,0.069191559
22.3,3.17232283
22.4,0.333933083
23.9,1.814882728
21.6,0.619507978
22.3,1.884219125
22.9,2.157102618
21.8,1.866875169
25.7,1.397250919
22.9,0.476417701
22.9,3.312849755
20.6,1.348915462
25.3,2.965660759
22.2,3.078078733
21.6,3.455414375
22.9,1.217669369
21.7,0.34934243
20.8,2.759966456
22.2,3.071598574
22.4,0.571375682
22.2,0.743467931
23.8,0.495416999
22.1,2.960830885
23.8,0.85536584
22.2,0.3698632
23.2,3.367059045
22.4,0.040076074
23.1,1.948290435
22.2,1.648063204
22.5,2.651926726
22.6,2.586696482
22.9,1.695098935
21.7,0.81349026
20.3,0.251889077
19.4,3.009929304
21.4,1.269753777
20.3,0.50987575
20,3.538863564
22.8,3.594339182
20.9,3.473717824
19.9,3.256642705
24.7,1.41135238
18.8,2.553532274
19.1,1.516140532
24.2,3.58210317
19.6,0.934274525
23.8,0.075999119
19.8,1.198451089
18.4,1.774996788
24.2,0.320333149
19.3,3.64497619
22.9,0.716099385
22.9,1.636533587
18.5,1.290372058
19.8,1.592722973
20.6,0.760301307
24.1,3.115066171
21.8,0.217119427
19.4,2.961863801
19.1,0.622333659
18.5,2.178175423
20.5,2.070647183
19.5,3.630580611
20.1,1.192172696
20.2,2.180758895
18.6,2.170540218
25,3.399989994
19.8,1.947228273
23.4,2.710369849
19.8,2.352692116
18.4,1.680387029
21.1,1.624706425
24.4,0.10124384
20.9,0.831023925
19.7,2.039210804
23.3,3.572375393
23.8,2.606414287
18.8,3.211379836
18.8,2.977615994
23.4,1.993780499
19.9,2.019402864
23,1.828312393
19.8,1.481327936
18.6,0.933559739
24.2,3.06776457
24.2,0.064002072
19.3,3.024007869
18.4,0.215211942
24,1.695390277
20.3,0.950357106
18.8,3.545499763
20.6,0.51605285
20.7,2.417560383
20.8,1.986791278
20,3.188460925
20.4,0.617214268
19.4,3.460230963
20.3,2.536428091
22.4,0.106322714
22.1,1.943254963
22,1.377842715
19.8,0.034865936
22.6,2.261969223
20.2,2.697286736
20,0.550528428
24.9,0.312861359
23.8,0.779578802
19.8,2.956174109
24.6,0.040094537
23.6,1.272639615
20.4,2.679072269
20.2,1.676997651
20.4,2.653629383
20.3,2.763965432
19.8,1.483389854
19.6,1.115203489
22.3,2.977667753
18.9,1.561392124
20.4,1.449235251
21.7,1.713666139
22.8,1.03912723
23.7,2.498522709
19.6,0.914722548
19.7,2.599753667
23.3,0.231484724
19.1,1.960295274
20.3,0.830400258
24.9,1.315595515
23.4,0.230711278
19.6,0.819538331
17.1,2.240843743
17.6,2.417690908
14.9,1.589278055
20.1,0.378023322
15.2,1.560164387
15.9,1.253061753
18.3,2.935108258
17.1,3.574203771
20.1,3.313925543
14.3,3.642035446
20.4,0.980605218
15.8,3.316949316
20.1,1.133687503
20.6,1.59421448
21.2,1.898871437
16.3,2.584137241
15.6,2.092118785
18.8,2.660049756
16.7,0.030559757
20.9,0.223155755
15.3,2.886872875
20.6,1.024045708
20.3,3.470199194
20.7,2.491685253
20.6,3.479720655
19.2,2.696352679
14.6,3.123625926
20.3,1.368347495
15.3,3.268346674
19,1.142269975
16,0.290399705
18.9,1.619910238
19.4,2.533087507
14.7,3.62232897
20.7,1.817035196
17.9,2.757614569
17.4,1.023270863
20.4,0.303224132
18.8,2.665629489
14.6,1.078051632
14.8,3.481187388
18.2,2.748582997
20.4,0.323607511
20.3,2.510201607
15.9,2.745602753
20.3,2.329004753
16.1,2.724665339
19.6,1.316003105
20.3,0.682969582
14.8,2.642295556
14.8,3.327584505
19.7,2.976849171
21.5,1.723617095
19.9,0.193081477
14.4,0.95684321
14.7,1.418433059
20.7,0.572536031
19.9,3.224670094
18.4,2.661985724
14.9,2.998734065
19.2,1.444556467
19.5,2.039686498
19.4,0.878693071
18.7,0.537470772
16.9,0.909621663
18.6,0.752501818
15.5,0.739898734
17.2,0.612047459
17.8,0.637149071
19.2,0.193930636
14.2,1.642327346
18.9,1.868002821
14.3,0.306244282
20.4,1.734368729
19.3,3.519641608
15.5,0.754902567
20.3,3.454276971
20.8,0.019762505
18.6,1.942185836
15.7,1.781169859
16.3,1.913835824
19.1,3.499939089
16.9,0.495104233
16.5,2.941491232
20.5,2.69185434
16.2,0.789515227
14.2,3.129108083
17.3,2.854376978
20.1,3.614808621
16.4,2.749403828
19.8,1.24608163
14.3,0.144676252
20.2,1.038457265
15.1,2.625232716
19.9,0.912787621
16.1,3.080317515
17.7,2.970900787
20.5,2.114007956
17.7,2.049728181
17.4,0.991939329
17.8,2.313207555
19.4,2.6518806
16.6,0.0709608
17.7,3.170011602
18.8,0.10189093
17.2,0.444074293
15.4,1.538223007
21.3,1.912758797
21.7,2.463315433
17.8,2.150339438
20.8,2.209180224
20.2,2.713216524
21.1,1.657376578
21.4,0.531442164
16.1,2.734180903
17.4,2.981364317
20,1.906675626
20.5,1.708090643
18,1.566945747
17.4,2.70532386
15.2,2.912858739
17.7,2.505293476
21.3,0.651893756
17.8,2.677463183
15.4,1.468661681
15.8,3.11550503
17.8,3.583896342
21.3,2.03938187
17.6,2.430650682
22.1,1.737807723
17.4,1.584414528
21.2,3.341277621
16,2.621228954
18.2,1.657867917
15.2,3.359151564
18.4,2.685624566
21.1,2.129491551
19.2,1.393066168
21.8,1.717505935
17.4,1.687474116
15.6,0.569834466
15.1,0.106689151
21.5,1.350036499
17.2,1.151245734
21.3,1.740217962
18.2,3.652813347
17.7,0.089482528
18.3,1.5553249
18.3,2.837663077
15.1,2.924269191
22,0.051077513
16.4,2.096267946
18.1,1.250697592
15.1,0.786928055
17.5,1.21643641
21.3,1.338238875
20.4,0.701401364
17.9,0.797055471
15.2,2.984213544
21.4,2.294537471
15.8,1.603297216
21.7,1.798732525
17.4,0.601104197
16.9,1.136919371
17.1,1.341626229
17.7,2.592667075
17.7,3.540152385
17.8,0.225926767
18.7,1.659103725
15,3.184056385
16.6,1.654414568
21.9,1.646573534
21.2,2.189964226
17.3,2.538145043
20.9,3.245678794
17.8,0.661567602
15.3,1.275996122
19.7,2.370354308
17.7,2.090366906
18,0.402656491
16.3,3.540604088
20.7,3.493505019
18.6,0.597637046
17.7,1.491877368
15.1,3.46853855
16.9,1.263971792
15.1,3.079685746
21.2,1.676713664
22.1,0.018523166
21.1,3.48800192
17.8,1.073884422
20.8,0.150009492
19.1,3.1218078
16.2,0.233207889
17.8,3.521366887
19.1,3.298429481
17.1,3.602911309
23.2,2.992072194
23.9,2.61125075
26,0.984608833
17.7,0.770780949
15.6,1.270012208
21.9,1.323355694
22.4,2.027180119
25.3,0.504273927
23,3.329778485
25.2,3.059495711
16.9,1.095724729
17.4,3.23412827
16.4,0.103410057
23.8,1.274823179
19.6,2.369060243
14.7,1.057337653
25.2,2.201314734
16.3,3.092679617
26.1,1.247087494
17.2,1.879395415
24.8,0.812940267
17.5,2.817178005
19.2,2.116303806
19.7,0.216731106
19.4,3.077677348
14.6,3.323294497
19.4,0.00356673
24.5,0.989947068
24.3,2.552933546
16.1,2.845410916
18.6,2.767558893
24.2,3.588478634
15.2,2.657277796
15.7,2.524852399
19.2,0.408539007
17.9,2.094030932
16.3,2.483635328
24.9,1.394047219
17.7,1.29229922
16.6,2.276431925
24.1,0.007955702
19.4,0.966134301
24.6,0.619091692
20.1,2.059360576
15.1,1.468242999
25.5,0.671078355
25.1,1.420195148
25.4,3.295684756
14.9,0.002067789
25.4,2.858961675
19.5,2.900297922
19.8,1.375131561
19,1.294605302
14.6,3.00357247
16.7,1.271298923
23.6,3.106508264
25.3,2.304852512
22.4,2.070281274
22.7,1.493959461
18.8,0.791752145
15.8,3.411940635
18.1,0.862743309
25.8,2.92842018
22.8,1.262068391
19.1,2.715162404
17.6,0.519698592
18.1,2.2205795
16.2,3.130001285
23.2,0.129665078
19.5,1.372445236
18.5,1.441087214
15.5,2.136495385
14.8,1.024101877
26,1.220750906
25.1,3.274039016
22.1,3.278329519
16.6,3.335220178
17.7,3.220865664
15.2,1.441882814
26,0.069391437
20.2,1.362845244
17.9,0.171744442
15.8,1.120095737
16.7,3.040396626
15.4,3.287365885
16.6,0.394601924
21.4,3.258457739
20.3,2.283203892
25.2,1.478899998
25.7,0.569136467
18.8,1.337416536
18.7,1.886194362
18.8,2.059129989
19.1,2.098565406
18.4,2.732000803
18.6,2.926382676
18.4,2.143773123
18.4,1.653946028
19.7,1.928817889
19.3,0.699304499
19,0.356333019
18.8,1.482794076
19.2,0.306380301
19,0.226968452
21.6,1.628061883
19.8,0.986170615
18.7,2.784017287
18.8,0.61027034
19.2,0.352823538
18.7,2.339834741
19.2,3.024484567
18.9,1.291943752
18.7,0.868358539
19.1,3.458869306
18.7,0.041423471
20.3,0.566686427
18.5,0.125902993
21.8,0.982537281
19.9,0.975874437
18.8,2.910086832
18.7,1.093633724
18.7,3.393688209
18.8,0.986906569
19.1,0.382100148
19.3,3.650605488
18.9,2.294793925
18.9,1.211953305
20.8,3.270528924
19.7,1.960227972
18.7,0.477614826
18.8,1.691348156
18.7,1.1580986
18.7,2.498588235
21.1,3.644034276
20.3,3.599179059
20.3,2.072377317
18.6,3.547669867
19.6,1.789094303
18.7,1.75835841
18.6,2.213054501
18.6,0.474239963
18.9,2.579487958
19.4,1.01323086
18.6,2.866779438
19.4,2.984545759
18.5,0.322203846
19.1,1.295112927
19.3,0.507281012
19.1,0.72845556
18.9,3.074068113
18.7,2.928094008
19,1.037932856
18.9,0.506924096
18.6,2.915630151
18.7,1.004220179
19,1.694429935
18.8,1.370217743
18.4,1.518639018
18.7,0.620651078
18.4,0.65801566
18.9,3.033374986
18.9,0.379558055
18.4,0.288902505
18.8,0.988637777
18.7,2.050813107
18.8,1.474703611
18.7,2.638429382
19.3,0.171092217
18.7,0.764417073
18.8,1.714191858
19.7,1.29740626
18.8,0.432937843
19.5,0.799853904
20.2,0.410037625
18.9,1.9922346
21.3,1.755268813
18.8,0.374578296
18.8,3.597320791
18.4,1.300744677
18.6,0.434524087
18.8,2.524659403
20.5,2.492118719
19.5,1.712893008
18.6,1.540219164
19,3.007926646
18.4,0.546965092
19.2,3.501218849
18.7,3.615909967
17.4,3.269555554
18.3,1.126440486
18.8,2.587732688
18.6,0.749416583
16.1,2.574372305
21.6,0.838576925
17.9,0.349644206
19.3,3.293037699
18.7,2.709303215
20.5,3.368363948
18.8,2.403572112
17.4,0.943744765
20.7,0.546067684
17.5,1.608763926
17.5,1.663920615
21.7,3.435191575
16.6,3.149233519
21.4,1.221770185
22.9,2.46976152
17.4,0.916220942
22.3,0.68795349
16.4,0.294117986
22.9,2.237838679
19.8,2.260723076
20.7,2.214835546
17.5,2.705716575
17,2.124457239
21.3,1.449773189
17.4,0.963818666
18.5,1.548233643
22.7,2.310547613
16.7,2.410647497
22.4,0.167596501
18.7,1.491628563
18.7,2.506119535
16.8,1.733854345
16.1,1.798639362
20.3,2.084015743
22.7,0.841406641
21.1,0.316865519
18.8,1.21840175
20.8,2.448086038
22.6,2.772476693
22.6,1.050738763
17.5,2.213631401
15.9,0.350808827
21.2,2.093256296
17.3,0.079455791
16,1.58812846
21.9,2.9190716
17.5,1.891128089
17.4,1.267689124
16.3,0.263991261
22.5,0.842637084
21.3,2.208304281
18.8,3.354656764
22.3,0.354291246
16.5,2.07611044
22.8,2.856106177
19.1,2.81802321
16.8,3.041487758
21.8,0.644028254
18.7,2.635952187
16.5,0.160056913
21.9,1.138046826
19.6,0.298529084
17.7,2.760748324
16.2,2.325100371
18.8,3.220384421
18.7,1.587360131
18.2,1.104512415
22.7,2.759227531
20.3,1.228074177
18.7,2.321303776
22.2,2.365114101
21.6,1.582647413
17.6,1.354000123
17.2,3.069452148
17.5,0.907745936
16,0.483786893
22.4,2.206660608
18.6,0.94386999
21.8,0.916804998
22.8,2.3125953
22.4,1.341110704
17.5,0.235627105
17.9,3.54644042
22.3,0.606673439
17.6,2.535667935
22.4,2.534909103
17.6,2.280334331
18.8,1.684601934
16,0.615865583
21.4,0.386026233
17.5,2.235676877
23.1,2.806812709
21.8,0.956039905
15.9,1.913355551
14.7,0.622712061
19.9,3.320491857
18.6,0.992684028
21.8,1.662510297
15.2,2.801455862
21.9,1.519255661
23.7,0.755469135
16.1,1.739974419
14.8,1.915181624
23.3,2.965198904
22.5,1.87038959
14.4,2.85104643
22.4,1.521854378
16.5,1.788129895
14.8,2.662345898
19.3,0.440345554
16.4,2.900656708
21.2,3.131600463
18.6,3.232649335
18.9,0.759340373
18.1,2.8820832
16.7,0.153077168
23.6,1.754957872
14.9,1.948514813
22.9,0.078034798
16.6,2.939811137
17.9,0.110255341
15.3,1.431119568
