air_temp,aerosols,Land_Type
13.9,1.043121907,Wetland Carbon Sink Restoration
17.2,1.803264994,Wetland Carbon Sink Restoration
9.7,0.64578435,Unknown
16.8,0.435147947,Unknown
10.8,3.456887023,Unknown
9.4,1.759515386,Integrated Mountain Ecosystem Management
14.8,2.46294234,Wetland Carbon Sink Restoration
12.9,3.049568164,Unknown
12.3,1.991894275,Wetland Carbon Sink Restoration
11.6,2.316438899,Wetland Carbon Sink Restoration
11.2,2.471731656,Wetland Carbon Sink Restoration
15.6,1.832643679,Wetland Carbon Sink Restoration
12.4,1.900207997,Wetland Carbon Sink Restoration
11.3,2.19194796,Wetland Carbon Sink Restoration
16.8,2.362890372,Wetland Carbon Sink Restoration
9.2,1.725157576,Integrated Mountain Ecosystem Management
17.9,3.505759578,Unknown
16.0,1.943058452,Wetland Carbon Sink Restoration
12.0,0.609221404,Unknown
15.4,2.62656006,Wetland Carbon Sink Restoration
16.4,2.345928591,Wetland Carbon Sink Restoration
10.8,2.875310575,Wetland Carbon Sink Restoration
9.5,0.318199662,Unknown
17.9,1.295004457,Wetland Carbon Sink Restoration
17.8,3.067872386,Unknown
11.0,2.948147629,Wetland Carbon Sink Restoration
10.0,0.833807868,Unknown
12.9,2.677187942,Wetland Carbon Sink Restoration
16.9,3.183926297,Unknown
9.8,2.916189542,Unknown
17.4,0.847578557,Unknown
18.6,3.206692084,Unknown
9.3,0.395316047,Unknown
17.2,2.068247971,Wetland Carbon Sink Restoration
13.0,3.610635169,Unknown
13.8,1.195865253,Wetland Carbon Sink Restoration
12.4,1.551751151,Wetland Carbon Sink Restoration
10.9,0.083517191,Unknown
17.6,3.498158187,Unknown
17.4,2.3358126,Wetland Carbon Sink Restoration
10.6,2.807641301,Wetland Carbon Sink Restoration
10.3,1.370936471,Wetland Carbon Sink Restoration
9.4,3.118043145,Unknown
17.4,2.376969607,Wetland Carbon Sink Restoration
12.7,0.501780798,Unknown
12.3,0.675451423,Unknown
12.6,0.808478411,Unknown
9.4,1.523149676,Integrated Mountain Ecosystem Management
9.2,0.6242423,Unknown
17.4,0.824587101,Unknown
17.0,2.6748492,Wetland Carbon Sink Restoration
11.8,2.953336001,Wetland Carbon Sink Restoration
17.3,0.638643055,Unknown
17.8,1.314926602,Wetland Carbon Sink Restoration
11.4,2.352100656,Wetland Carbon Sink Restoration
9.9,0.290433371,Unknown
17.3,2.664708383,Wetland Carbon Sink Restoration
17.9,1.860878404,Wetland Carbon Sink Restoration
9.7,0.597501519,Unknown
9.3,3.334705723,Unknown
17.5,2.810623932,Wetland Carbon Sink Restoration
9.8,0.282043388,Unknown
17.7,2.010224304,Wetland Carbon Sink Restoration
13.2,0.507714323,Unknown
9.7,1.069158133,Integrated Mountain Ecosystem Management
13.1,0.177638433,Unknown
18.0,0.769732167,Unknown
12.2,3.501365347,Unknown
10.1,3.075055045,Unknown
13.3,0.778197877,Unknown
12.4,0.466018675,Unknown
16.3,0.922803449,Unknown
16.2,2.697587508,Wetland Carbon Sink Restoration
12.7,1.129892727,Wetland Carbon Sink Restoration
17.7,0.275931797,Unknown
12.4,3.595755518,Unknown
11.6,0.642611278,Unknown
16.6,1.768901239,Wetland Carbon Sink Restoration
16.0,0.279291224,Unknown
12.2,0.264911724,Unknown
12.7,3.267777892,Unknown
15.8,2.060874431,Wetland Carbon Sink Restoration
9.4,1.835368136,Integrated Mountain Ecosystem Management
17.9,2.427507387,Wetland Carbon Sink Restoration
12.2,3.043099698,Unknown
11.1,2.981666933,Wetland Carbon Sink Restoration
12.2,1.386261837,Wetland Carbon Sink Restoration
18.4,0.994686685,Unknown
10.6,1.089003463,Wetland Carbon Sink Restoration
17.5,2.703541226,Wetland Carbon Sink Restoration
10.4,0.87299833,Unknown
12.7,3.353973587,Unknown
10.6,1.620445255,Wetland Carbon Sink Restoration
17.5,2.230443076,Wetland Carbon Sink Restoration
14.4,3.244708988,Unknown
13.6,0.176084734,Unknown
11.3,3.651978645,Unknown
17.7,2.530673052,Wetland Carbon Sink Restoration
12.1,3.138677158,Unknown
10.2,2.286081233,Wetland Carbon Sink Restoration
17.8,2.939689027,Wetland Carbon Sink Restoration
10.6,2.121150009,Wetland Carbon Sink Restoration
10.9,2.409455331,Wetland Carbon Sink Restoration
15.8,0.072687651,Unknown
11.9,0.538196145,Unknown
19.7,1.261735103,Wetland Carbon Sink Restoration
12.4,2.916560077,Wetland Carbon Sink Restoration
15.8,2.57782515,Wetland Carbon Sink Restoration
16.6,2.285561998,Wetland Carbon Sink Restoration
14.1,0.33301344,Unknown
12.9,1.117413584,Wetland Carbon Sink Restoration
19.3,0.333652618,Unknown
14.7,0.818899045,Unknown
17.6,0.970159355,Unknown
12.6,2.969192032,Wetland Carbon Sink Restoration
20.3,0.89545661,Unknown
11.3,0.690738888,Unknown
11.3,1.646733498,Wetland Carbon Sink Restoration
12.1,0.316603298,Unknown
17.9,2.638784,Wetland Carbon Sink Restoration
20.4,1.403118743,Unknown
20.6,0.561203851,Unknown
20.3,0.588369078,Unknown
11.4,2.028444508,Wetland Carbon Sink Restoration
20.1,0.766381179,Unknown
11.4,0.468387442,Unknown
11.3,2.049297696,Wetland Carbon Sink Restoration
11.1,3.015001926,Unknown
13.1,2.870122977,Wetland Carbon Sink Restoration
13.4,0.161753135,Unknown
11.6,2.61407189,Wetland Carbon Sink Restoration
17.9,3.10034668,Unknown
11.7,3.050343698,Unknown
21.1,0.638363637,Unknown
18.4,3.553662952,Unknown
11.4,1.324191283,Wetland Carbon Sink Restoration
11.6,0.674320437,Unknown
20.7,0.218598793,Unknown
15.7,1.495288341,Wetland Carbon Sink Restoration
11.7,3.055817779,Unknown
11.4,1.884879176,Wetland Carbon Sink Restoration
11.1,2.303976216,Wetland Carbon Sink Restoration
14.1,2.144011698,Wetland Carbon Sink Restoration
19.9,2.002142239,Wetland Carbon Sink Restoration
11.6,3.052914221,Unknown
14.8,1.28812197,Wetland Carbon Sink Restoration
11.4,0.127230632,Unknown
10.9,0.140652773,Unknown
19.9,1.212479898,Wetland Carbon Sink Restoration
15.1,1.341471774,Wetland Carbon Sink Restoration
11.3,3.143666728,Unknown
19.6,2.024461074,Wetland Carbon Sink Restoration
10.9,1.028871785,Wetland Carbon Sink Restoration
20.6,3.325341404,Urban Air Quality Monitoring Network
11.4,1.847738177,Wetland Carbon Sink Restoration
11.8,2.949152265,Wetland Carbon Sink Restoration
11.2,0.717964116,Unknown
20.4,1.713011983,Unknown
14.4,0.914274635,Unknown
20.1,0.778642876,Unknown
11.1,0.490743343,Unknown
21.2,2.628515944,Unknown
20.3,0.482747767,Unknown
18.2,2.758474384,Wetland Carbon Sink Restoration
17.3,3.122328731,Unknown
12.3,2.915368585,Wetland Carbon Sink Restoration
18.7,1.222490204,Wetland Carbon Sink Restoration
13.3,1.743795365,Wetland Carbon Sink Restoration
13.0,1.924154373,Wetland Carbon Sink Restoration
15.7,0.603461629,Unknown
12.1,0.891770203,Unknown
13.8,0.080000165,Unknown
19.1,0.691276251,Unknown
13.7,2.146473443,Wetland Carbon Sink Restoration
12.3,3.165168184,Unknown
18.8,0.152597552,Unknown
15.4,0.076068543,Unknown
13.6,1.037855928,Wetland Carbon Sink Restoration
19.3,1.273909744,Wetland Carbon Sink Restoration
12.6,2.777909539,Wetland Carbon Sink Restoration
20.1,3.292474939,Urban Air Quality Monitoring Network
11.2,1.528528685,Wetland Carbon Sink Restoration
20.3,0.750242576,Unknown
11.8,0.60444088,Unknown
20.2,1.113848488,Unknown
15.7,0.815105104,Unknown
11.4,0.733603925,Unknown
19.8,1.321462144,Wetland Carbon Sink Restoration
12.6,1.689016874,Wetland Carbon Sink Restoration
10.9,3.627379784,Unknown
21.3,0.448716457,Unknown
19.7,1.8085772,Wetland Carbon Sink Restoration
20.9,1.90299733,Unknown
13.2,3.50696319,Unknown
11.7,2.848630325,Wetland Carbon Sink Restoration
17.8,1.292879097,Wetland Carbon Sink Restoration
15.3,0.604472809,Unknown
15.7,3.370007462,Unknown
19.7,3.094332043,Unknown
20.2,3.395894835,Urban Air Quality Monitoring Network
20.1,1.978561035,Unknown
13.7,2.07578188,Wetland Carbon Sink Restoration
16.9,3.181702489,Unknown
15.3,2.311507206,Wetland Carbon Sink Restoration
16.9,3.261095883,Unknown
15.2,3.027613956,Unknown
15.4,1.12192592,Wetland Carbon Sink Restoration
17.9,0.116916865,Unknown
15.3,0.535129262,Unknown
16.1,0.646941883,Unknown
17.9,0.595450985,Unknown
20.9,1.294145019,Unknown
13.3,3.008502834,Unknown
20.9,2.972614329,Unknown
12.3,1.344999699,Wetland Carbon Sink Restoration
13.4,0.944047034,Unknown
20.8,0.656387328,Unknown
21.1,0.406886623,Unknown
13.2,2.576579496,Wetland Carbon Sink Restoration
12.3,2.504649685,Wetland Carbon Sink Restoration
21.2,3.283525798,Urban Air Quality Monitoring Network
13.2,3.189005806,Unknown
12.9,0.918733439,Unknown
12.1,2.510572295,Wetland Carbon Sink Restoration
17.3,3.44643936,Unknown
18.1,1.945020619,Wetland Carbon Sink Restoration
17.3,0.502808943,Unknown
19.4,3.418203053,Unknown
12.5,1.755584628,Wetland Carbon Sink Restoration
12.0,1.391291071,Wetland Carbon Sink Restoration
17.5,2.357747576,Wetland Carbon Sink Restoration
20.1,0.622774603,Unknown
21.3,2.639254365,Unknown
18.8,2.375580075,Wetland Carbon Sink Restoration
12.1,0.416909034,Unknown
17.9,3.444099671,Unknown
11.9,0.072116839,Unknown
11.8,0.29407329,Unknown
15.6,1.016921299,Wetland Carbon Sink Restoration
20.9,3.509402713,Urban Air Quality Monitoring Network
15.7,3.399112465,Unknown
18.0,0.053846556,Unknown
21.2,1.278711637,Unknown
13.8,1.148377064,Wetland Carbon Sink Restoration
19.1,0.903499009,Unknown
17.9,0.580052637,Unknown
15.6,2.429985377,Wetland Carbon Sink Restoration
17.0,0.264402033,Unknown
11.8,2.21774598,Wetland Carbon Sink Restoration
12.8,1.67660052,Wetland Carbon Sink Restoration
18.8,2.119441738,Wetland Carbon Sink Restoration
13.6,1.978644216,Wetland Carbon Sink Restoration
20.3,2.645432245,Unknown
20.9,3.545919074,Urban Air Quality Monitoring Network
21.4,2.973907631,Unknown
12.3,0.737054,Unknown
21.3,1.539842757,Unknown
12.4,1.665951177,Wetland Carbon Sink Restoration
12.3,3.080087402,Unknown
15.9,0.578427213,Unknown
15.0,0.640875186,Unknown
17.1,2.289631039,Wetland Carbon Sink Restoration
12.2,0.236621374,Unknown
15.5,0.157174818,Unknown
16.6,1.416624945,Wetland Carbon Sink Restoration
18.8,1.370639528,Wetland Carbon Sink Restoration
17.9,1.835264693,Wetland Carbon Sink Restoration
11.9,0.31241168,Unknown
16.5,0.045164422,Unknown
19.1,1.343690351,Wetland Carbon Sink Restoration
16.7,2.671047209,Wetland Carbon Sink Restoration
11.8,0.253723091,Unknown
19.0,0.35764152,Unknown
14.1,3.294058567,Unknown
20.9,1.265301127,Unknown
21.1,2.593033559,Unknown
15.8,2.57949295,Wetland Carbon Sink Restoration
12.0,0.686197718,Unknown
14.7,0.881566234,Unknown
13.1,3.497043592,Unknown
12.1,2.532956987,Wetland Carbon Sink Restoration
16.2,3.420311216,Unknown
20.7,0.904645801,Unknown
18.9,3.494429994,Unknown
12.6,2.371698676,Wetland Carbon Sink Restoration
18.9,1.332355465,Wetland Carbon Sink Restoration
13.8,1.432342984,Wetland Carbon Sink Restoration
12.9,0.949407371,Unknown
18.9,2.850620915,Wetland Carbon Sink Restoration
17.1,3.370604798,Unknown
20.5,2.67125243,Unknown
18.5,1.498434049,Wetland Carbon Sink Restoration
14.3,3.618489361,Unknown
19.6,0.575905592,Unknown
14.3,0.443334813,Unknown
13.9,0.086646137,Unknown
15.4,1.666093482,Wetland Carbon Sink Restoration
13.4,2.231810565,Wetland Carbon Sink Restoration
13.6,3.129381691,Unknown
10.5,3.069973739,Unknown
14.2,3.606217019,Unknown
12.9,0.017718474,Unknown
14.5,0.092333347,Unknown
9.6,3.612304647,Unknown
15.5,1.000457316,Wetland Carbon Sink Restoration
14.8,3.601860447,Unknown
15.6,2.55909961,Wetland Carbon Sink Restoration
11.1,2.67099766,Wetland Carbon Sink Restoration
16.3,3.210031256,Unknown
13.2,3.627197086,Unknown
10.6,3.143468786,Unknown
13.7,1.826739622,Wetland Carbon Sink Restoration
14.7,2.429293533,Wetland Carbon Sink Restoration
16.1,1.178509445,Wetland Carbon Sink Restoration
12.6,0.530963506,Unknown
13.9,1.359137466,Wetland Carbon Sink Restoration
9.0,1.213645666,Integrated Mountain Ecosystem Management
16.6,3.10186913,Unknown
9.2,2.582042507,Unknown
16.6,3.423434948,Unknown
15.2,3.637538224,Unknown
14.3,2.261201434,Wetland Carbon Sink Restoration
16.4,0.249721125,Unknown
12.0,1.772461156,Wetland Carbon Sink Restoration
14.9,3.086337103,Unknown
17.3,3.293999332,Unknown
15.0,0.026575784,Unknown
9.3,1.138960743,Integrated Mountain Ecosystem Management
17.8,0.81767248,Unknown
16.3,0.048521172,Unknown
13.4,3.025509394,Unknown
16.6,2.293000207,Wetland Carbon Sink Restoration
11.8,2.759840354,Wetland Carbon Sink Restoration
9.2,1.349775534,Integrated Mountain Ecosystem Management
17.2,2.748984964,Wetland Carbon Sink Restoration
15.9,0.070023382,Unknown
11.6,2.79692278,Wetland Carbon Sink Restoration
14.7,3.017851748,Unknown
9.8,0.093689786,Unknown
16.6,2.817012051,Wetland Carbon Sink Restoration
15.1,1.060122877,Wetland Carbon Sink Restoration
12.3,2.65674622,Wetland Carbon Sink Restoration
16.0,0.765394967,Unknown
11.1,1.475248895,Wetland Carbon Sink Restoration
14.3,2.565924619,Wetland Carbon Sink Restoration
11.3,0.877839382,Unknown
15.7,0.916519523,Unknown
16.2,0.462141751,Unknown
10.8,2.178410239,Wetland Carbon Sink Restoration
9.6,0.814423556,Unknown
16.2,2.165592319,Wetland Carbon Sink Restoration
15.4,0.812144481,Unknown
10.6,0.024849098,Unknown
10.8,0.724844436,Unknown
14.1,2.976890301,Wetland Carbon Sink Restoration
9.9,1.715779081,Integrated Mountain Ecosystem Management
17.6,0.919035776,Unknown
9.3,0.181303272,Unknown
9.2,3.096883217,Unknown
16.4,1.639176827,Wetland Carbon Sink Restoration
15.4,3.111724063,Unknown
16.1,0.93108812,Unknown
14.7,2.111407523,Wetland Carbon Sink Restoration
17.1,2.782631954,Wetland Carbon Sink Restoration
8.8,2.181637918,Unknown
17.7,1.290341271,Wetland Carbon Sink Restoration
16.4,3.28122655,Unknown
10.2,2.054902037,Wetland Carbon Sink Restoration
15.7,1.921249536,Wetland Carbon Sink Restoration
10.4,0.775955789,Unknown
11.2,1.096038465,Wetland Carbon Sink Restoration
15.3,3.513230226,Unknown
16.7,0.750051396,Unknown
11.7,3.009443187,Unknown
14.8,0.785158433,Unknown
12.8,0.852802147,Unknown
12.3,0.153443693,Unknown
9.1,2.98750866,Unknown
15.1,0.911760088,Unknown
16.2,0.097292291,Unknown
9.6,2.594334411,Unknown
8.9,3.132991177,Unknown
15.4,1.890241722,Wetland Carbon Sink Restoration
15.6,1.276024699,Wetland Carbon Sink Restoration
13.8,1.780959818,Wetland Carbon Sink Restoration
10.3,2.650531432,Wetland Carbon Sink Restoration
15.6,1.832618505,Wetland Carbon Sink Restoration
15.8,0.985498247,Unknown
16.4,0.872087633,Unknown
14.5,0.212246183,Unknown
9.9,2.26746153,Unknown
12.0,2.038875373,Wetland Carbon Sink Restoration
11.1,2.435517156,Wetland Carbon Sink Restoration
13.1,1.169719163,Wetland Carbon Sink Restoration
13.4,2.049702011,Wetland Carbon Sink Restoration
12.1,2.016561278,Wetland Carbon Sink Restoration
12.6,0.296537535,Unknown
9.6,1.863213518,Integrated Mountain Ecosystem Management
11.4,0.067213776,Unknown
13.8,2.066891109,Wetland Carbon Sink Restoration
12.2,2.4424735,Wetland Carbon Sink Restoration
9.8,1.640431009,Integrated Mountain Ecosystem Management
14.7,0.068661252,Unknown
15.1,0.561672973,Unknown
10.1,0.227766379,Unknown
10.9,1.575001891,Wetland Carbon Sink Restoration
15.3,2.396783259,Wetland Carbon Sink Restoration
15.4,1.036533773,Wetland Carbon Sink Restoration
14.4,0.371634622,Unknown
10.1,2.1724313,Wetland Carbon Sink Restoration
15.8,1.563927266,Wetland Carbon Sink Restoration
11.3,3.243604555,Unknown
10.4,0.169771182,Unknown
12.8,1.224890605,Wetland Carbon Sink Restoration
13.4,2.745478519,Wetland Carbon Sink Restoration
9.9,2.818756835,Unknown
15.0,1.398729269,Wetland Carbon Sink Restoration
15.4,1.998965342,Wetland Carbon Sink Restoration
10.0,1.153100843,Wetland Carbon Sink Restoration
10.8,1.651956729,Wetland Carbon Sink Restoration
15.5,0.087846863,Unknown
15.7,2.647789743,Wetland Carbon Sink Restoration
15.2,1.095497488,Wetland Carbon Sink Restoration
11.3,3.084976441,Unknown
15.6,1.962629105,Wetland Carbon Sink Restoration
11.1,2.88715517,Wetland Carbon Sink Restoration
12.7,1.116878154,Wetland Carbon Sink Restoration
11.1,0.274668718,Unknown
14.4,2.443455155,Wetland Carbon Sink Restoration
15.2,3.581669383,Unknown
11.2,1.99977635,Wetland Carbon Sink Restoration
9.4,3.066724496,Unknown
14.7,1.552337897,Wetland Carbon Sink Restoration
15.7,2.488123774,Wetland Carbon Sink Restoration
13.0,2.737423865,Wetland Carbon Sink Restoration
9.8,2.915794698,Unknown
15.6,1.940375877,Wetland Carbon Sink Restoration
13.9,2.969701184,Wetland Carbon Sink Restoration
11.6,0.815220421,Unknown
11.4,1.891187457,Wetland Carbon Sink Restoration
9.8,0.267219951,Unknown
15.7,0.88216355,Unknown
14.9,3.024769971,Unknown
10.6,2.329744194,Wetland Carbon Sink Restoration
15.6,0.484691757,Unknown
9.8,0.046539523,Unknown
15.2,1.417376648,Wetland Carbon Sink Restoration
14.6,3.368966736,Unknown
12.1,2.756301656,Wetland Carbon Sink Restoration
10.2,1.566292919,Wetland Carbon Sink Restoration
15.6,3.278807925,Unknown
10.2,2.320963352,Wetland Carbon Sink Restoration
15.5,0.226358623,Unknown
14.3,1.439846054,Wetland Carbon Sink Restoration
14.2,0.373588865,Unknown
9.7,1.311391923,Integrated Mountain Ecosystem Management
13.9,2.429159212,Wetland Carbon Sink Restoration
15.8,2.409408746,Wetland Carbon Sink Restoration
12.1,1.998547989,Wetland Carbon Sink Restoration
10.4,1.413206602,Wetland Carbon Sink Restoration
13.7,2.139724716,Wetland Carbon Sink Restoration
12.3,2.835090484,Wetland Carbon Sink Restoration
9.6,0.671740026,Unknown
9.6,0.796247782,Unknown
12.1,1.91369945,Wetland Carbon Sink Restoration
9.5,0.183806817,Unknown
9.5,3.072280737,Unknown
15.4,0.85207371,Unknown
14.2,2.330744003,Wetland Carbon Sink Restoration
11.1,1.673715348,Wetland Carbon Sink Restoration
15.4,0.269411177,Unknown
9.7,1.148796317,Integrated Mountain Ecosystem Management
9.4,3.290127175,Unknown
11.9,1.759573545,Wetland Carbon Sink Restoration
11.3,1.295541795,Wetland Carbon Sink Restoration
14.5,0.029716181,Unknown
9.6,0.009953425,Unknown
11.4,0.360761366,Unknown
13.6,2.67371257,Wetland Carbon Sink Restoration
10.8,3.407082536,Unknown
12.8,3.011484479,Unknown
9.8,1.630299083,Integrated Mountain Ecosystem Management
15.6,1.205698684,Wetland Carbon Sink Restoration
15.6,2.930481459,Wetland Carbon Sink Restoration
11.6,2.77109336,Wetland Carbon Sink Restoration
11.9,2.14886549,Wetland Carbon Sink Restoration
9.8,2.706634197,Unknown
14.1,3.201937653,Unknown
13.0,0.195355784,Unknown
13.9,1.411670722,Wetland Carbon Sink Restoration
12.6,2.368771533,Wetland Carbon Sink Restoration
10.9,2.290140968,Wetland Carbon Sink Restoration
13.5,1.037650759,Wetland Carbon Sink Restoration
13.6,1.688790225,Wetland Carbon Sink Restoration
10.2,0.996134618,Unknown
12.7,2.631897621,Wetland Carbon Sink Restoration
10.3,2.013613491,Wetland Carbon Sink Restoration
13.4,1.399774896,Wetland Carbon Sink Restoration
14.9,2.458211567,Wetland Carbon Sink Restoration
14.5,1.28449307,Wetland Carbon Sink Restoration
14.7,0.062879306,Unknown
10.8,2.876887089,Wetland Carbon Sink Restoration
12.7,0.196928818,Unknown
11.3,0.938170944,Unknown
10.6,2.154675473,Wetland Carbon Sink Restoration
13.1,0.427560167,Unknown
11.7,1.530194007,Wetland Carbon Sink Restoration
12.4,2.534217351,Wetland Carbon Sink Restoration
11.9,0.902941974,Unknown
11.6,2.171167542,Wetland Carbon Sink Restoration
11.6,1.53530384,Wetland Carbon Sink Restoration
14.4,3.169269403,Unknown
14.6,1.51663033,Wetland Carbon Sink Restoration
14.3,1.264820099,Wetland Carbon Sink Restoration
12.2,0.189287163,Unknown
14.6,0.001246519,Unknown
15.3,2.136926352,Wetland Carbon Sink Restoration
13.1,0.733519936,Unknown
10.7,1.57209469,Wetland Carbon Sink Restoration
10.4,1.639668403,Wetland Carbon Sink Restoration
12.3,0.580058474,Unknown
11.9,3.540799544,Unknown
15.4,0.972533282,Unknown
11.3,2.016536154,Wetland Carbon Sink Restoration
12.1,1.865853955,Wetland Carbon Sink Restoration
14.5,1.935952328,Wetland Carbon Sink Restoration
13.8,3.524124682,Unknown
10.5,1.056719337,Wetland Carbon Sink Restoration
10.2,1.33545715,Wetland Carbon Sink Restoration
12.3,1.704423491,Wetland Carbon Sink Restoration
10.4,0.464193887,Unknown
12.8,2.502060492,Wetland Carbon Sink Restoration
15.6,1.604867919,Wetland Carbon Sink Restoration
11.2,2.13146362,Wetland Carbon Sink Restoration
10.1,1.966062513,Wetland Carbon Sink Restoration
10.9,0.342976819,Unknown
14.6,3.138165466,Unknown
13.3,0.689498087,Unknown
11.9,0.396500028,Unknown
13.6,2.739741538,Wetland Carbon Sink Restoration
14.5,0.967186252,Unknown
14.7,1.207922611,Wetland Carbon Sink Restoration
10.9,3.182855217,Unknown
14.2,1.852577328,Wetland Carbon Sink Restoration
11.8,0.442435961,Unknown
11.2,3.457203652,Unknown
14.0,0.463987412,Unknown
12.6,1.684230896,Wetland Carbon Sink Restoration
13.2,2.80341574,Wetland Carbon Sink Restoration
9.9,0.987020636,Unknown
11.1,1.05540946,Wetland Carbon Sink Restoration
12.9,1.682111546,Wetland Carbon Sink Restoration
10.7,3.030992412,Unknown
9.8,0.427849149,Unknown
14.2,1.432620277,Wetland Carbon Sink Restoration
12.9,0.987590728,Unknown
15.0,2.685689825,Wetland Carbon Sink Restoration
14.6,2.838156439,Wetland Carbon Sink Restoration
13.6,1.334900108,Wetland Carbon Sink Restoration
10.3,0.71165763,Unknown
15.1,2.212207279,Wetland Carbon Sink Restoration
11.4,2.871936351,Wetland Carbon Sink Restoration
12.5,1.58645985,Wetland Carbon Sink Restoration
11.3,0.232079195,Unknown
15.4,0.36424234,Unknown
13.7,2.42392379,Wetland Carbon Sink Restoration
13.6,1.020544852,Wetland Carbon Sink Restoration
15.1,1.873479321,Wetland Carbon Sink Restoration
10.6,3.037127249,Unknown
12.3,1.038939765,Wetland Carbon Sink Restoration
12.3,2.635209984,Wetland Carbon Sink Restoration
10.6,1.584590379,Wetland Carbon Sink Restoration
10.4,1.526849634,Wetland Carbon Sink Restoration
14.6,2.688140203,Wetland Carbon Sink Restoration
13.3,3.534173577,Unknown
9.8,2.627214691,Unknown
12.2,2.493540214,Wetland Carbon Sink Restoration
12.7,2.765552714,Wetland Carbon Sink Restoration
15.3,0.701270988,Unknown
12.7,1.493981782,Wetland Carbon Sink Restoration
13.3,1.802609617,Wetland Carbon Sink Restoration
13.6,3.453005106,Unknown
10.1,2.451960697,Wetland Carbon Sink Restoration
14.3,2.08866662,Wetland Carbon Sink Restoration
10.3,1.302605388,Wetland Carbon Sink Restoration
13.1,2.893804974,Wetland Carbon Sink Restoration
11.4,0.939894122,Unknown
12.8,1.04139515,Wetland Carbon Sink Restoration
11.2,2.483740516,Wetland Carbon Sink Restoration
11.1,1.154873077,Wetland Carbon Sink Restoration
11.7,3.14205292,Unknown
10.9,2.160495197,Wetland Carbon Sink Restoration
12.0,0.305882785,Unknown
11.8,2.3357707,Wetland Carbon Sink Restoration
9.5,1.963160518,Integrated Mountain Ecosystem Management
10.7,0.326337275,Unknown
13.6,1.568257256,Wetland Carbon Sink Restoration
12.7,3.280962059,Unknown
10.2,2.876733199,Wetland Carbon Sink Restoration
10.2,3.24080723,Unknown
14.5,1.229207812,Wetland Carbon Sink Restoration
9.7,3.388859895,Unknown
13.8,0.471976226,Unknown
11.4,3.466263547,Unknown
12.6,1.087850889,Wetland Carbon Sink Restoration
10.1,3.072803397,Unknown
10.1,2.888521621,Wetland Carbon Sink Restoration
13.6,0.781803201,Unknown
9.8,2.703766493,Unknown
12.7,1.530767729,Wetland Carbon Sink Restoration
12.8,3.577140686,Unknown
9.9,3.191748606,Unknown
12.7,2.758672923,Wetland Carbon Sink Restoration
11.9,1.222002315,Wetland Carbon Sink Restoration
12.5,0.720280059,Unknown
10.2,3.612914631,Unknown
9.8,2.674545821,Unknown
12.8,0.460799127,Unknown
9.9,1.300708879,Integrated Mountain Ecosystem Management
14.2,1.401400441,Wetland Carbon Sink Restoration
10.3,1.83709225,Wetland Carbon Sink Restoration
10.3,3.050155356,Unknown
14.1,3.489959902,Unknown
14.6,0.183202393,Unknown
11.6,0.158659681,Unknown
12.1,2.395429979,Wetland Carbon Sink Restoration
9.9,2.117482833,Unknown
10.2,3.351578561,Unknown
12.2,2.364580977,Wetland Carbon Sink Restoration
14.3,0.723868648,Unknown
12.5,1.374107034,Wetland Carbon Sink Restoration
14.5,1.729178881,Wetland Carbon Sink Restoration
10.1,0.273549033,Unknown
11.8,3.218257126,Unknown
9.7,0.640257374,Unknown
13.3,2.021070805,Wetland Carbon Sink Restoration
9.6,2.145204498,Unknown
10.9,1.781112989,Wetland Carbon Sink Restoration
11.7,0.75845175,Unknown
10.2,2.324348074,Wetland Carbon Sink Restoration
10.3,2.554832804,Wetland Carbon Sink Restoration
13.7,0.882382717,Unknown
9.7,3.28921216,Unknown
14.1,1.539851312,Wetland Carbon Sink Restoration
13.0,0.1635376,Unknown
9.6,1.591895459,Integrated Mountain Ecosystem Management
13.8,1.798083236,Wetland Carbon Sink Restoration
11.6,1.988047654,Wetland Carbon Sink Restoration
11.1,1.133354492,Wetland Carbon Sink Restoration
12.1,0.713546609,Unknown
11.3,0.436878887,Unknown
14.6,0.413969921,Unknown
10.3,1.714540053,Wetland Carbon Sink Restoration
12.4,2.355629249,Wetland Carbon Sink Restoration
10.3,2.223269217,Wetland Carbon Sink Restoration
14.7,1.698753497,Wetland Carbon Sink Restoration
11.7,3.412408889,Unknown
10.2,1.3453438,Wetland Carbon Sink Restoration
10.5,2.680680022,Wetland Carbon Sink Restoration
14.2,1.239858771,Wetland Carbon Sink Restoration
14.1,1.021813057,Wetland Carbon Sink Restoration
10.4,2.463612177,Wetland Carbon Sink Restoration
14.2,2.767944789,Wetland Carbon Sink Restoration
14.6,1.509082043,Wetland Carbon Sink Restoration
11.7,0.598704084,Unknown
10.9,2.510960503,Wetland Carbon Sink Restoration
10.3,1.369965288,Wetland Carbon Sink Restoration
14.6,0.6222967,Unknown
9.8,2.087238432,Unknown
12.7,2.320406576,Wetland Carbon Sink Restoration
12.2,0.763485154,Unknown
14.3,0.192021889,Unknown
12.1,2.39307661,Wetland Carbon Sink Restoration
14.6,0.090350227,Unknown
10.1,0.130149503,Unknown
14.5,2.8271101,Wetland Carbon Sink Restoration
9.6,0.408628462,Unknown
10.5,2.459694334,Wetland Carbon Sink Restoration
10.7,1.67971972,Wetland Carbon Sink Restoration
13.3,2.886542748,Wetland Carbon Sink Restoration
11.6,3.580688966,Unknown
10.4,0.386509645,Unknown
