air_temp,humidity,Land_Type
13.3,58.0,Sub-Arctic Summer Heat Management
12.2,74.0,Temperate Wetland Restoration
11.6,74.0,Temperate Wetland Restoration
13.6,76.0,Temperate Wetland Restoration
13.9,81.0,unknown
13.4,63.0,Sub-Arctic Summer Heat Management
13.9,58.0,Sub-Arctic Summer Heat Management
13.8,59.0,Sub-Arctic Summer Heat Management
13.3,60.0,Sub-Arctic Summer Heat Management
13.8,58.0,Sub-Arctic Summer Heat Management
11.8,74.0,Temperate Wetland Restoration
14.2,57.0,Sub-Arctic Summer Heat Management
13.5,73.0,Temperate Wetland Restoration
13.6,74.0,Temperate Wetland Restoration
13.4,90.0,unknown
11.2,74.0,Temperate Wetland Restoration
11.3,73.0,Temperate Wetland Restoration
12.3,61.0,Sub-Arctic Summer Heat Management
13.7,87.0,unknown
13.1,75.0,Temperate Wetland Restoration
11.7,71.0,Temperate Wetland Restoration
12.4,61.0,Sub-Arctic Summer Heat Management
12.8,60.0,Sub-Arctic Summer Heat Management
13.7,93.0,unknown
13.7,93.0,unknown
13.0,60.0,Sub-Arctic Summer Heat Management
13.7,93.0,unknown
11.4,74.0,Temperate Wetland Restoration
12.9,60.0,Sub-Arctic Summer Heat Management
13.7,86.0,unknown
14.0,58.0,Sub-Arctic Summer Heat Management
13.6,92.0,unknown
13.8,57.0,Sub-Arctic Summer Heat Management
12.1,62.0,Sub-Arctic Summer Heat Management
12.9,76.0,Temperate Wetland Restoration
13.4,59.0,Sub-Arctic Summer Heat Management
13.7,93.0,unknown
12.9,59.0,Sub-Arctic Summer Heat Management
13.9,83.0,unknown
13.6,61.0,Sub-Arctic Summer Heat Management
13.4,79.0,Temperate Wetland Restoration
13.6,58.0,Sub-Arctic Summer Heat Management
13.6,74.0,Temperate Wetland Restoration
13.1,60.0,Sub-Arctic Summer Heat Management
14.0,83.0,unknown
11.0,75.0,Temperate Wetland Restoration
12.6,66.0,Sub-Arctic Summer Heat Management
12.7,60.0,Sub-Arctic Summer Heat Management
12.0,62.0,Sub-Arctic Summer Heat Management
13.8,85.0,unknown
10.9,76.0,Temperate Wetland Restoration
13.1,59.0,Sub-Arctic Summer Heat Management
11.1,67.0,Sub-Arctic Summer Heat Management
9.4,79.0,unknown
9.8,69.0,unknown
11.2,74.0,Temperate Wetland Restoration
9.6,71.0,unknown
9.5,76.0,unknown
11.8,72.0,Temperate Wetland Restoration
13.0,68.0,Sub-Arctic Summer Heat Management
10.7,69.0,Sub-Arctic Summer Heat Management
14.3,64.0,Sub-Arctic Summer Heat Management
11.2,66.0,Sub-Arctic Summer Heat Management
9.0,79.0,unknown
14.6,63.0,Sub-Arctic Summer Heat Management
9.5,71.0,unknown
13.1,68.0,Sub-Arctic Summer Heat Management
9.1,79.0,unknown
15.4,61.0,Sub-Arctic Summer Heat Management
12.5,69.0,Sub-Arctic Summer Heat Management
8.5,83.0,unknown
9.4,73.0,unknown
8.3,85.0,unknown
15.0,62.0,Sub-Arctic Summer Heat Management
15.9,59.0,Sub-Arctic Summer Heat Management
9.6,76.0,unknown
16.1,60.0,Sub-Arctic Summer Heat Management
13.5,66.0,Sub-Arctic Summer Heat Management
13.1,67.0,Sub-Arctic Summer Heat Management
10.4,68.0,Sub-Arctic Summer Heat Management
9.3,78.0,unknown
13.5,67.0,Sub-Arctic Summer Heat Management
9.2,74.0,unknown
13.1,68.0,Sub-Arctic Summer Heat Management
10.3,67.0,Sub-Arctic Summer Heat Management
9.2,78.0,unknown
15.3,61.0,Sub-Arctic Summer Heat Management
8.8,78.0,unknown
16.1,58.0,Sub-Arctic Summer Heat Management
9.1,75.0,unknown
11.5,73.0,Temperate Wetland Restoration
11.8,63.0,Sub-Arctic Summer Heat Management
10.1,67.0,Sub-Arctic Summer Heat Management
10.4,68.0,Sub-Arctic Summer Heat Management
15.9,59.0,Sub-Arctic Summer Heat Management
13.3,67.0,Sub-Arctic Summer Heat Management
9.2,77.0,unknown
9.1,79.0,unknown
10.8,75.0,Temperate Wetland Restoration
14.7,62.0,Sub-Arctic Summer Heat Management
16.1,58.0,Sub-Arctic Summer Heat Management
8.4,84.0,unknown
8.4,83.0,unknown
9.3,76.0,unknown
13.9,65.0,Sub-Arctic Summer Heat Management
8.3,84.0,unknown
14.6,63.0,Sub-Arctic Summer Heat Management
15.3,62.0,Sub-Arctic Summer Heat Management
16.1,57.0,Sub-Arctic Summer Heat Management
11.9,63.0,Sub-Arctic Summer Heat Management
15.8,59.0,Sub-Arctic Summer Heat Management
10.6,69.0,Sub-Arctic Summer Heat Management
9.5,79.0,unknown
9.6,76.0,unknown
13.7,65.0,Sub-Arctic Summer Heat Management
9.6,76.0,unknown
15.6,60.0,Sub-Arctic Summer Heat Management
9.5,77.0,unknown
10.8,68.0,Sub-Arctic Summer Heat Management
9.1,80.0,unknown
14.4,63.0,Sub-Arctic Summer Heat Management
8.7,81.0,unknown
15.8,59.0,Sub-Arctic Summer Heat Management
9.3,73.0,unknown
8.9,79.0,unknown
11.7,64.0,Sub-Arctic Summer Heat Management
15.2,61.0,Sub-Arctic Summer Heat Management
9.6,79.0,unknown
13.6,67.0,Sub-Arctic Summer Heat Management
9.5,71.0,unknown
10.2,77.0,Temperate Wetland Restoration
14.8,62.0,Sub-Arctic Summer Heat Management
13.2,67.0,Sub-Arctic Summer Heat Management
11.6,65.0,Sub-Arctic Summer Heat Management
8.8,80.0,unknown
14.1,65.0,Sub-Arctic Summer Heat Management
15.1,61.0,Sub-Arctic Summer Heat Management
14.4,65.0,Sub-Arctic Summer Heat Management
9.4,77.0,unknown
9.7,70.0,unknown
11.4,66.0,Sub-Arctic Summer Heat Management
16.2,57.0,Sub-Arctic Summer Heat Management
10.6,76.0,Temperate Wetland Restoration
16.4,56.0,Sub-Arctic Summer Heat Management
9.9,78.0,unknown
9.9,68.0,unknown
15.0,61.0,Sub-Arctic Summer Heat Management
9.1,78.0,unknown
10.9,72.0,Temperate Wetland Restoration
11.3,70.0,Sub-Arctic Summer Heat Management
8.7,82.0,unknown
12.8,67.0,Sub-Arctic Summer Heat Management
7.3,86.0,unknown
16.6,52.0,Sub-Arctic Summer Heat Management
7.3,86.0,unknown
7.7,84.0,unknown
15.4,64.0,Sub-Arctic Summer Heat Management
16.8,52.0,Sub-Arctic Summer Heat Management
12.9,65.0,Sub-Arctic Summer Heat Management
9.3,80.0,unknown
15.2,59.0,Sub-Arctic Summer Heat Management
10.8,73.0,Temperate Wetland Restoration
9.1,81.0,unknown
15.0,67.0,Sub-Arctic Summer Heat Management
14.8,66.0,Sub-Arctic Summer Heat Management
8.9,81.0,unknown
15.1,60.0,Sub-Arctic Summer Heat Management
9.6,78.0,unknown
15.3,59.0,Sub-Arctic Summer Heat Management
10.5,74.0,Temperate Wetland Restoration
10.1,79.0,Temperate Wetland Restoration
7.6,85.0,unknown
12.9,67.0,Sub-Arctic Summer Heat Management
17.3,49.0,unknown
7.6,86.0,unknown
8.7,82.0,unknown
13.9,66.0,Sub-Arctic Summer Heat Management
16.9,52.0,Sub-Arctic Summer Heat Management
8.8,82.0,unknown
10.6,73.0,Temperate Wetland Restoration
10.3,75.0,Temperate Wetland Restoration
7.7,85.0,unknown
17.1,53.0,Sub-Arctic Summer Heat Management
7.6,85.0,unknown
12.2,73.0,Temperate Wetland Restoration
12.9,67.0,Sub-Arctic Summer Heat Management
17.0,50.0,Sub-Arctic Summer Heat Management
11.6,69.0,Sub-Arctic Summer Heat Management
13.1,69.0,Sub-Arctic Summer Heat Management
14.4,63.0,Sub-Arctic Summer Heat Management
11.1,71.0,Temperate Wetland Restoration
15.2,66.0,Sub-Arctic Summer Heat Management
8.6,83.0,unknown
7.6,85.0,unknown
16.8,51.0,Sub-Arctic Summer Heat Management
15.8,57.0,Sub-Arctic Summer Heat Management
15.6,63.0,Sub-Arctic Summer Heat Management
9.7,77.0,unknown
15.3,60.0,Sub-Arctic Summer Heat Management
16.8,52.0,Sub-Arctic Summer Heat Management
14.8,61.0,Sub-Arctic Summer Heat Management
16.8,54.0,Sub-Arctic Summer Heat Management
8.2,83.0,unknown
16.6,53.0,Sub-Arctic Summer Heat Management
7.4,86.0,unknown
12.6,67.0,Sub-Arctic Summer Heat Management
9.4,79.0,unknown
8.5,83.0,unknown
15.9,55.0,Sub-Arctic Summer Heat Management
8.1,84.0,unknown
16.6,53.0,Sub-Arctic Summer Heat Management
14.6,68.0,Sub-Arctic Summer Heat Management
7.8,85.0,unknown
17.3,51.0,Sub-Arctic Summer Heat Management
12.4,66.0,Sub-Arctic Summer Heat Management
7.3,86.0,unknown
16.4,53.0,Sub-Arctic Summer Heat Management
12.8,66.0,Sub-Arctic Summer Heat Management
7.3,86.0,unknown
7.3,86.0,unknown
15.8,60.0,Sub-Arctic Summer Heat Management
12.2,67.0,Sub-Arctic Summer Heat Management
16.3,54.0,Sub-Arctic Summer Heat Management
7.9,84.0,unknown
14.9,60.0,Sub-Arctic Summer Heat Management
15.2,58.0,Sub-Arctic Summer Heat Management
11.9,68.0,Sub-Arctic Summer Heat Management
16.9,54.0,Sub-Arctic Summer Heat Management
10.3,75.0,Temperate Wetland Restoration
11.0,77.0,Temperate Wetland Restoration
9.4,80.0,unknown
16.1,56.0,Sub-Arctic Summer Heat Management
7.8,85.0,unknown
7.4,86.0,unknown
8.3,83.0,unknown
10.2,76.0,Temperate Wetland Restoration
9.9,77.0,unknown
10.0,76.0,Temperate Wetland Restoration
8.3,83.0,unknown
15.1,60.0,Sub-Arctic Summer Heat Management
8.6,82.0,unknown
11.8,69.0,Sub-Arctic Summer Heat Management
17.1,54.0,Sub-Arctic Summer Heat Management
7.6,85.0,unknown
12.3,90.0,unknown
24.3,44.0,Mediterranean Drought Management
12.7,89.0,unknown
13.1,81.0,unknown
21.9,54.0,unknown
14.3,70.0,Sub-Arctic Summer Heat Management
13.3,76.0,Temperate Wetland Restoration
12.3,90.0,unknown
12.3,90.0,unknown
22.6,49.0,Mediterranean Drought Management
24.0,46.0,Mediterranean Drought Management
22.2,52.0,unknown
12.5,89.0,unknown
20.3,57.0,unknown
12.6,89.0,unknown
24.1,46.0,Mediterranean Drought Management
13.0,82.0,unknown
12.9,80.0,Temperate Wetland Restoration
12.7,84.0,unknown
12.7,85.0,unknown
12.7,85.0,unknown
18.6,63.0,Sub-Arctic Summer Heat Management
19.3,61.0,Sub-Arctic Summer Heat Management
17.3,67.0,Sub-Arctic Summer Heat Management
21.3,57.0,unknown
13.3,86.0,unknown
12.9,82.0,unknown
20.1,58.0,unknown
20.7,55.0,unknown
13.6,71.0,Temperate Wetland Restoration
12.7,83.0,unknown
12.6,90.0,unknown
24.8,42.0,Mediterranean Drought Management
24.9,41.0,Mediterranean Drought Management
20.8,56.0,unknown
24.9,42.0,Mediterranean Drought Management
13.6,83.0,unknown
12.7,83.0,unknown
12.6,87.0,unknown
12.8,82.0,unknown
12.3,90.0,unknown
24.4,43.0,Mediterranean Drought Management
20.6,56.0,unknown
23.5,47.0,Mediterranean Drought Management
12.5,88.0,unknown
13.5,74.0,Temperate Wetland Restoration
12.2,90.0,unknown
23.1,49.0,Mediterranean Drought Management
12.5,89.0,unknown
22.7,50.0,Mediterranean Drought Management
12.7,83.0,unknown
14.0,70.0,Sub-Arctic Summer Heat Management
12.3,90.0,unknown
23.8,47.0,Mediterranean Drought Management
16.5,69.0,Sub-Arctic Summer Heat Management
23.4,48.0,Mediterranean Drought Management
12.6,88.0,unknown
21.8,53.0,unknown
12.7,84.0,unknown
18.0,64.0,Sub-Arctic Summer Heat Management
13.8,70.0,Sub-Arctic Summer Heat Management
12.3,90.0,unknown
13.5,73.0,Temperate Wetland Restoration
12.6,89.0,unknown
23.3,48.0,Mediterranean Drought Management
13.1,82.0,unknown
12.9,88.0,unknown
21.6,56.0,unknown
12.5,89.0,unknown
23.8,47.0,Mediterranean Drought Management
12.3,90.0,unknown
24.5,46.0,Mediterranean Drought Management
24.2,45.0,Mediterranean Drought Management
12.3,90.0,unknown
15.3,76.0,Temperate Wetland Restoration
12.7,86.0,unknown
12.6,87.0,unknown
12.4,90.0,unknown
25.1,44.0,Urban Cool Roofs
12.6,90.0,unknown
13.0,82.0,unknown
14.2,81.0,unknown
22.2,53.0,unknown
21.1,56.0,unknown
21.4,53.0,unknown
12.4,90.0,unknown
15.9,72.0,Temperate Wetland Restoration
13.1,77.0,Temperate Wetland Restoration
22.4,50.0,Mediterranean Drought Management
12.4,90.0,unknown
14.7,79.0,Temperate Wetland Restoration
12.6,87.0,unknown
12.3,90.0,unknown
12.5,90.0,unknown
13.5,74.0,Temperate Wetland Restoration
22.8,49.0,Mediterranean Drought Management
19.4,59.0,Sub-Arctic Summer Heat Management
16.7,72.0,Temperate Wetland Restoration
18.3,63.0,Sub-Arctic Summer Heat Management
17.1,69.0,Sub-Arctic Summer Heat Management
19.7,59.0,Sub-Arctic Summer Heat Management
25.1,48.0,Urban Cool Roofs
18.6,65.0,Sub-Arctic Summer Heat Management
23.3,56.0,unknown
16.9,70.0,Sub-Arctic Summer Heat Management
27.3,34.0,Urban Cool Roofs
25.4,47.0,Urban Cool Roofs
16.7,71.0,Temperate Wetland Restoration
25.1,39.0,Urban Cool Roofs
19.8,57.0,Sub-Arctic Summer Heat Management
18.0,65.0,Sub-Arctic Summer Heat Management
17.1,69.0,Sub-Arctic Summer Heat Management
20.3,57.0,unknown
26.2,37.0,Urban Cool Roofs
17.4,68.0,Sub-Arctic Summer Heat Management
19.4,58.0,Sub-Arctic Summer Heat Management
17.8,66.0,Sub-Arctic Summer Heat Management
16.8,70.0,Sub-Arctic Summer Heat Management
21.4,54.0,unknown
25.7,46.0,Urban Cool Roofs
18.1,64.0,Sub-Arctic Summer Heat Management
19.1,59.0,Sub-Arctic Summer Heat Management
26.9,37.0,Urban Cool Roofs
26.2,41.0,Urban Cool Roofs
17.7,66.0,Sub-Arctic Summer Heat Management
17.2,68.0,Sub-Arctic Summer Heat Management
25.9,45.0,Urban Cool Roofs
17.8,66.0,Sub-Arctic Summer Heat Management
17.7,68.0,Sub-Arctic Summer Heat Management
18.1,66.0,Sub-Arctic Summer Heat Management
16.9,70.0,Sub-Arctic Summer Heat Management
26.1,43.0,Urban Cool Roofs
17.0,71.0,Temperate Wetland Restoration
16.9,70.0,Sub-Arctic Summer Heat Management
18.4,63.0,Sub-Arctic Summer Heat Management
23.7,55.0,unknown
19.6,58.0,Sub-Arctic Summer Heat Management
22.8,50.0,Mediterranean Drought Management
27.3,34.0,Urban Cool Roofs
17.3,70.0,Sub-Arctic Summer Heat Management
20.1,57.0,unknown
17.1,69.0,Sub-Arctic Summer Heat Management
17.1,69.0,Sub-Arctic Summer Heat Management
23.4,46.0,Mediterranean Drought Management
25.1,40.0,Urban Cool Roofs
17.1,69.0,Sub-Arctic Summer Heat Management
27.6,34.0,Urban Cool Roofs
18.2,64.0,Sub-Arctic Summer Heat Management
25.3,47.0,Urban Cool Roofs
17.7,66.0,Sub-Arctic Summer Heat Management
17.4,67.0,Sub-Arctic Summer Heat Management
16.7,71.0,Temperate Wetland Restoration
17.6,67.0,Sub-Arctic Summer Heat Management
17.1,68.0,Sub-Arctic Summer Heat Management
24.1,44.0,Mediterranean Drought Management
26.6,43.0,Urban Cool Roofs
16.7,72.0,Temperate Wetland Restoration
24.4,42.0,Mediterranean Drought Management
22.9,48.0,Mediterranean Drought Management
19.1,60.0,Sub-Arctic Summer Heat Management
19.1,62.0,Sub-Arctic Summer Heat Management
24.9,48.0,Mediterranean Drought Management
20.4,56.0,unknown
19.3,59.0,Sub-Arctic Summer Heat Management
17.2,68.0,Sub-Arctic Summer Heat Management
17.1,69.0,Sub-Arctic Summer Heat Management
27.6,34.0,Urban Cool Roofs
27.3,36.0,Urban Cool Roofs
17.1,69.0,Sub-Arctic Summer Heat Management
26.8,34.0,Urban Cool Roofs
26.3,37.0,Urban Cool Roofs
24.5,50.0,Mediterranean Drought Management
22.2,52.0,unknown
18.7,61.0,Sub-Arctic Summer Heat Management
23.8,53.0,unknown
18.5,62.0,Sub-Arctic Summer Heat Management
24.1,51.0,unknown
20.8,55.0,unknown
17.2,68.0,Sub-Arctic Summer Heat Management
17.1,68.0,Sub-Arctic Summer Heat Management
18.9,61.0,Sub-Arctic Summer Heat Management
24.8,49.0,Mediterranean Drought Management
17.7,67.0,Sub-Arctic Summer Heat Management
18.4,66.0,Sub-Arctic Summer Heat Management
26.7,35.0,Urban Cool Roofs
16.9,69.0,Sub-Arctic Summer Heat Management
18.8,61.0,Sub-Arctic Summer Heat Management
17.1,68.0,Sub-Arctic Summer Heat Management
26.6,40.0,Urban Cool Roofs
17.7,67.0,Sub-Arctic Summer Heat Management
20.2,57.0,unknown
26.9,35.0,Urban Cool Roofs
22.4,58.0,unknown
20.6,66.0,Tropical Urban Green Spaces
22.8,58.0,unknown
18.6,67.0,Sub-Arctic Summer Heat Management
19.2,66.0,Sub-Arctic Summer Heat Management
18.3,68.0,Sub-Arctic Summer Heat Management
25.8,44.0,Urban Cool Roofs
25.6,44.0,Urban Cool Roofs
19.8,64.0,Sub-Arctic Summer Heat Management
25.3,46.0,Urban Cool Roofs
18.4,68.0,Sub-Arctic Summer Heat Management
19.8,65.0,Sub-Arctic Summer Heat Management
20.3,62.0,Tropical Urban Green Spaces
24.1,51.0,unknown
22.8,57.0,unknown
19.9,67.0,Sub-Arctic Summer Heat Management
25.8,44.0,Urban Cool Roofs
23.3,54.0,unknown
18.3,69.0,Sub-Arctic Summer Heat Management
18.3,68.0,Sub-Arctic Summer Heat Management
25.2,45.0,Urban Cool Roofs
20.1,67.0,Tropical Urban Green Spaces
18.7,67.0,Sub-Arctic Summer Heat Management
20.3,66.0,Tropical Urban Green Spaces
22.6,57.0,unknown
19.0,66.0,Sub-Arctic Summer Heat Management
22.2,58.0,unknown
18.6,67.0,Sub-Arctic Summer Heat Management
18.8,67.0,Sub-Arctic Summer Heat Management
21.4,62.0,Tropical Urban Green Spaces
21.2,64.0,Tropical Urban Green Spaces
19.9,67.0,Sub-Arctic Summer Heat Management
24.1,49.0,Mediterranean Drought Management
21.2,63.0,Tropical Urban Green Spaces
25.6,45.0,Urban Cool Roofs
26.3,43.0,Urban Cool Roofs
19.7,64.0,Sub-Arctic Summer Heat Management
24.6,47.0,Mediterranean Drought Management
21.8,61.0,Tropical Urban Green Spaces
24.9,47.0,Mediterranean Drought Management
19.2,66.0,Sub-Arctic Summer Heat Management
18.4,68.0,Sub-Arctic Summer Heat Management
19.8,67.0,Sub-Arctic Summer Heat Management
24.4,49.0,Mediterranean Drought Management
26.6,43.0,Urban Cool Roofs
18.2,69.0,Sub-Arctic Summer Heat Management
19.7,67.0,Sub-Arctic Summer Heat Management
20.6,61.0,Tropical Urban Green Spaces
19.5,65.0,Sub-Arctic Summer Heat Management
24.4,47.0,Mediterranean Drought Management
24.9,46.0,Mediterranean Drought Management
24.7,48.0,Mediterranean Drought Management
25.3,45.0,Urban Cool Roofs
19.7,66.0,Sub-Arctic Summer Heat Management
22.9,55.0,unknown
26.3,41.0,Urban Cool Roofs
18.3,68.0,Sub-Arctic Summer Heat Management
25.4,44.0,Urban Cool Roofs
19.4,65.0,Sub-Arctic Summer Heat Management
19.8,64.0,Sub-Arctic Summer Heat Management
25.1,47.0,Urban Cool Roofs
22.6,58.0,unknown
19.7,67.0,Sub-Arctic Summer Heat Management
20.4,66.0,Tropical Urban Green Spaces
22.2,60.0,Tropical Urban Green Spaces
18.1,69.0,Sub-Arctic Summer Heat Management
25.0,45.0,Urban Cool Roofs
26.2,43.0,Urban Cool Roofs
21.5,59.0,unknown
19.1,66.0,Sub-Arctic Summer Heat Management
26.6,41.0,Urban Cool Roofs
19.1,66.0,Sub-Arctic Summer Heat Management
19.0,66.0,Sub-Arctic Summer Heat Management
17.8,70.0,Sub-Arctic Summer Heat Management
26.2,43.0,Urban Cool Roofs
22.9,58.0,unknown
19.7,64.0,Sub-Arctic Summer Heat Management
20.8,61.0,Tropical Urban Green Spaces
26.4,42.0,Urban Cool Roofs
18.0,70.0,Sub-Arctic Summer Heat Management
17.8,70.0,Sub-Arctic Summer Heat Management
19.9,67.0,Sub-Arctic Summer Heat Management
17.8,70.0,Sub-Arctic Summer Heat Management
19.7,65.0,Sub-Arctic Summer Heat Management
25.8,43.0,Urban Cool Roofs
20.8,61.0,Tropical Urban Green Spaces
23.0,56.0,unknown
21.8,59.0,unknown
18.7,67.0,Sub-Arctic Summer Heat Management
23.7,51.0,unknown
20.9,65.0,Tropical Urban Green Spaces
19.7,64.0,Sub-Arctic Summer Heat Management
19.9,67.0,Sub-Arctic Summer Heat Management
19.6,65.0,Sub-Arctic Summer Heat Management
24.7,47.0,Mediterranean Drought Management
21.0,60.0,Tropical Urban Green Spaces
27.3,51.0,unknown
18.2,74.0,Temperate Wetland Restoration
24.0,62.0,Tropical Urban Green Spaces
24.0,61.0,Tropical Urban Green Spaces
19.2,70.0,Sub-Arctic Summer Heat Management
18.2,74.0,Temperate Wetland Restoration
24.7,59.0,unknown
27.0,52.0,unknown
17.4,78.0,Temperate Wetland Restoration
25.5,57.0,unknown
21.6,60.0,Tropical Urban Green Spaces
20.2,65.0,Tropical Urban Green Spaces
19.2,70.0,Sub-Arctic Summer Heat Management
20.3,65.0,Tropical Urban Green Spaces
18.1,75.0,Temperate Wetland Restoration
19.1,74.0,Temperate Wetland Restoration
22.6,65.0,Tropical Urban Green Spaces
17.8,77.0,Temperate Wetland Restoration
20.2,66.0,Tropical Urban Green Spaces
24.7,61.0,Tropical Urban Green Spaces
20.2,65.0,Tropical Urban Green Spaces
17.7,77.0,Temperate Wetland Restoration
24.9,60.0,Tropical Urban Green Spaces
20.8,70.0,Tropical Urban Green Spaces
19.0,71.0,Temperate Wetland Restoration
17.4,78.0,Temperate Wetland Restoration
20.0,71.0,Tropical Urban Green Spaces
27.0,51.0,unknown
19.1,70.0,Sub-Arctic Summer Heat Management
18.3,74.0,Temperate Wetland Restoration
20.3,70.0,Tropical Urban Green Spaces
25.2,59.0,unknown
21.3,69.0,Tropical Urban Green Spaces
27.2,50.0,Urban Cool Roofs
18.8,72.0,Temperate Wetland Restoration
23.6,63.0,Tropical Urban Green Spaces
26.2,54.0,unknown
20.3,65.0,Tropical Urban Green Spaces
20.2,66.0,Tropical Urban Green Spaces
24.3,61.0,Tropical Urban Green Spaces
17.2,79.0,Temperate Wetland Restoration
20.4,64.0,Tropical Urban Green Spaces
20.2,66.0,Tropical Urban Green Spaces
18.2,74.0,Temperate Wetland Restoration
26.7,53.0,unknown
18.2,74.0,Temperate Wetland Restoration
26.1,55.0,unknown
18.7,72.0,Temperate Wetland Restoration
17.3,77.0,Temperate Wetland Restoration
26.8,53.0,unknown
18.5,73.0,Temperate Wetland Restoration
26.7,53.0,unknown
23.3,64.0,Tropical Urban Green Spaces
18.7,72.0,Temperate Wetland Restoration
26.6,53.0,unknown
19.2,70.0,Sub-Arctic Summer Heat Management
21.4,61.0,Tropical Urban Green Spaces
19.3,69.0,Sub-Arctic Summer Heat Management
26.8,53.0,unknown
18.0,75.0,Temperate Wetland Restoration
22.0,67.0,Tropical Urban Green Spaces
21.2,62.0,Tropical Urban Green Spaces
19.6,68.0,Sub-Arctic Summer Heat Management
17.7,76.0,Temperate Wetland Restoration
18.3,74.0,Temperate Wetland Restoration
27.1,52.0,unknown
26.9,51.0,unknown
18.3,74.0,Temperate Wetland Restoration
18.1,75.0,Temperate Wetland Restoration
27.3,52.0,unknown
25.2,58.0,unknown
25.9,56.0,unknown
26.3,54.0,unknown
20.6,64.0,Tropical Urban Green Spaces
20.1,66.0,Tropical Urban Green Spaces
23.3,60.0,Tropical Urban Green Spaces
18.3,74.0,Temperate Wetland Restoration
22.9,54.0,unknown
18.3,74.0,Temperate Wetland Restoration
17.4,78.0,Temperate Wetland Restoration
27.2,51.0,unknown
25.7,56.0,unknown
18.4,76.0,Temperate Wetland Restoration
27.1,51.0,unknown
18.7,72.0,Temperate Wetland Restoration
27.3,51.0,unknown
20.7,63.0,Tropical Urban Green Spaces
20.1,66.0,Tropical Urban Green Spaces
26.4,54.0,unknown
19.4,73.0,Temperate Wetland Restoration
18.7,72.0,Temperate Wetland Restoration
26.7,53.0,unknown
17.6,77.0,Temperate Wetland Restoration
27.2,51.0,unknown
20.9,63.0,Tropical Urban Green Spaces
19.9,67.0,Sub-Arctic Summer Heat Management
12.6,63.0,Sub-Arctic Summer Heat Management
20.3,49.0,Mediterranean Drought Management
13.2,63.0,Sub-Arctic Summer Heat Management
12.0,59.0,Sub-Arctic Summer Heat Management
17.6,65.0,Sub-Arctic Summer Heat Management
10.2,83.0,unknown
19.7,52.0,Sub-Arctic Summer Heat Management
13.5,62.0,Sub-Arctic Summer Heat Management
12.1,59.0,Sub-Arctic Summer Heat Management
9.6,85.0,unknown
17.2,67.0,Sub-Arctic Summer Heat Management
12.3,66.0,Sub-Arctic Summer Heat Management
10.1,87.0,unknown
9.7,88.0,unknown
12.2,60.0,Sub-Arctic Summer Heat Management
10.2,85.0,unknown
10.3,81.0,unknown
12.2,67.0,Sub-Arctic Summer Heat Management
21.4,47.0,Mediterranean Drought Management
10.3,85.0,unknown
17.1,63.0,Sub-Arctic Summer Heat Management
12.3,65.0,Sub-Arctic Summer Heat Management
20.7,48.0,Mediterranean Drought Management
10.1,83.0,unknown
12.0,60.0,Sub-Arctic Summer Heat Management
10.5,88.0,unknown
18.3,62.0,Sub-Arctic Summer Heat Management
18.9,57.0,Sub-Arctic Summer Heat Management
12.3,60.0,Sub-Arctic Summer Heat Management
9.6,86.0,unknown
10.4,88.0,unknown
12.7,61.0,Sub-Arctic Summer Heat Management
18.5,60.0,Sub-Arctic Summer Heat Management
9.6,87.0,unknown
12.2,60.0,Sub-Arctic Summer Heat Management
14.2,63.0,Sub-Arctic Summer Heat Management
14.8,64.0,Sub-Arctic Summer Heat Management
18.1,63.0,Sub-Arctic Summer Heat Management
9.9,83.0,unknown
22.6,52.0,unknown
10.3,87.0,unknown
10.4,87.0,unknown
10.1,87.0,unknown
15.4,63.0,Sub-Arctic Summer Heat Management
12.1,59.0,Sub-Arctic Summer Heat Management
22.2,48.0,Mediterranean Drought Management
9.7,84.0,unknown
12.3,64.0,Sub-Arctic Summer Heat Management
15.9,62.0,Sub-Arctic Summer Heat Management
11.7,71.0,Temperate Wetland Restoration
10.3,83.0,unknown
15.7,63.0,Sub-Arctic Summer Heat Management
9.8,85.0,unknown
17.4,66.0,Sub-Arctic Summer Heat Management
12.3,64.0,Sub-Arctic Summer Heat Management
9.9,88.0,unknown
10.6,78.0,Temperate Wetland Restoration
20.0,50.0,Mediterranean Drought Management
12.6,61.0,Sub-Arctic Summer Heat Management
12.0,59.0,Sub-Arctic Summer Heat Management
10.1,82.0,unknown
17.8,64.0,Sub-Arctic Summer Heat Management
12.5,61.0,Sub-Arctic Summer Heat Management
13.4,63.0,Sub-Arctic Summer Heat Management
10.3,82.0,unknown
9.8,89.0,unknown
14.9,64.0,Sub-Arctic Summer Heat Management
15.2,64.0,Sub-Arctic Summer Heat Management
13.1,65.0,Sub-Arctic Summer Heat Management
12.8,62.0,Sub-Arctic Summer Heat Management
9.7,88.0,unknown
9.9,87.0,unknown
14.4,64.0,Sub-Arctic Summer Heat Management
10.2,85.0,unknown
16.2,61.0,Sub-Arctic Summer Heat Management
14.1,63.0,Sub-Arctic Summer Heat Management
10.3,86.0,unknown
16.8,62.0,Sub-Arctic Summer Heat Management
13.7,63.0,Sub-Arctic Summer Heat Management
10.4,83.0,unknown
12.3,59.0,Sub-Arctic Summer Heat Management
12.1,59.0,Sub-Arctic Summer Heat Management
9.9,89.0,unknown
21.1,47.0,Mediterranean Drought Management
16.5,61.0,Sub-Arctic Summer Heat Management
