air_temp,humidity,Land_Type
13.0,77.0,Temperate Wetland Restoration
13.8,68.0,Sub-Arctic Summer Heat Management
11.1,71.0,Temperate Wetland Restoration
12.1,66.0,Sub-Arctic Summer Heat Management
11.3,71.0,Temperate Wetland Restoration
14.6,69.0,Sub-Arctic Summer Heat Management
12.4,64.0,Sub-Arctic Summer Heat Management
14.7,69.0,Sub-Arctic Summer Heat Management
10.5,73.0,Temperate Wetland Restoration
14.2,66.0,Sub-Arctic Summer Heat Management
14.1,70.0,Sub-Arctic Summer Heat Management
10.4,74.0,Temperate Wetland Restoration
14.2,69.0,Sub-Arctic Summer Heat Management
14.6,69.0,Sub-Arctic Summer Heat Management
10.9,72.0,Temperate Wetland Restoration
14.6,68.0,Sub-Arctic Summer Heat Management
12.7,77.0,Temperate Wetland Restoration
12.2,65.0,Sub-Arctic Summer Heat Management
14.3,73.0,Temperate Wetland Restoration
12.1,67.0,Sub-Arctic Summer Heat Management
14.6,69.0,Sub-Arctic Summer Heat Management
14.5,69.0,Sub-Arctic Summer Heat Management
10.7,72.0,Temperate Wetland Restoration
13.3,79.0,Temperate Wetland Restoration
14.2,79.0,Temperate Wetland Restoration
14.0,76.0,Temperate Wetland Restoration
14.8,74.0,Temperate Wetland Restoration
15.4,72.0,Temperate Wetland Restoration
14.7,74.0,Temperate Wetland Restoration
15.8,68.0,Sub-Arctic Summer Heat Management
15.4,70.0,Sub-Arctic Summer Heat Management
14.1,75.0,Temperate Wetland Restoration
14.3,78.0,Temperate Wetland Restoration
14.6,75.0,Temperate Wetland Restoration
15.4,71.0,Temperate Wetland Restoration
13.8,79.0,Temperate Wetland Restoration
16.1,66.0,Sub-Arctic Summer Heat Management
15.3,73.0,Temperate Wetland Restoration
15.3,72.0,Temperate Wetland Restoration
15.4,65.0,Sub-Arctic Summer Heat Management
14.7,76.0,Temperate Wetland Restoration
14.4,79.0,Temperate Wetland Restoration
14.6,77.0,Temperate Wetland Restoration
14.4,74.0,Temperate Wetland Restoration
14.8,73.0,Temperate Wetland Restoration
14.9,74.0,Temperate Wetland Restoration
15.6,75.0,Temperate Wetland Restoration
16.1,71.0,Temperate Wetland Restoration
17.4,64.0,Sub-Arctic Summer Heat Management
16.2,68.0,Sub-Arctic Summer Heat Management
16.3,69.0,Sub-Arctic Summer Heat Management
15.8,75.0,Temperate Wetland Restoration
13.9,79.0,Temperate Wetland Restoration
15.8,70.0,Sub-Arctic Summer Heat Management
15.7,75.0,Temperate Wetland Restoration
15.1,74.0,Temperate Wetland Restoration
17.7,59.0,Sub-Arctic Summer Heat Management
14.7,73.0,Temperate Wetland Restoration
15.7,76.0,Temperate Wetland Restoration
14.9,74.0,Temperate Wetland Restoration
18.1,55.0,Sub-Arctic Summer Heat Management
18.0,54.0,Sub-Arctic Summer Heat Management
15.4,71.0,Temperate Wetland Restoration
17.8,57.0,Sub-Arctic Summer Heat Management
15.8,75.0,Temperate Wetland Restoration
17.2,63.0,Sub-Arctic Summer Heat Management
17.7,59.0,Sub-Arctic Summer Heat Management
16.2,69.0,Sub-Arctic Summer Heat Management
16.4,67.0,Sub-Arctic Summer Heat Management
18.0,54.0,Sub-Arctic Summer Heat Management
15.5,71.0,Temperate Wetland Restoration
16.3,72.0,Temperate Wetland Restoration
17.4,60.0,Sub-Arctic Summer Heat Management
16.1,70.0,Sub-Arctic Summer Heat Management
15.6,75.0,Temperate Wetland Restoration
18.1,55.0,Sub-Arctic Summer Heat Management
17.8,55.0,Sub-Arctic Summer Heat Management
17.2,64.0,Sub-Arctic Summer Heat Management
16.4,69.0,Sub-Arctic Summer Heat Management
16.8,67.0,Sub-Arctic Summer Heat Management
18.0,55.0,Sub-Arctic Summer Heat Management
14.3,75.0,Temperate Wetland Restoration
17.9,58.0,Sub-Arctic Summer Heat Management
15.8,74.0,Temperate Wetland Restoration
14.3,78.0,Temperate Wetland Restoration
16.9,68.0,Sub-Arctic Summer Heat Management
13.8,79.0,Temperate Wetland Restoration
17.5,65.0,Sub-Arctic Summer Heat Management
19.1,56.0,Sub-Arctic Summer Heat Management
14.5,77.0,Temperate Wetland Restoration
17.3,65.0,Sub-Arctic Summer Heat Management
16.2,66.0,Sub-Arctic Summer Heat Management
19.6,52.0,Sub-Arctic Summer Heat Management
16.8,64.0,Sub-Arctic Summer Heat Management
17.4,65.0,Sub-Arctic Summer Heat Management
15.6,74.0,Temperate Wetland Restoration
18.5,56.0,Sub-Arctic Summer Heat Management
15.8,66.0,Sub-Arctic Summer Heat Management
14.4,78.0,Temperate Wetland Restoration
15.2,71.0,Temperate Wetland Restoration
18.6,59.0,Sub-Arctic Summer Heat Management
14.6,76.0,Temperate Wetland Restoration
14.7,75.0,Temperate Wetland Restoration
18.9,54.0,Sub-Arctic Summer Heat Management
17.9,60.0,Sub-Arctic Summer Heat Management
17.4,62.0,Sub-Arctic Summer Heat Management
18.7,59.0,Sub-Arctic Summer Heat Management
14.7,76.0,Temperate Wetland Restoration
17.6,62.0,Sub-Arctic Summer Heat Management
19.2,55.0,Sub-Arctic Summer Heat Management
14.9,75.0,Temperate Wetland Restoration
17.7,61.0,Sub-Arctic Summer Heat Management
15.3,74.0,Temperate Wetland Restoration
18.6,55.0,Sub-Arctic Summer Heat Management
17.9,61.0,Sub-Arctic Summer Heat Management
14.9,73.0,Temperate Wetland Restoration
15.1,75.0,Temperate Wetland Restoration
18.2,59.0,Sub-Arctic Summer Heat Management
17.0,67.0,Sub-Arctic Summer Heat Management
18.6,57.0,Sub-Arctic Summer Heat Management
14.9,76.0,Temperate Wetland Restoration
18.4,58.0,Sub-Arctic Summer Heat Management
16.5,72.0,Temperate Wetland Restoration
14.0,79.0,Temperate Wetland Restoration
15.6,67.0,Sub-Arctic Summer Heat Management
18.8,53.0,Sub-Arctic Summer Heat Management
19.2,55.0,Sub-Arctic Summer Heat Management
18.9,53.0,Sub-Arctic Summer Heat Management
17.2,63.0,Sub-Arctic Summer Heat Management
16.5,65.0,Sub-Arctic Summer Heat Management
14.5,77.0,Temperate Wetland Restoration
16.0,75.0,Temperate Wetland Restoration
19.2,54.0,Sub-Arctic Summer Heat Management
13.7,80.0,Temperate Wetland Restoration
18.6,56.0,Sub-Arctic Summer Heat Management
15.6,78.0,Temperate Wetland Restoration
14.6,76.0,Temperate Wetland Restoration
18.2,58.0,Sub-Arctic Summer Heat Management
19.4,70.0,Sub-Arctic Summer Heat Management
18.4,78.0,Temperate Wetland Restoration
18.2,78.0,Temperate Wetland Restoration
18.5,76.0,Temperate Wetland Restoration
19.0,78.0,Temperate Wetland Restoration
19.2,75.0,Temperate Wetland Restoration
18.7,80.0,Temperate Wetland Restoration
17.2,80.0,Temperate Wetland Restoration
14.1,80.0,Temperate Wetland Restoration
18.8,79.0,Temperate Wetland Restoration
17.6,80.0,Temperate Wetland Restoration
19.2,70.0,Sub-Arctic Summer Heat Management
19.3,69.0,Sub-Arctic Summer Heat Management
17.9,79.0,Temperate Wetland Restoration
18.3,78.0,Temperate Wetland Restoration
19.3,71.0,Temperate Wetland Restoration
19.0,76.0,Temperate Wetland Restoration
14.3,77.0,Temperate Wetland Restoration
18.9,71.0,Temperate Wetland Restoration
14.2,79.0,Temperate Wetland Restoration
18.8,72.0,Temperate Wetland Restoration
19.0,77.0,Temperate Wetland Restoration
19.3,73.0,Temperate Wetland Restoration
19.2,70.0,Sub-Arctic Summer Heat Management
12.0,74.0,Temperate Wetland Restoration
12.4,61.0,Sub-Arctic Summer Heat Management
13.1,65.0,Sub-Arctic Summer Heat Management
11.6,72.0,Temperate Wetland Restoration
12.3,61.0,Sub-Arctic Summer Heat Management
11.1,75.0,Temperate Wetland Restoration
10.9,75.0,Temperate Wetland Restoration
12.5,61.0,Sub-Arctic Summer Heat Management
11.7,74.0,Temperate Wetland Restoration
11.2,75.0,Temperate Wetland Restoration
13.8,60.0,Sub-Arctic Summer Heat Management
13.9,58.0,Sub-Arctic Summer Heat Management
13.8,62.0,Sub-Arctic Summer Heat Management
14.1,57.0,Sub-Arctic Summer Heat Management
13.8,60.0,Sub-Arctic Summer Heat Management
13.3,74.0,Temperate Wetland Restoration
12.3,67.0,Sub-Arctic Summer Heat Management
11.9,71.0,Temperate Wetland Restoration
13.4,80.0,Temperate Wetland Restoration
11.1,74.0,Temperate Wetland Restoration
12.7,77.0,Temperate Wetland Restoration
12.6,60.0,Sub-Arctic Summer Heat Management
12.3,75.0,Temperate Wetland Restoration
11.3,74.0,Temperate Wetland Restoration
13.9,58.0,Sub-Arctic Summer Heat Management
12.4,76.0,Temperate Wetland Restoration
14.1,57.0,Sub-Arctic Summer Heat Management
12.5,61.0,Sub-Arctic Summer Heat Management
12.5,61.0,Sub-Arctic Summer Heat Management
12.1,70.0,Sub-Arctic Summer Heat Management
12.4,66.0,Sub-Arctic Summer Heat Management
13.3,58.0,Sub-Arctic Summer Heat Management
12.2,74.0,Temperate Wetland Restoration
11.6,74.0,Temperate Wetland Restoration
13.6,76.0,Temperate Wetland Restoration
13.4,63.0,Sub-Arctic Summer Heat Management
13.9,58.0,Sub-Arctic Summer Heat Management
13.8,59.0,Sub-Arctic Summer Heat Management
13.3,60.0,Sub-Arctic Summer Heat Management
13.8,58.0,Sub-Arctic Summer Heat Management
11.8,74.0,Temperate Wetland Restoration
14.2,57.0,Sub-Arctic Summer Heat Management
13.5,73.0,Temperate Wetland Restoration
13.6,74.0,Temperate Wetland Restoration
11.2,74.0,Temperate Wetland Restoration
11.3,73.0,Temperate Wetland Restoration
12.3,61.0,Sub-Arctic Summer Heat Management
13.1,75.0,Temperate Wetland Restoration
11.7,71.0,Temperate Wetland Restoration
12.4,61.0,Sub-Arctic Summer Heat Management
12.8,60.0,Sub-Arctic Summer Heat Management
13.0,60.0,Sub-Arctic Summer Heat Management
11.4,74.0,Temperate Wetland Restoration
12.9,60.0,Sub-Arctic Summer Heat Management
14.0,58.0,Sub-Arctic Summer Heat Management
13.8,57.0,Sub-Arctic Summer Heat Management
12.1,62.0,Sub-Arctic Summer Heat Management
12.9,76.0,Temperate Wetland Restoration
13.4,59.0,Sub-Arctic Summer Heat Management
12.9,59.0,Sub-Arctic Summer Heat Management
13.6,61.0,Sub-Arctic Summer Heat Management
13.4,79.0,Temperate Wetland Restoration
13.6,58.0,Sub-Arctic Summer Heat Management
13.6,74.0,Temperate Wetland Restoration
13.1,60.0,Sub-Arctic Summer Heat Management
11.0,75.0,Temperate Wetland Restoration
12.6,66.0,Sub-Arctic Summer Heat Management
12.7,60.0,Sub-Arctic Summer Heat Management
12.0,62.0,Sub-Arctic Summer Heat Management
10.9,76.0,Temperate Wetland Restoration
13.1,59.0,Sub-Arctic Summer Heat Management
11.1,67.0,Sub-Arctic Summer Heat Management
11.2,74.0,Temperate Wetland Restoration
11.8,72.0,Temperate Wetland Restoration
13.0,68.0,Sub-Arctic Summer Heat Management
10.7,69.0,Sub-Arctic Summer Heat Management
14.3,64.0,Sub-Arctic Summer Heat Management
11.2,66.0,Sub-Arctic Summer Heat Management
14.6,63.0,Sub-Arctic Summer Heat Management
13.1,68.0,Sub-Arctic Summer Heat Management
15.4,61.0,Sub-Arctic Summer Heat Management
12.5,69.0,Sub-Arctic Summer Heat Management
15.0,62.0,Sub-Arctic Summer Heat Management
15.9,59.0,Sub-Arctic Summer Heat Management
16.1,60.0,Sub-Arctic Summer Heat Management
13.5,66.0,Sub-Arctic Summer Heat Management
13.1,67.0,Sub-Arctic Summer Heat Management
10.4,68.0,Sub-Arctic Summer Heat Management
13.5,67.0,Sub-Arctic Summer Heat Management
13.1,68.0,Sub-Arctic Summer Heat Management
10.3,67.0,Sub-Arctic Summer Heat Management
15.3,61.0,Sub-Arctic Summer Heat Management
16.1,58.0,Sub-Arctic Summer Heat Management
11.5,73.0,Temperate Wetland Restoration
11.8,63.0,Sub-Arctic Summer Heat Management
10.1,67.0,Sub-Arctic Summer Heat Management
10.4,68.0,Sub-Arctic Summer Heat Management
15.9,59.0,Sub-Arctic Summer Heat Management
13.3,67.0,Sub-Arctic Summer Heat Management
10.8,75.0,Temperate Wetland Restoration
14.7,62.0,Sub-Arctic Summer Heat Management
16.1,58.0,Sub-Arctic Summer Heat Management
13.9,65.0,Sub-Arctic Summer Heat Management
14.6,63.0,Sub-Arctic Summer Heat Management
15.3,62.0,Sub-Arctic Summer Heat Management
16.1,57.0,Sub-Arctic Summer Heat Management
11.9,63.0,Sub-Arctic Summer Heat Management
15.8,59.0,Sub-Arctic Summer Heat Management
10.6,69.0,Sub-Arctic Summer Heat Management
13.7,65.0,Sub-Arctic Summer Heat Management
15.6,60.0,Sub-Arctic Summer Heat Management
10.8,68.0,Sub-Arctic Summer Heat Management
14.4,63.0,Sub-Arctic Summer Heat Management
15.8,59.0,Sub-Arctic Summer Heat Management
11.7,64.0,Sub-Arctic Summer Heat Management
15.2,61.0,Sub-Arctic Summer Heat Management
13.6,67.0,Sub-Arctic Summer Heat Management
10.2,77.0,Temperate Wetland Restoration
14.8,62.0,Sub-Arctic Summer Heat Management
13.2,67.0,Sub-Arctic Summer Heat Management
11.6,65.0,Sub-Arctic Summer Heat Management
14.1,65.0,Sub-Arctic Summer Heat Management
15.1,61.0,Sub-Arctic Summer Heat Management
14.4,65.0,Sub-Arctic Summer Heat Management
11.4,66.0,Sub-Arctic Summer Heat Management
16.2,57.0,Sub-Arctic Summer Heat Management
10.6,76.0,Temperate Wetland Restoration
16.4,56.0,Sub-Arctic Summer Heat Management
15.0,61.0,Sub-Arctic Summer Heat Management
10.9,72.0,Temperate Wetland Restoration
11.3,70.0,Sub-Arctic Summer Heat Management
12.8,67.0,Sub-Arctic Summer Heat Management
16.6,52.0,Sub-Arctic Summer Heat Management
15.4,64.0,Sub-Arctic Summer Heat Management
16.8,52.0,Sub-Arctic Summer Heat Management
12.9,65.0,Sub-Arctic Summer Heat Management
15.2,59.0,Sub-Arctic Summer Heat Management
10.8,73.0,Temperate Wetland Restoration
15.0,67.0,Sub-Arctic Summer Heat Management
14.8,66.0,Sub-Arctic Summer Heat Management
15.1,60.0,Sub-Arctic Summer Heat Management
15.3,59.0,Sub-Arctic Summer Heat Management
10.5,74.0,Temperate Wetland Restoration
10.1,79.0,Temperate Wetland Restoration
12.9,67.0,Sub-Arctic Summer Heat Management
13.9,66.0,Sub-Arctic Summer Heat Management
16.9,52.0,Sub-Arctic Summer Heat Management
10.6,73.0,Temperate Wetland Restoration
10.3,75.0,Temperate Wetland Restoration
17.1,53.0,Sub-Arctic Summer Heat Management
12.2,73.0,Temperate Wetland Restoration
12.9,67.0,Sub-Arctic Summer Heat Management
17.0,50.0,Sub-Arctic Summer Heat Management
11.6,69.0,Sub-Arctic Summer Heat Management
13.1,69.0,Sub-Arctic Summer Heat Management
14.4,63.0,Sub-Arctic Summer Heat Management
11.1,71.0,Temperate Wetland Restoration
15.2,66.0,Sub-Arctic Summer Heat Management
16.8,51.0,Sub-Arctic Summer Heat Management
15.8,57.0,Sub-Arctic Summer Heat Management
15.6,63.0,Sub-Arctic Summer Heat Management
15.3,60.0,Sub-Arctic Summer Heat Management
16.8,52.0,Sub-Arctic Summer Heat Management
14.8,61.0,Sub-Arctic Summer Heat Management
16.8,54.0,Sub-Arctic Summer Heat Management
16.6,53.0,Sub-Arctic Summer Heat Management
12.6,67.0,Sub-Arctic Summer Heat Management
15.9,55.0,Sub-Arctic Summer Heat Management
16.6,53.0,Sub-Arctic Summer Heat Management
14.6,68.0,Sub-Arctic Summer Heat Management
17.3,51.0,Sub-Arctic Summer Heat Management
12.4,66.0,Sub-Arctic Summer Heat Management
16.4,53.0,Sub-Arctic Summer Heat Management
12.8,66.0,Sub-Arctic Summer Heat Management
15.8,60.0,Sub-Arctic Summer Heat Management
12.2,67.0,Sub-Arctic Summer Heat Management
16.3,54.0,Sub-Arctic Summer Heat Management
14.9,60.0,Sub-Arctic Summer Heat Management
15.2,58.0,Sub-Arctic Summer Heat Management
11.9,68.0,Sub-Arctic Summer Heat Management
16.9,54.0,Sub-Arctic Summer Heat Management
10.3,75.0,Temperate Wetland Restoration
11.0,77.0,Temperate Wetland Restoration
16.1,56.0,Sub-Arctic Summer Heat Management
10.2,76.0,Temperate Wetland Restoration
10.0,76.0,Temperate Wetland Restoration
15.1,60.0,Sub-Arctic Summer Heat Management
11.8,69.0,Sub-Arctic Summer Heat Management
17.1,54.0,Sub-Arctic Summer Heat Management
24.3,44.0,Mediterranean Drought Management
14.3,70.0,Sub-Arctic Summer Heat Management
13.3,76.0,Temperate Wetland Restoration
22.6,49.0,Mediterranean Drought Management
24.0,46.0,Mediterranean Drought Management
24.1,46.0,Mediterranean Drought Management
12.9,80.0,Temperate Wetland Restoration
18.6,63.0,Sub-Arctic Summer Heat Management
19.3,61.0,Sub-Arctic Summer Heat Management
17.3,67.0,Sub-Arctic Summer Heat Management
13.6,71.0,Temperate Wetland Restoration
24.8,42.0,Mediterranean Drought Management
24.9,41.0,Mediterranean Drought Management
24.9,42.0,Mediterranean Drought Management
24.4,43.0,Mediterranean Drought Management
23.5,47.0,Mediterranean Drought Management
13.5,74.0,Temperate Wetland Restoration
23.1,49.0,Mediterranean Drought Management
22.7,50.0,Mediterranean Drought Management
14.0,70.0,Sub-Arctic Summer Heat Management
23.8,47.0,Mediterranean Drought Management
16.5,69.0,Sub-Arctic Summer Heat Management
23.4,48.0,Mediterranean Drought Management
18.0,64.0,Sub-Arctic Summer Heat Management
13.8,70.0,Sub-Arctic Summer Heat Management
13.5,73.0,Temperate Wetland Restoration
23.3,48.0,Mediterranean Drought Management
23.8,47.0,Mediterranean Drought Management
24.5,46.0,Mediterranean Drought Management
24.2,45.0,Mediterranean Drought Management
15.3,76.0,Temperate Wetland Restoration
25.1,44.0,Urban Cool Roofs
15.9,72.0,Temperate Wetland Restoration
13.1,77.0,Temperate Wetland Restoration
22.4,50.0,Mediterranean Drought Management
14.7,79.0,Temperate Wetland Restoration
13.5,74.0,Temperate Wetland Restoration
22.8,49.0,Mediterranean Drought Management
19.4,59.0,Sub-Arctic Summer Heat Management
16.7,72.0,Temperate Wetland Restoration
18.3,63.0,Sub-Arctic Summer Heat Management
17.1,69.0,Sub-Arctic Summer Heat Management
19.7,59.0,Sub-Arctic Summer Heat Management
25.1,48.0,Urban Cool Roofs
18.6,65.0,Sub-Arctic Summer Heat Management
16.9,70.0,Sub-Arctic Summer Heat Management
27.3,34.0,Urban Cool Roofs
25.4,47.0,Urban Cool Roofs
16.7,71.0,Temperate Wetland Restoration
25.1,39.0,Urban Cool Roofs
19.8,57.0,Sub-Arctic Summer Heat Management
18.0,65.0,Sub-Arctic Summer Heat Management
17.1,69.0,Sub-Arctic Summer Heat Management
26.2,37.0,Urban Cool Roofs
17.4,68.0,Sub-Arctic Summer Heat Management
19.4,58.0,Sub-Arctic Summer Heat Management
17.8,66.0,Sub-Arctic Summer Heat Management
16.8,70.0,Sub-Arctic Summer Heat Management
25.7,46.0,Urban Cool Roofs
18.1,64.0,Sub-Arctic Summer Heat Management
19.1,59.0,Sub-Arctic Summer Heat Management
26.9,37.0,Urban Cool Roofs
26.2,41.0,Urban Cool Roofs
17.7,66.0,Sub-Arctic Summer Heat Management
17.2,68.0,Sub-Arctic Summer Heat Management
25.9,45.0,Urban Cool Roofs
17.8,66.0,Sub-Arctic Summer Heat Management
17.7,68.0,Sub-Arctic Summer Heat Management
18.1,66.0,Sub-Arctic Summer Heat Management
16.9,70.0,Sub-Arctic Summer Heat Management
26.1,43.0,Urban Cool Roofs
17.0,71.0,Temperate Wetland Restoration
16.9,70.0,Sub-Arctic Summer Heat Management
18.4,63.0,Sub-Arctic Summer Heat Management
19.6,58.0,Sub-Arctic Summer Heat Management
22.8,50.0,Mediterranean Drought Management
27.3,34.0,Urban Cool Roofs
17.3,70.0,Sub-Arctic Summer Heat Management
17.1,69.0,Sub-Arctic Summer Heat Management
17.1,69.0,Sub-Arctic Summer Heat Management
23.4,46.0,Mediterranean Drought Management
25.1,40.0,Urban Cool Roofs
17.1,69.0,Sub-Arctic Summer Heat Management
27.6,34.0,Urban Cool Roofs
18.2,64.0,Sub-Arctic Summer Heat Management
25.3,47.0,Urban Cool Roofs
17.7,66.0,Sub-Arctic Summer Heat Management
17.4,67.0,Sub-Arctic Summer Heat Management
16.7,71.0,Temperate Wetland Restoration
17.6,67.0,Sub-Arctic Summer Heat Management
17.1,68.0,Sub-Arctic Summer Heat Management
24.1,44.0,Mediterranean Drought Management
26.6,43.0,Urban Cool Roofs
16.7,72.0,Temperate Wetland Restoration
24.4,42.0,Mediterranean Drought Management
22.9,48.0,Mediterranean Drought Management
19.1,60.0,Sub-Arctic Summer Heat Management
19.1,62.0,Sub-Arctic Summer Heat Management
24.9,48.0,Mediterranean Drought Management
19.3,59.0,Sub-Arctic Summer Heat Management
17.2,68.0,Sub-Arctic Summer Heat Management
17.1,69.0,Sub-Arctic Summer Heat Management
27.6,34.0,Urban Cool Roofs
27.3,36.0,Urban Cool Roofs
17.1,69.0,Sub-Arctic Summer Heat Management
26.8,34.0,Urban Cool Roofs
26.3,37.0,Urban Cool Roofs
24.5,50.0,Mediterranean Drought Management
18.7,61.0,Sub-Arctic Summer Heat Management
18.5,62.0,Sub-Arctic Summer Heat Management
17.2,68.0,Sub-Arctic Summer Heat Management
17.1,68.0,Sub-Arctic Summer Heat Management
18.9,61.0,Sub-Arctic Summer Heat Management
24.8,49.0,Mediterranean Drought Management
17.7,67.0,Sub-Arctic Summer Heat Management
18.4,66.0,Sub-Arctic Summer Heat Management
26.7,35.0,Urban Cool Roofs
16.9,69.0,Sub-Arctic Summer Heat Management
18.8,61.0,Sub-Arctic Summer Heat Management
17.1,68.0,Sub-Arctic Summer Heat Management
26.6,40.0,Urban Cool Roofs
17.7,67.0,Sub-Arctic Summer Heat Management
26.9,35.0,Urban Cool Roofs
20.6,66.0,Tropical Urban Green Spaces
18.6,67.0,Sub-Arctic Summer Heat Management
19.2,66.0,Sub-Arctic Summer Heat Management
18.3,68.0,Sub-Arctic Summer Heat Management
25.8,44.0,Urban Cool Roofs
25.6,44.0,Urban Cool Roofs
19.8,64.0,Sub-Arctic Summer Heat Management
25.3,46.0,Urban Cool Roofs
18.4,68.0,Sub-Arctic Summer Heat Management
19.8,65.0,Sub-Arctic Summer Heat Management
20.3,62.0,Tropical Urban Green Spaces
19.9,67.0,Sub-Arctic Summer Heat Management
25.8,44.0,Urban Cool Roofs
18.3,69.0,Sub-Arctic Summer Heat Management
18.3,68.0,Sub-Arctic Summer Heat Management
25.2,45.0,Urban Cool Roofs
20.1,67.0,Tropical Urban Green Spaces
18.7,67.0,Sub-Arctic Summer Heat Management
20.3,66.0,Tropical Urban Green Spaces
19.0,66.0,Sub-Arctic Summer Heat Management
18.6,67.0,Sub-Arctic Summer Heat Management
18.8,67.0,Sub-Arctic Summer Heat Management
21.4,62.0,Tropical Urban Green Spaces
21.2,64.0,Tropical Urban Green Spaces
19.9,67.0,Sub-Arctic Summer Heat Management
24.1,49.0,Mediterranean Drought Management
21.2,63.0,Tropical Urban Green Spaces
25.6,45.0,Urban Cool Roofs
26.3,43.0,Urban Cool Roofs
19.7,64.0,Sub-Arctic Summer Heat Management
24.6,47.0,Mediterranean Drought Management
21.8,61.0,Tropical Urban Green Spaces
24.9,47.0,Mediterranean Drought Management
19.2,66.0,Sub-Arctic Summer Heat Management
18.4,68.0,Sub-Arctic Summer Heat Management
19.8,67.0,Sub-Arctic Summer Heat Management
24.4,49.0,Mediterranean Drought Management
26.6,43.0,Urban Cool Roofs
18.2,69.0,Sub-Arctic Summer Heat Management
19.7,67.0,Sub-Arctic Summer Heat Management
20.6,61.0,Tropical Urban Green Spaces
19.5,65.0,Sub-Arctic Summer Heat Management
24.4,47.0,Mediterranean Drought Management
24.9,46.0,Mediterranean Drought Management
24.7,48.0,Mediterranean Drought Management
25.3,45.0,Urban Cool Roofs
19.7,66.0,Sub-Arctic Summer Heat Management
26.3,41.0,Urban Cool Roofs
18.3,68.0,Sub-Arctic Summer Heat Management
25.4,44.0,Urban Cool Roofs
19.4,65.0,Sub-Arctic Summer Heat Management
19.8,64.0,Sub-Arctic Summer Heat Management
25.1,47.0,Urban Cool Roofs
19.7,67.0,Sub-Arctic Summer Heat Management
20.4,66.0,Tropical Urban Green Spaces
22.2,60.0,Tropical Urban Green Spaces
18.1,69.0,Sub-Arctic Summer Heat Management
25.0,45.0,Urban Cool Roofs
26.2,43.0,Urban Cool Roofs
19.1,66.0,Sub-Arctic Summer Heat Management
26.6,41.0,Urban Cool Roofs
19.1,66.0,Sub-Arctic Summer Heat Management
19.0,66.0,Sub-Arctic Summer Heat Management
17.8,70.0,Sub-Arctic Summer Heat Management
26.2,43.0,Urban Cool Roofs
19.7,64.0,Sub-Arctic Summer Heat Management
20.8,61.0,Tropical Urban Green Spaces
26.4,42.0,Urban Cool Roofs
18.0,70.0,Sub-Arctic Summer Heat Management
17.8,70.0,Sub-Arctic Summer Heat Management
19.9,67.0,Sub-Arctic Summer Heat Management
17.8,70.0,Sub-Arctic Summer Heat Management
19.7,65.0,Sub-Arctic Summer Heat Management
25.8,43.0,Urban Cool Roofs
20.8,61.0,Tropical Urban Green Spaces
18.7,67.0,Sub-Arctic Summer Heat Management
20.9,65.0,Tropical Urban Green Spaces
19.7,64.0,Sub-Arctic Summer Heat Management
19.9,67.0,Sub-Arctic Summer Heat Management
19.6,65.0,Sub-Arctic Summer Heat Management
24.7,47.0,Mediterranean Drought Management
21.0,60.0,Tropical Urban Green Spaces
18.2,74.0,Temperate Wetland Restoration
24.0,62.0,Tropical Urban Green Spaces
24.0,61.0,Tropical Urban Green Spaces
19.2,70.0,Sub-Arctic Summer Heat Management
18.2,74.0,Temperate Wetland Restoration
17.4,78.0,Temperate Wetland Restoration
21.6,60.0,Tropical Urban Green Spaces
20.2,65.0,Tropical Urban Green Spaces
19.2,70.0,Sub-Arctic Summer Heat Management
20.3,65.0,Tropical Urban Green Spaces
18.1,75.0,Temperate Wetland Restoration
19.1,74.0,Temperate Wetland Restoration
22.6,65.0,Tropical Urban Green Spaces
17.8,77.0,Temperate Wetland Restoration
20.2,66.0,Tropical Urban Green Spaces
24.7,61.0,Tropical Urban Green Spaces
20.2,65.0,Tropical Urban Green Spaces
17.7,77.0,Temperate Wetland Restoration
24.9,60.0,Tropical Urban Green Spaces
20.8,70.0,Tropical Urban Green Spaces
19.0,71.0,Temperate Wetland Restoration
17.4,78.0,Temperate Wetland Restoration
20.0,71.0,Tropical Urban Green Spaces
19.1,70.0,Sub-Arctic Summer Heat Management
18.3,74.0,Temperate Wetland Restoration
20.3,70.0,Tropical Urban Green Spaces
21.3,69.0,Tropical Urban Green Spaces
27.2,50.0,Urban Cool Roofs
18.8,72.0,Temperate Wetland Restoration
23.6,63.0,Tropical Urban Green Spaces
20.3,65.0,Tropical Urban Green Spaces
20.2,66.0,Tropical Urban Green Spaces
24.3,61.0,Tropical Urban Green Spaces
17.2,79.0,Temperate Wetland Restoration
20.4,64.0,Tropical Urban Green Spaces
20.2,66.0,Tropical Urban Green Spaces
18.2,74.0,Temperate Wetland Restoration
18.2,74.0,Temperate Wetland Restoration
18.7,72.0,Temperate Wetland Restoration
17.3,77.0,Temperate Wetland Restoration
18.5,73.0,Temperate Wetland Restoration
23.3,64.0,Tropical Urban Green Spaces
18.7,72.0,Temperate Wetland Restoration
19.2,70.0,Sub-Arctic Summer Heat Management
21.4,61.0,Tropical Urban Green Spaces
19.3,69.0,Sub-Arctic Summer Heat Management
18.0,75.0,Temperate Wetland Restoration
22.0,67.0,Tropical Urban Green Spaces
21.2,62.0,Tropical Urban Green Spaces
19.6,68.0,Sub-Arctic Summer Heat Management
17.7,76.0,Temperate Wetland Restoration
18.3,74.0,Temperate Wetland Restoration
