air_temp,aerosols,Land_Type
1.2,0.083832262,High-Altitude Glacier Protection
1.8,1.964145838,Integrated Mountain Ecosystem Management
0.3,1.289991987,Integrated Mountain Ecosystem Management
0.2,1.635556011,Integrated Mountain Ecosystem Management
2.2,0.912322051,High-Altitude Glacier Protection
2.4,1.240110267,Integrated Mountain Ecosystem Management
0.2,1.38018198,Integrated Mountain Ecosystem Management
0.4,1.375463396,Integrated Mountain Ecosystem Management
0.2,1.205143408,Integrated Mountain Ecosystem Management
0.6,1.706078892,Integrated Mountain Ecosystem Management
0.6,0.628929121,High-Altitude Glacier Protection
0.6,1.277846086,Integrated Mountain Ecosystem Management
0.3,1.076891073,Integrated Mountain Ecosystem Management
0.0,0.465987786,High-Altitude Glacier Protection
0.6,0.479623705,High-Altitude Glacier Protection
4.9,0.191609435,High-Altitude Glacier Protection
2.9,1.546118115,Integrated Mountain Ecosystem Management
3.7,1.972413839,Integrated Mountain Ecosystem Management
0.1,1.553458111,Integrated Mountain Ecosystem Management
6.1,1.097337644,Integrated Mountain Ecosystem Management
3.5,0.630046215,High-Altitude Glacier Protection
5.9,1.873741962,Integrated Mountain Ecosystem Management
5.2,1.120959022,Integrated Mountain Ecosystem Management
5.2,1.515404652,Integrated Mountain Ecosystem Management
5.0,0.893267063,High-Altitude Glacier Protection
2.4,1.891560268,Integrated Mountain Ecosystem Management
1.5,1.433492772,Integrated Mountain Ecosystem Management
4.5,0.233607381,High-Altitude Glacier Protection
5.9,1.938470454,Integrated Mountain Ecosystem Management
5.6,1.951220674,Integrated Mountain Ecosystem Management
6.8,1.10876797,Integrated Mountain Ecosystem Management
3.6,0.824714047,High-Altitude Glacier Protection
10.8,1.728227674,Wetland Carbon Sink Restoration
5.9,1.145748767,Integrated Mountain Ecosystem Management
4.0,1.365446235,Integrated Mountain Ecosystem Management
4.1,0.211034055,High-Altitude Glacier Protection
5.1,1.119077686,Integrated Mountain Ecosystem Management
12.3,2.955218774,Wetland Carbon Sink Restoration
12.3,1.383603469,Wetland Carbon Sink Restoration
11.3,2.195862013,Wetland Carbon Sink Restoration
4.1,1.160842777,Integrated Mountain Ecosystem Management
4.9,1.828413956,Integrated Mountain Ecosystem Management
3.7,1.162678228,Integrated Mountain Ecosystem Management
11.7,1.56105647,Wetland Carbon Sink Restoration
5.4,1.461000152,Integrated Mountain Ecosystem Management
11.6,2.683612128,Wetland Carbon Sink Restoration
4.4,0.597082845,High-Altitude Glacier Protection
5.3,1.939497147,Integrated Mountain Ecosystem Management
10.8,2.016591337,Wetland Carbon Sink Restoration
4.1,1.764600169,Integrated Mountain Ecosystem Management
10.9,2.510977723,Wetland Carbon Sink Restoration
10.3,1.189999687,Wetland Carbon Sink Restoration
4.6,1.769838467,Integrated Mountain Ecosystem Management
4.6,0.500256046,High-Altitude Glacier Protection
5.4,1.182982256,Integrated Mountain Ecosystem Management
12.3,1.186342028,Wetland Carbon Sink Restoration
11.1,1.455672711,Wetland Carbon Sink Restoration
4.1,1.039399217,Integrated Mountain Ecosystem Management
7.4,1.511162278,Integrated Mountain Ecosystem Management
12.2,1.252799999,Wetland Carbon Sink Restoration
11.9,2.29522361,Wetland Carbon Sink Restoration
5.6,1.675907616,Integrated Mountain Ecosystem Management
11.7,2.859000458,Wetland Carbon Sink Restoration
4.4,0.757756265,High-Altitude Glacier Protection
5.7,1.343552855,Integrated Mountain Ecosystem Management
5.7,1.948706761,Integrated Mountain Ecosystem Management
4.1,1.010139945,Integrated Mountain Ecosystem Management
4.7,1.218894429,Integrated Mountain Ecosystem Management
11.7,1.613441107,Wetland Carbon Sink Restoration
4.2,1.974560389,Integrated Mountain Ecosystem Management
4.1,0.239221331,High-Altitude Glacier Protection
9.5,1.330470258,Integrated Mountain Ecosystem Management
3.6,1.90322336,Integrated Mountain Ecosystem Management
11.9,2.60075003,Wetland Carbon Sink Restoration
12.0,2.526123943,Wetland Carbon Sink Restoration
12.0,1.389923323,Wetland Carbon Sink Restoration
8.8,1.566295834,Integrated Mountain Ecosystem Management
10.6,2.114461026,Wetland Carbon Sink Restoration
12.9,1.862865472,Wetland Carbon Sink Restoration
8.5,1.83975857,Integrated Mountain Ecosystem Management
8.9,1.752602145,Integrated Mountain Ecosystem Management
16.7,2.901126773,Wetland Carbon Sink Restoration
10.2,2.271462912,Wetland Carbon Sink Restoration
17.2,2.973467495,Wetland Carbon Sink Restoration
10.1,1.060950573,Wetland Carbon Sink Restoration
8.7,1.128296794,Integrated Mountain Ecosystem Management
15.9,2.333749555,Wetland Carbon Sink Restoration
11.3,1.603753085,Wetland Carbon Sink Restoration
9.9,1.273960268,Integrated Mountain Ecosystem Management
14.5,1.859425221,Wetland Carbon Sink Restoration
15.0,2.305654019,Wetland Carbon Sink Restoration
10.1,2.309973016,Wetland Carbon Sink Restoration
17.0,2.583956532,Wetland Carbon Sink Restoration
15.6,2.041871074,Wetland Carbon Sink Restoration
16.6,1.727136359,Wetland Carbon Sink Restoration
9.7,1.419356324,Integrated Mountain Ecosystem Management
16.7,1.732479794,Wetland Carbon Sink Restoration
9.3,1.257958791,Integrated Mountain Ecosystem Management
15.6,1.628146406,Wetland Carbon Sink Restoration
8.9,1.443244171,Integrated Mountain Ecosystem Management
16.9,1.83056819,Wetland Carbon Sink Restoration
16.2,1.546928772,Wetland Carbon Sink Restoration
8.9,1.996750009,Integrated Mountain Ecosystem Management
16.3,2.677217447,Wetland Carbon Sink Restoration
16.7,1.057892512,Wetland Carbon Sink Restoration
16.4,2.758064297,Wetland Carbon Sink Restoration
10.1,2.575836073,Wetland Carbon Sink Restoration
15.4,2.468616454,Wetland Carbon Sink Restoration
16.4,2.702538343,Wetland Carbon Sink Restoration
9.8,1.615113312,Integrated Mountain Ecosystem Management
9.1,1.69470932,Integrated Mountain Ecosystem Management
9.8,1.290308288,Integrated Mountain Ecosystem Management
13.4,2.222895112,Wetland Carbon Sink Restoration
9.8,1.211430025,Integrated Mountain Ecosystem Management
9.8,1.396523322,Integrated Mountain Ecosystem Management
8.9,1.990052017,Integrated Mountain Ecosystem Management
8.8,1.348452064,Integrated Mountain Ecosystem Management
16.6,2.203817503,Wetland Carbon Sink Restoration
8.9,1.436766114,Integrated Mountain Ecosystem Management
8.8,1.094727422,Integrated Mountain Ecosystem Management
11.8,1.612585265,Wetland Carbon Sink Restoration
15.9,1.349378243,Wetland Carbon Sink Restoration
8.9,1.702849814,Integrated Mountain Ecosystem Management
12.3,1.19152618,Wetland Carbon Sink Restoration
16.6,1.746028303,Wetland Carbon Sink Restoration
15.4,1.995359561,Wetland Carbon Sink Restoration
16.9,1.256116155,Wetland Carbon Sink Restoration
16.9,2.588491549,Wetland Carbon Sink Restoration
16.8,2.615466505,Wetland Carbon Sink Restoration
9.6,1.438177811,Integrated Mountain Ecosystem Management
7.3,1.686257829,Integrated Mountain Ecosystem Management
16.8,1.10433972,Wetland Carbon Sink Restoration
7.7,1.4118531,Integrated Mountain Ecosystem Management
6.3,1.262163722,Integrated Mountain Ecosystem Management
16.8,2.670232061,Wetland Carbon Sink Restoration
17.2,2.744366705,Wetland Carbon Sink Restoration
16.9,1.631940241,Wetland Carbon Sink Restoration
16.9,1.422791242,Wetland Carbon Sink Restoration
16.9,1.327082711,Wetland Carbon Sink Restoration
9.1,1.695284759,Integrated Mountain Ecosystem Management
7.4,1.020312823,Integrated Mountain Ecosystem Management
7.7,1.815370852,Integrated Mountain Ecosystem Management
16.9,2.746526098,Wetland Carbon Sink Restoration
7.5,1.131367872,Integrated Mountain Ecosystem Management
16.9,2.787958383,Wetland Carbon Sink Restoration
16.8,1.8718152,Wetland Carbon Sink Restoration
10.2,2.192275288,Wetland Carbon Sink Restoration
16.7,2.255905773,Wetland Carbon Sink Restoration
16.8,1.174303776,Wetland Carbon Sink Restoration
7.7,1.249581475,Integrated Mountain Ecosystem Management
16.8,1.380622577,Wetland Carbon Sink Restoration
7.3,1.881611033,Integrated Mountain Ecosystem Management
3.6,1.904079689,Integrated Mountain Ecosystem Management
2.9,0.043613777,High-Altitude Glacier Protection
6.6,1.704376872,Integrated Mountain Ecosystem Management
6.1,1.084332554,Integrated Mountain Ecosystem Management
1.7,1.023061481,Integrated Mountain Ecosystem Management
2.7,0.267749807,High-Altitude Glacier Protection
2.2,1.33581103,Integrated Mountain Ecosystem Management
2.1,0.591071279,High-Altitude Glacier Protection
2.7,0.425398587,High-Altitude Glacier Protection
4.4,0.183324847,High-Altitude Glacier Protection
6.9,1.280672516,Integrated Mountain Ecosystem Management
2.2,0.047514999,High-Altitude Glacier Protection
7.6,1.239625122,Integrated Mountain Ecosystem Management
4.8,1.964716047,Integrated Mountain Ecosystem Management
1.8,0.412441908,High-Altitude Glacier Protection
4.4,0.606247678,High-Altitude Glacier Protection
4.8,1.07608953,Integrated Mountain Ecosystem Management
2.3,0.381707555,High-Altitude Glacier Protection
2.9,1.492933112,Integrated Mountain Ecosystem Management
5.3,1.361916577,Integrated Mountain Ecosystem Management
1.8,0.462512012,High-Altitude Glacier Protection
1.8,0.054704812,High-Altitude Glacier Protection
2.2,1.22440976,Integrated Mountain Ecosystem Management
4.0,1.976576126,Integrated Mountain Ecosystem Management
1.7,0.530381147,High-Altitude Glacier Protection
4.0,0.315092128,High-Altitude Glacier Protection
3.3,1.853484243,Integrated Mountain Ecosystem Management
2.3,0.232680683,High-Altitude Glacier Protection
1.9,1.247119422,Integrated Mountain Ecosystem Management
2.7,1.559868194,Integrated Mountain Ecosystem Management
2.1,1.638598802,Integrated Mountain Ecosystem Management
5.2,1.197762473,Integrated Mountain Ecosystem Management
3.2,0.664496588,High-Altitude Glacier Protection
2.3,1.408617896,Integrated Mountain Ecosystem Management
6.7,1.246997328,Integrated Mountain Ecosystem Management
2.6,1.29582583,Integrated Mountain Ecosystem Management
6.3,1.53516983,Integrated Mountain Ecosystem Management
4.1,1.342941899,Integrated Mountain Ecosystem Management
3.9,1.971955476,Integrated Mountain Ecosystem Management
3.8,1.292870715,Integrated Mountain Ecosystem Management
3.7,1.700802056,Integrated Mountain Ecosystem Management
6.2,1.372279249,Integrated Mountain Ecosystem Management
5.3,1.479343387,Integrated Mountain Ecosystem Management
4.2,0.33671581,High-Altitude Glacier Protection
3.2,0.446860328,High-Altitude Glacier Protection
3.7,0.012710079,High-Altitude Glacier Protection
3.1,1.674348706,Integrated Mountain Ecosystem Management
3.9,0.414158705,High-Altitude Glacier Protection
3.8,1.245264942,Integrated Mountain Ecosystem Management
3.8,1.728845899,Integrated Mountain Ecosystem Management
6.4,1.644862913,Integrated Mountain Ecosystem Management
3.8,0.905302717,High-Altitude Glacier Protection
3.3,0.067875496,High-Altitude Glacier Protection
3.6,1.891093261,Integrated Mountain Ecosystem Management
4.3,0.01723318,High-Altitude Glacier Protection
3.0,0.703834034,High-Altitude Glacier Protection
3.3,0.894113993,High-Altitude Glacier Protection
4.5,0.761913988,High-Altitude Glacier Protection
3.2,1.995665212,Integrated Mountain Ecosystem Management
3.7,0.328795777,High-Altitude Glacier Protection
3.9,0.482033928,High-Altitude Glacier Protection
4.1,1.131339519,Integrated Mountain Ecosystem Management
3.2,1.199733123,Integrated Mountain Ecosystem Management
3.9,0.26930423,High-Altitude Glacier Protection
4.3,0.192371304,High-Altitude Glacier Protection
3.6,0.06680484,High-Altitude Glacier Protection
3.8,1.778784444,Integrated Mountain Ecosystem Management
5.3,1.087630997,Integrated Mountain Ecosystem Management
4.1,0.824681207,High-Altitude Glacier Protection
4.0,0.327348369,High-Altitude Glacier Protection
3.9,1.309602902,Integrated Mountain Ecosystem Management
3.4,0.74682337,High-Altitude Glacier Protection
3.6,1.574795141,Integrated Mountain Ecosystem Management
6.6,1.260187613,Integrated Mountain Ecosystem Management
3.8,1.489179248,Integrated Mountain Ecosystem Management
6.7,1.809416161,Integrated Mountain Ecosystem Management
3.9,0.778006229,High-Altitude Glacier Protection
4.6,0.254416647,High-Altitude Glacier Protection
4.9,0.373984708,High-Altitude Glacier Protection
3.8,0.178181106,High-Altitude Glacier Protection
1.4,0.708546565,High-Altitude Glacier Protection
1.7,1.790233633,Integrated Mountain Ecosystem Management
0.3,0.316621391,High-Altitude Glacier Protection
2.6,1.996388681,Integrated Mountain Ecosystem Management
1.2,0.549777459,High-Altitude Glacier Protection
1.7,0.082195118,High-Altitude Glacier Protection
2.0,0.290372558,High-Altitude Glacier Protection
0.0,1.329684241,Integrated Mountain Ecosystem Management
2.2,0.565090265,High-Altitude Glacier Protection
1.8,1.377907634,Integrated Mountain Ecosystem Management
2.2,1.560563861,Integrated Mountain Ecosystem Management
1.8,1.912196342,Integrated Mountain Ecosystem Management
1.5,1.07519635,Integrated Mountain Ecosystem Management
2.2,1.615609185,Integrated Mountain Ecosystem Management
2.7,0.234045622,High-Altitude Glacier Protection
2.1,1.897102615,Integrated Mountain Ecosystem Management
0.9,0.715275322,High-Altitude Glacier Protection
2.0,1.91616363,Integrated Mountain Ecosystem Management
1.9,1.590264993,Integrated Mountain Ecosystem Management
2.3,1.681430058,Integrated Mountain Ecosystem Management
1.7,0.885612217,High-Altitude Glacier Protection
2.4,1.452291129,Integrated Mountain Ecosystem Management
1.8,0.196217044,High-Altitude Glacier Protection
1.8,1.77358423,Integrated Mountain Ecosystem Management
0.5,1.296865049,Integrated Mountain Ecosystem Management
0.3,0.156794574,High-Altitude Glacier Protection
2.9,1.188684147,Integrated Mountain Ecosystem Management
0.4,1.849120373,Integrated Mountain Ecosystem Management
0.6,1.076033638,Integrated Mountain Ecosystem Management
1.4,0.769795351,High-Altitude Glacier Protection
4.8,0.27319158,High-Altitude Glacier Protection
1.3,0.76288207,High-Altitude Glacier Protection
3.8,0.63934675,High-Altitude Glacier Protection
1.3,0.240143726,High-Altitude Glacier Protection
1.5,0.869620716,High-Altitude Glacier Protection
11.9,2.618032265,Wetland Carbon Sink Restoration
1.6,1.332616763,Integrated Mountain Ecosystem Management
12.3,2.545970325,Wetland Carbon Sink Restoration
2.9,0.594043736,High-Altitude Glacier Protection
1.4,0.735041534,High-Altitude Glacier Protection
10.5,2.376136809,Wetland Carbon Sink Restoration
1.4,0.661295441,High-Altitude Glacier Protection
1.5,0.335320786,High-Altitude Glacier Protection
2.6,1.288441887,Integrated Mountain Ecosystem Management
1.1,1.601846506,Integrated Mountain Ecosystem Management
12.6,1.988276318,Wetland Carbon Sink Restoration
1.1,1.976840352,Integrated Mountain Ecosystem Management
12.4,2.235421392,Wetland Carbon Sink Restoration
3.2,1.045240497,Integrated Mountain Ecosystem Management
13.2,2.690344486,Wetland Carbon Sink Restoration
1.8,1.155960418,Integrated Mountain Ecosystem Management
1.7,1.150546469,Integrated Mountain Ecosystem Management
11.6,1.21552579,Wetland Carbon Sink Restoration
11.9,2.617125964,Wetland Carbon Sink Restoration
1.1,0.994797459,High-Altitude Glacier Protection
1.4,1.128384274,Integrated Mountain Ecosystem Management
13.2,2.848088837,Wetland Carbon Sink Restoration
12.9,2.976446618,Wetland Carbon Sink Restoration
12.7,2.782450571,Wetland Carbon Sink Restoration
1.2,0.679579237,High-Altitude Glacier Protection
1.2,1.826528934,Integrated Mountain Ecosystem Management
2.8,1.308992205,Integrated Mountain Ecosystem Management
12.2,1.403797699,Wetland Carbon Sink Restoration
1.6,1.657520923,Integrated Mountain Ecosystem Management
2.0,0.484707109,High-Altitude Glacier Protection
11.9,1.735555526,Wetland Carbon Sink Restoration
1.2,1.796956637,Integrated Mountain Ecosystem Management
5.7,1.014649541,Integrated Mountain Ecosystem Management
1.4,0.649615005,High-Altitude Glacier Protection
10.9,2.245727756,Wetland Carbon Sink Restoration
1.6,0.520624014,High-Altitude Glacier Protection
2.8,1.402422846,Integrated Mountain Ecosystem Management
1.1,1.539275705,Integrated Mountain Ecosystem Management
2.8,1.110470269,Integrated Mountain Ecosystem Management
2.2,1.008084967,Integrated Mountain Ecosystem Management
11.0,2.30294435,Wetland Carbon Sink Restoration
12.1,2.821591836,Wetland Carbon Sink Restoration
11.2,1.854646922,Wetland Carbon Sink Restoration
1.5,0.720510286,High-Altitude Glacier Protection
1.2,0.36132892,High-Altitude Glacier Protection
9.1,1.81647457,Integrated Mountain Ecosystem Management
8.7,1.871311958,Integrated Mountain Ecosystem Management
10.1,1.870098097,Wetland Carbon Sink Restoration
10.1,2.773791015,Wetland Carbon Sink Restoration
10.8,2.995606428,Wetland Carbon Sink Restoration
8.4,1.720971727,Integrated Mountain Ecosystem Management
10.0,2.796582496,Wetland Carbon Sink Restoration
7.9,1.764117333,Integrated Mountain Ecosystem Management
6.9,1.908456282,Integrated Mountain Ecosystem Management
10.0,1.862503366,Wetland Carbon Sink Restoration
10.1,1.791803105,Wetland Carbon Sink Restoration
8.9,1.986061502,Integrated Mountain Ecosystem Management
7.4,1.021757491,Integrated Mountain Ecosystem Management
10.4,2.795407247,Wetland Carbon Sink Restoration
9.3,1.936614281,Integrated Mountain Ecosystem Management
9.5,1.613745648,Integrated Mountain Ecosystem Management
10.7,2.221409911,Wetland Carbon Sink Restoration
5.3,1.301895659,Integrated Mountain Ecosystem Management
8.3,1.128563663,Integrated Mountain Ecosystem Management
7.3,1.294360998,Integrated Mountain Ecosystem Management
9.9,1.064315125,Integrated Mountain Ecosystem Management
9.8,1.099162406,Integrated Mountain Ecosystem Management
8.3,1.389195802,Integrated Mountain Ecosystem Management
7.7,1.75407596,Integrated Mountain Ecosystem Management
7.6,1.735070882,Integrated Mountain Ecosystem Management
11.2,2.172431702,Wetland Carbon Sink Restoration
10.4,2.458865174,Wetland Carbon Sink Restoration
5.8,1.971765291,Integrated Mountain Ecosystem Management
9.6,1.946719975,Integrated Mountain Ecosystem Management
9.0,1.641104747,Integrated Mountain Ecosystem Management
6.8,1.887513092,Integrated Mountain Ecosystem Management
10.1,1.106400078,Wetland Carbon Sink Restoration
9.6,1.808748664,Integrated Mountain Ecosystem Management
9.6,1.252786707,Integrated Mountain Ecosystem Management
6.6,1.081171566,Integrated Mountain Ecosystem Management
7.2,1.360713166,Integrated Mountain Ecosystem Management
10.0,1.452804462,Wetland Carbon Sink Restoration
10.1,2.833265193,Wetland Carbon Sink Restoration
6.5,1.614144063,Integrated Mountain Ecosystem Management
10.1,2.335659918,Wetland Carbon Sink Restoration
9.4,1.073404542,Integrated Mountain Ecosystem Management
9.9,1.97697601,Integrated Mountain Ecosystem Management
6.8,1.246497583,Integrated Mountain Ecosystem Management
9.7,1.406598771,Integrated Mountain Ecosystem Management
10.1,1.369022284,Wetland Carbon Sink Restoration
6.7,1.661058149,Integrated Mountain Ecosystem Management
9.3,1.271169192,Integrated Mountain Ecosystem Management
10.0,2.317852753,Wetland Carbon Sink Restoration
7.1,1.265487422,Integrated Mountain Ecosystem Management
6.9,1.767312001,Integrated Mountain Ecosystem Management
6.3,1.822685495,Integrated Mountain Ecosystem Management
9.9,1.496859952,Integrated Mountain Ecosystem Management
10.1,1.497200401,Wetland Carbon Sink Restoration
6.8,1.989177994,Integrated Mountain Ecosystem Management
10.0,1.886279867,Wetland Carbon Sink Restoration
16.6,2.446152467,Wetland Carbon Sink Restoration
11.9,2.777993821,Wetland Carbon Sink Restoration
10.2,2.790189253,Wetland Carbon Sink Restoration
12.3,2.995097102,Wetland Carbon Sink Restoration
14.8,1.74978442,Wetland Carbon Sink Restoration
17.1,2.347651975,Wetland Carbon Sink Restoration
15.1,1.244223809,Wetland Carbon Sink Restoration
15.6,1.427302845,Wetland Carbon Sink Restoration
16.9,2.921285697,Wetland Carbon Sink Restoration
14.9,1.544913201,Wetland Carbon Sink Restoration
18.6,1.160037604,Wetland Carbon Sink Restoration
15.2,1.869167383,Wetland Carbon Sink Restoration
18.1,1.419696288,Wetland Carbon Sink Restoration
15.7,2.754131834,Wetland Carbon Sink Restoration
14.9,2.510836842,Wetland Carbon Sink Restoration
14.3,2.131338869,Wetland Carbon Sink Restoration
15.3,2.639869945,Wetland Carbon Sink Restoration
16.8,1.469756396,Wetland Carbon Sink Restoration
17.3,1.062062626,Wetland Carbon Sink Restoration
16.8,1.869289329,Wetland Carbon Sink Restoration
13.4,1.220230034,Wetland Carbon Sink Restoration
14.8,2.51402329,Wetland Carbon Sink Restoration
14.7,2.142349581,Wetland Carbon Sink Restoration
16.8,1.569962063,Wetland Carbon Sink Restoration
16.2,2.203934848,Wetland Carbon Sink Restoration
11.9,1.633692592,Wetland Carbon Sink Restoration
16.9,2.247714541,Wetland Carbon Sink Restoration
10.4,2.970961773,Wetland Carbon Sink Restoration
15.3,1.395456791,Wetland Carbon Sink Restoration
18.3,1.521375096,Wetland Carbon Sink Restoration
17.2,2.660486192,Wetland Carbon Sink Restoration
17.3,2.424922196,Wetland Carbon Sink Restoration
14.2,1.52596707,Wetland Carbon Sink Restoration
13.7,2.99413573,Wetland Carbon Sink Restoration
15.2,2.597918019,Wetland Carbon Sink Restoration
17.0,2.448421209,Wetland Carbon Sink Restoration
16.8,2.171483998,Wetland Carbon Sink Restoration
15.8,1.013779016,Wetland Carbon Sink Restoration
16.7,2.475109597,Wetland Carbon Sink Restoration
9.9,1.262263247,Integrated Mountain Ecosystem Management
14.7,1.775588642,Wetland Carbon Sink Restoration
14.7,1.005637803,Wetland Carbon Sink Restoration
17.3,2.036894127,Wetland Carbon Sink Restoration
14.5,2.48963449,Wetland Carbon Sink Restoration
17.6,1.294614898,Wetland Carbon Sink Restoration
16.9,2.715742554,Wetland Carbon Sink Restoration
14.7,2.198046304,Wetland Carbon Sink Restoration
11.1,1.583933994,Wetland Carbon Sink Restoration
14.7,2.711071936,Wetland Carbon Sink Restoration
16.2,2.110588859,Wetland Carbon Sink Restoration
16.7,2.405343403,Wetland Carbon Sink Restoration
5.8,1.248324184,Integrated Mountain Ecosystem Management
7.1,1.872161618,Integrated Mountain Ecosystem Management
5.9,1.538728817,Integrated Mountain Ecosystem Management
8.3,1.711409432,Integrated Mountain Ecosystem Management
8.4,1.47332551,Integrated Mountain Ecosystem Management
6.1,1.692970169,Integrated Mountain Ecosystem Management
7.6,1.970795207,Integrated Mountain Ecosystem Management
8.7,1.224800854,Integrated Mountain Ecosystem Management
8.9,1.648085625,Integrated Mountain Ecosystem Management
8.7,1.476140894,Integrated Mountain Ecosystem Management
6.1,1.228460337,Integrated Mountain Ecosystem Management
8.0,1.132574508,Integrated Mountain Ecosystem Management
7.3,1.530866902,Integrated Mountain Ecosystem Management
6.2,1.910210988,Integrated Mountain Ecosystem Management
10.1,1.290472756,Wetland Carbon Sink Restoration
8.8,1.628679004,Integrated Mountain Ecosystem Management
5.3,1.716965581,Integrated Mountain Ecosystem Management
8.0,1.864098253,Integrated Mountain Ecosystem Management
5.8,1.960464455,Integrated Mountain Ecosystem Management
5.7,1.972308575,Integrated Mountain Ecosystem Management
8.2,1.799050084,Integrated Mountain Ecosystem Management
10.1,2.72673815,Wetland Carbon Sink Restoration
5.8,1.080160258,Integrated Mountain Ecosystem Management
7.1,1.809974931,Integrated Mountain Ecosystem Management
2.7,0.810850529,High-Altitude Glacier Protection
0.3,1.042242357,Integrated Mountain Ecosystem Management
3.9,0.453150752,High-Altitude Glacier Protection
6.1,1.474502367,Integrated Mountain Ecosystem Management
0.7,1.539503335,Integrated Mountain Ecosystem Management
2.4,0.031456563,High-Altitude Glacier Protection
0.8,1.627176742,Integrated Mountain Ecosystem Management
0.4,0.496632977,High-Altitude Glacier Protection
4.0,1.440163571,Integrated Mountain Ecosystem Management
1.9,1.853565208,Integrated Mountain Ecosystem Management
0.5,0.004886304,High-Altitude Glacier Protection
2.1,0.077667037,High-Altitude Glacier Protection
6.7,1.435386377,Integrated Mountain Ecosystem Management
4.3,1.729419325,Integrated Mountain Ecosystem Management
1.1,1.442424718,Integrated Mountain Ecosystem Management
2.8,0.359570922,High-Altitude Glacier Protection
4.6,0.116436185,High-Altitude Glacier Protection
2.5,1.043121171,Integrated Mountain Ecosystem Management
4.4,0.181933769,High-Altitude Glacier Protection
4.9,1.324463526,Integrated Mountain Ecosystem Management
6.5,1.401451532,Integrated Mountain Ecosystem Management
1.6,0.73940591,High-Altitude Glacier Protection
3.1,0.529205323,High-Altitude Glacier Protection
0.7,1.157294306,Integrated Mountain Ecosystem Management
1.3,1.268265262,Integrated Mountain Ecosystem Management
3.8,1.077512388,Integrated Mountain Ecosystem Management
5.1,1.44062995,Integrated Mountain Ecosystem Management
4.1,1.591725023,Integrated Mountain Ecosystem Management
1.8,0.264094785,High-Altitude Glacier Protection
5.4,1.328586927,Integrated Mountain Ecosystem Management
2.3,0.576679038,High-Altitude Glacier Protection
1.3,1.608282208,Integrated Mountain Ecosystem Management
0.3,1.396972245,Integrated Mountain Ecosystem Management
0.1,1.784550365,Integrated Mountain Ecosystem Management
1.8,0.87191292,High-Altitude Glacier Protection
1.6,1.881474753,Integrated Mountain Ecosystem Management
0.2,0.664161804,High-Altitude Glacier Protection
4.3,1.060196143,Integrated Mountain Ecosystem Management
0.2,1.346045178,Integrated Mountain Ecosystem Management
2.2,0.460097802,High-Altitude Glacier Protection
0.2,1.214292156,Integrated Mountain Ecosystem Management
1.5,1.531866756,Integrated Mountain Ecosystem Management
1.5,0.979409904,High-Altitude Glacier Protection
3.3,0.356751917,High-Altitude Glacier Protection
2.6,0.145464941,High-Altitude Glacier Protection
3.7,0.492427085,High-Altitude Glacier Protection
0.9,1.071452776,Integrated Mountain Ecosystem Management
1.2,1.75385992,Integrated Mountain Ecosystem Management
2.4,0.482323941,High-Altitude Glacier Protection
1.6,1.396908591,Integrated Mountain Ecosystem Management
1.6,1.464018228,Integrated Mountain Ecosystem Management
0.8,0.643858096,High-Altitude Glacier Protection
1.3,1.171794008,Integrated Mountain Ecosystem Management
0.9,0.127560234,High-Altitude Glacier Protection
0.4,1.799986313,Integrated Mountain Ecosystem Management
0.6,0.447696143,High-Altitude Glacier Protection
0.8,0.183945907,High-Altitude Glacier Protection
1.4,0.049542423,High-Altitude Glacier Protection
3.8,0.574689815,High-Altitude Glacier Protection
0.3,1.880745103,Integrated Mountain Ecosystem Management
0.6,1.084685939,Integrated Mountain Ecosystem Management
0.4,0.516290652,High-Altitude Glacier Protection
0.3,1.999686942,Integrated Mountain Ecosystem Management
1.2,0.72792729,High-Altitude Glacier Protection
0.6,0.933323929,High-Altitude Glacier Protection
1.1,0.688441519,High-Altitude Glacier Protection
0.2,1.492375162,Integrated Mountain Ecosystem Management
1.8,1.52849641,Integrated Mountain Ecosystem Management
3.3,0.243991731,High-Altitude Glacier Protection
1.2,0.116621493,High-Altitude Glacier Protection
0.9,1.582786253,Integrated Mountain Ecosystem Management
0.5,1.604648808,Integrated Mountain Ecosystem Management
3.2,0.583796439,High-Altitude Glacier Protection
2.3,1.074117728,Integrated Mountain Ecosystem Management
0.7,1.197323787,Integrated Mountain Ecosystem Management
0.9,1.295892005,Integrated Mountain Ecosystem Management
1.7,1.07314671,Integrated Mountain Ecosystem Management
1.6,1.895445967,Integrated Mountain Ecosystem Management
1.6,1.680391759,Integrated Mountain Ecosystem Management
0.8,1.742639862,Integrated Mountain Ecosystem Management
1.3,0.10649926,High-Altitude Glacier Protection
1.7,0.618577918,High-Altitude Glacier Protection
1.7,0.148010048,High-Altitude Glacier Protection
0.3,1.032643753,Integrated Mountain Ecosystem Management
1.7,0.467785947,High-Altitude Glacier Protection
0.9,1.809400717,Integrated Mountain Ecosystem Management
1.4,0.288146142,High-Altitude Glacier Protection
1.3,1.820371379,Integrated Mountain Ecosystem Management
1.4,0.925445182,High-Altitude Glacier Protection
1.4,1.364623413,Integrated Mountain Ecosystem Management
0.2,1.552680008,Integrated Mountain Ecosystem Management
0.6,0.203280101,High-Altitude Glacier Protection
0.7,0.886750389,High-Altitude Glacier Protection
2.3,0.807149175,High-Altitude Glacier Protection
5.3,1.370963863,Integrated Mountain Ecosystem Management
